correct,example_id,label,model_seed,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,P1:validation:89,not_entailed,37,61,validation,P1,61,15.828068494796753,consequent_match,1,61
1,P1:validation:450,entailed,37,60,validation,P1,60,10.167177200317383,fact_match,1,60
1,P1:validation:384,entailed,37,60,validation,P1,60,11.793121337890625,fact_match,1,60
1,P1:validation:568,entailed,37,60,validation,P1,60,11.88097858428955,consequent_match,1,60
1,P1:validation:410,entailed,37,60,validation,P1,60,14.74843692779541,rule_lhs_match,1,60
1,P1:validation:695,not_entailed,37,61,validation,P1,61,10.084012985229492,consequent_match,1,61
1,P1:validation:433,not_entailed,37,61,validation,P1,61,18.859862327575684,fact_match,1,61
1,P1:validation:762,entailed,37,60,validation,P1,60,13.464749336242676,fact_match,1,60
1,P1:validation:113,not_entailed,37,61,validation,P1,61,14.615181922912598,consequent_match,1,61
1,P1:validation:133,not_entailed,37,61,validation,P1,61,17.83709228038788,fact_match,1,61
1,P1:validation:493,not_entailed,37,61,validation,P1,61,15.539734363555908,fact_match,1,61
1,P1:validation:448,entailed,37,60,validation,P1,60,11.614090919494629,consequent_match,1,60
1,P1:validation:161,not_entailed,37,61,validation,P1,61,14.219948768615723,consequent_match,1,61
1,P1:validation:372,entailed,37,60,validation,P1,60,12.082902908325195,fact_match,1,60
1,P1:validation:1,not_entailed,37,61,validation,P1,61,17.296668887138367,fact_match,1,61
1,P1:validation:306,entailed,37,60,validation,P1,60,12.388195037841797,fact_match,1,60
1,P1:validation:453,not_entailed,37,61,validation,P1,61,17.887971580028534,rule_lhs_match,1,61
1,P1:validation:757,not_entailed,37,61,validation,P1,61,13.974896430969238,fact_match,1,61
1,P1:validation:283,not_entailed,37,61,validation,P1,61,19.147973358631134,fact_match,1,61
1,P1:validation:496,entailed,37,60,validation,P1,60,13.896591186523438,consequent_match,1,60
1,P1:validation:203,not_entailed,37,61,validation,P1,61,15.922305345535278,consequent_match,1,61
1,P1:validation:189,not_entailed,37,61,validation,P1,61,15.841808080673218,rule_lhs_match,1,61
1,P1:validation:713,not_entailed,37,61,validation,P1,61,13.635535717010498,consequent_match,1,61
1,P1:validation:416,entailed,37,60,validation,P1,60,12.224756240844727,rule_lhs_match,1,60
1,P1:validation:55,not_entailed,37,61,validation,P1,61,15.485206127166748,fact_match,1,61
1,P1:validation:238,entailed,37,60,validation,P1,60,12.10997200012207,consequent_match,1,60
1,P1:validation:616,entailed,37,60,validation,P1,60,11.75228500366211,consequent_match,1,60
1,P1:validation:740,entailed,37,60,validation,P1,60,11.574880599975586,rule_lhs_match,1,60
1,P1:validation:706,entailed,37,60,validation,P1,60,11.646623611450195,consequent_match,1,60
1,P1:validation:124,entailed,37,60,validation,P1,60,13.215388298034668,consequent_match,1,60
1,P1:validation:298,entailed,37,60,validation,P1,60,11.465566635131836,consequent_match,1,60
1,P1:validation:34,entailed,37,60,validation,P1,60,11.614090919494629,consequent_match,1,60
1,P1:validation:26,entailed,37,60,validation,P1,60,14.134790420532227,rule_lhs_match,1,60
1,P1:validation:354,entailed,37,60,validation,P1,60,12.162151336669922,fact_match,1,60
1,P1:validation:703,not_entailed,37,61,validation,P1,61,17.703038036823273,fact_match,1,61
1,P1:validation:150,entailed,37,60,validation,P1,60,12.553122520446777,fact_match,1,60
1,P1:validation:244,entailed,37,60,validation,P1,60,12.553122520446777,consequent_match,1,60
1,P1:validation:605,not_entailed,37,61,validation,P1,61,15.96448302268982,consequent_match,1,61
1,P1:validation:701,not_entailed,37,61,validation,P1,61,14.3798189163208,consequent_match,1,61
1,P1:validation:733,not_entailed,37,61,validation,P1,61,18.180979013442993,fact_match,1,61
1,P1:validation:584,entailed,37,60,validation,P1,60,12.702741622924805,rule_lhs_match,1,60
1,P1:validation:631,not_entailed,37,61,validation,P1,61,17.881815433502197,fact_match,1,61
1,P1:validation:37,not_entailed,37,61,validation,P1,61,11.442741394042969,fact_match,1,61
1,P1:validation:680,entailed,37,60,validation,P1,60,12.124463081359863,rule_lhs_match,1,60
1,P1:validation:223,not_entailed,37,61,validation,P1,61,16.514397144317627,fact_match,1,61
1,P1:validation:455,not_entailed,37,61,validation,P1,61,12.32443380355835,consequent_match,1,61
1,P1:validation:349,not_entailed,37,61,validation,P1,61,18.728717803955078,fact_match,1,61
1,P1:validation:749,not_entailed,37,61,validation,P1,61,11.946008682250977,consequent_match,1,61
1,P1:validation:481,not_entailed,37,61,validation,P1,61,15.863626956939697,fact_match,1,61
1,P1:validation:125,not_entailed,37,61,validation,P1,61,8.530704498291016,consequent_match,1,61
1,P1:validation:402,entailed,37,60,validation,P1,60,11.614090919494629,fact_match,1,60
1,P1:validation:253,not_entailed,37,61,validation,P1,61,17.510456204414368,fact_match,1,61
1,P1:validation:585,not_entailed,37,61,validation,P1,61,16.55730128288269,rule_lhs_match,1,61
1,P1:validation:173,not_entailed,37,61,validation,P1,61,12.380208969116211,consequent_match,1,61
1,P1:validation:657,not_entailed,37,61,validation,P1,61,17.85857880115509,rule_lhs_match,1,61
1,P1:validation:606,entailed,37,60,validation,P1,60,13.483766555786133,fact_match,1,60
1,P1:validation:722,entailed,37,60,validation,P1,60,11.190075874328613,rule_lhs_match,1,60
1,P1:validation:504,entailed,37,60,validation,P1,60,11.120506286621094,fact_match,1,60
1,P1:validation:494,entailed,37,60,validation,P1,60,14.746048927307129,rule_lhs_match,1,60
1,P1:validation:694,entailed,37,60,validation,P1,60,11.465566635131836,consequent_match,1,60
1,P1:validation:302,entailed,37,60,validation,P1,60,10.728266716003418,rule_lhs_match,1,60
1,P1:validation:158,entailed,37,60,validation,P1,60,12.826495170593262,rule_lhs_match,1,60
1,P1:validation:696,entailed,37,60,validation,P1,60,13.319862365722656,fact_match,1,60
1,P1:validation:144,entailed,37,60,validation,P1,60,14.74843692779541,fact_match,1,60
1,P1:validation:405,not_entailed,37,61,validation,P1,61,15.306093692779541,rule_lhs_match,1,61
1,P1:validation:754,entailed,37,60,validation,P1,60,12.553122520446777,consequent_match,1,60
1,P1:validation:456,entailed,37,60,validation,P1,60,12.594757080078125,fact_match,1,60
1,P1:validation:656,entailed,37,60,validation,P1,60,15.235240936279297,rule_lhs_match,1,60
1,P1:validation:717,not_entailed,37,61,validation,P1,61,17.193426370620728,rule_lhs_match,1,61
1,P1:validation:498,entailed,37,60,validation,P1,60,14.237346649169922,fact_match,1,60
1,P1:validation:741,not_entailed,37,61,validation,P1,61,16.670796394348145,rule_lhs_match,1,61
1,P1:validation:270,entailed,37,60,validation,P1,60,12.553122520446777,fact_match,1,60
1,P1:validation:51,not_entailed,37,61,validation,P1,61,15.168014526367188,rule_lhs_match,1,61
1,P1:validation:279,not_entailed,37,61,validation,P1,61,9.295598983764648,rule_lhs_match,1,61
1,P1:validation:755,not_entailed,37,61,validation,P1,61,13.992981910705566,consequent_match,1,61
1,P1:validation:197,not_entailed,37,61,validation,P1,61,15.56064510345459,consequent_match,1,61
1,P1:validation:577,not_entailed,37,61,validation,P1,61,10.67518138885498,fact_match,1,61
1,P1:validation:57,not_entailed,37,61,validation,P1,61,15.68605637550354,rule_lhs_match,1,61
1,P1:validation:613,not_entailed,37,61,validation,P1,61,17.319738626480103,fact_match,1,61
1,P1:validation:355,not_entailed,37,61,validation,P1,61,8.482023239135742,fact_match,1,61
1,P1:validation:484,entailed,37,60,validation,P1,60,13.185454368591309,consequent_match,1,60
1,P1:validation:230,entailed,37,60,validation,P1,60,12.388195037841797,rule_lhs_match,1,60
1,P1:validation:275,not_entailed,37,61,validation,P1,61,12.719594955444336,consequent_match,1,61
1,P1:validation:589,not_entailed,37,61,validation,P1,61,19.055727005004883,fact_match,1,61
1,P1:validation:676,entailed,37,60,validation,P1,60,12.162151336669922,consequent_match,1,60
1,P1:validation:554,entailed,37,60,validation,P1,60,14.53200912475586,rule_lhs_match,1,60
1,P1:validation:187,not_entailed,37,61,validation,P1,61,15.49203085899353,fact_match,1,61
1,P1:validation:155,not_entailed,37,61,validation,P1,61,14.021973133087158,consequent_match,1,61
1,P1:validation:115,not_entailed,37,61,validation,P1,61,9.715226173400879,fact_match,1,61
1,P1:validation:146,entailed,37,60,validation,P1,60,13.566366195678711,rule_lhs_match,1,60
1,P1:validation:624,entailed,37,60,validation,P1,60,12.10997200012207,fact_match,1,60
1,P1:validation:547,not_entailed,37,61,validation,P1,61,18.90832683444023,fact_match,1,61
1,P1:validation:463,not_entailed,37,61,validation,P1,61,16.42970871925354,fact_match,1,61
1,P1:validation:475,not_entailed,37,61,validation,P1,61,17.83709228038788,fact_match,1,61
1,P1:validation:401,not_entailed,37,61,validation,P1,61,12.899495124816895,consequent_match,1,61
1,P1:validation:451,not_entailed,37,61,validation,P1,61,18.178573608398438,fact_match,1,61
1,P1:validation:668,entailed,37,60,validation,P1,60,11.226078033447266,rule_lhs_match,1,60
1,P1:validation:287,not_entailed,37,61,validation,P1,61,13.83691120147705,consequent_match,1,61
1,P1:validation:213,not_entailed,37,61,validation,P1,61,11.64730453491211,rule_lhs_match,1,61
1,P1:validation:296,entailed,37,60,validation,P1,60,14.74843692779541,rule_lhs_match,1,60
1,P1:validation:490,entailed,37,60,validation,P1,60,12.395105361938477,consequent_match,1,60
1,P1:validation:69,not_entailed,37,61,validation,P1,61,19.450816988945007,rule_lhs_match,1,61
1,P1:validation:366,entailed,37,60,validation,P1,60,14.108912467956543,fact_match,1,60
1,P1:validation:241,not_entailed,37,61,validation,P1,61,17.395556449890137,fact_match,1,61
1,P1:validation:653,not_entailed,37,61,validation,P1,61,10.886616706848145,consequent_match,1,61
1,P1:validation:22,entailed,37,60,validation,P1,60,13.464749336242676,consequent_match,1,60
1,P1:validation:648,entailed,37,60,validation,P1,60,12.295907974243164,fact_match,1,60
1,P1:validation:322,entailed,37,60,validation,P1,60,15.069787979125977,consequent_match,1,60
1,P1:validation:619,not_entailed,37,61,validation,P1,61,17.037832260131836,fact_match,1,61
1,P1:validation:140,entailed,37,60,validation,P1,60,12.295907974243164,rule_lhs_match,1,60
1,P1:validation:4,entailed,37,60,validation,P1,60,11.614090919494629,consequent_match,1,60
1,P1:validation:735,not_entailed,37,61,validation,P1,61,13.75823450088501,rule_lhs_match,1,61
1,P1:validation:122,entailed,37,60,validation,P1,60,14.70941162109375,rule_lhs_match,1,60
1,P1:validation:237,not_entailed,37,61,validation,P1,61,18.112576961517334,rule_lhs_match,1,61
1,P1:validation:162,entailed,37,60,validation,P1,60,10.603161811828613,fact_match,1,60
1,P1:validation:268,entailed,37,60,validation,P1,60,10.167177200317383,consequent_match,1,60
1,P1:validation:599,not_entailed,37,61,validation,P1,61,11.559445858001709,consequent_match,1,61
1,P1:validation:96,entailed,37,60,validation,P1,60,11.793121337890625,fact_match,1,60
1,P1:validation:166,entailed,37,60,validation,P1,60,12.479761123657227,consequent_match,1,60
1,P1:validation:499,not_entailed,37,61,validation,P1,61,16.085792064666748,fact_match,1,61
1,P1:validation:70,entailed,37,60,validation,P1,60,12.578412055969238,consequent_match,1,60
1,P1:validation:724,entailed,37,60,validation,P1,60,12.743082046508789,consequent_match,1,60
1,P1:validation:535,not_entailed,37,61,validation,P1,61,9.938865661621094,fact_match,1,61
1,P1:validation:574,entailed,37,60,validation,P1,60,11.88097858428955,consequent_match,1,60
1,P1:validation:154,entailed,37,60,validation,P1,60,13.944599151611328,consequent_match,1,60
1,P1:validation:153,not_entailed,37,61,validation,P1,61,17.170987486839294,rule_lhs_match,1,61
1,P1:validation:159,not_entailed,37,61,validation,P1,61,18.148377299308777,rule_lhs_match,1,61
1,P1:validation:512,entailed,37,60,validation,P1,60,12.849935531616211,rule_lhs_match,1,60
1,P1:validation:285,not_entailed,37,61,validation,P1,61,17.47763901948929,rule_lhs_match,1,61
1,P1:validation:472,entailed,37,60,validation,P1,60,11.262974739074707,consequent_match,1,60
1,P1:validation:590,entailed,37,60,validation,P1,60,11.120506286621094,rule_lhs_match,1,60
1,P1:validation:502,entailed,37,60,validation,P1,60,13.215388298034668,consequent_match,1,60
1,P1:validation:538,entailed,37,60,validation,P1,60,14.54241943359375,consequent_match,1,60
1,P1:validation:643,not_entailed,37,61,validation,P1,61,17.96446466445923,fact_match,1,61
1,P1:validation:68,entailed,37,60,validation,P1,60,12.702741622924805,rule_lhs_match,1,60
1,P1:validation:368,entailed,37,60,validation,P1,60,14.259449005126953,rule_lhs_match,1,60
1,P1:validation:552,entailed,37,60,validation,P1,60,11.465566635131836,fact_match,1,60
1,P1:validation:761,not_entailed,37,61,validation,P1,61,13.877570629119873,consequent_match,1,61
1,P1:validation:106,entailed,37,60,validation,P1,60,10.444708824157715,consequent_match,1,60
1,P1:validation:281,not_entailed,37,61,validation,P1,61,14.245682716369629,consequent_match,1,61
1,P1:validation:365,not_entailed,37,61,validation,P1,61,13.4730863571167,consequent_match,1,61
1,P1:validation:660,entailed,37,60,validation,P1,60,12.578412055969238,fact_match,1,60
1,P1:validation:218,entailed,37,60,validation,P1,60,12.702741622924805,rule_lhs_match,1,60
1,P1:validation:348,entailed,37,60,validation,P1,60,11.69839096069336,fact_match,1,60
1,P1:validation:216,entailed,37,60,validation,P1,60,13.215388298034668,fact_match,1,60
1,P1:validation:707,not_entailed,37,61,validation,P1,61,14.050477027893066,consequent_match,1,61
1,P1:validation:75,not_entailed,37,61,validation,P1,61,14.726689338684082,rule_lhs_match,1,61
1,P1:validation:403,not_entailed,37,61,validation,P1,61,17.075836896896362,fact_match,1,61
1,P1:validation:168,entailed,37,60,validation,P1,60,13.964473724365234,fact_match,1,60
1,P1:validation:555,not_entailed,37,61,validation,P1,61,17.337763786315918,rule_lhs_match,1,61
1,P1:validation:661,not_entailed,37,61,validation,P1,61,19.056919038295746,fact_match,1,61
1,P1:validation:600,entailed,37,60,validation,P1,60,11.716552734375,fact_match,1,60
1,P1:validation:316,entailed,37,60,validation,P1,60,13.863195419311523,consequent_match,1,60
1,P1:validation:517,not_entailed,37,61,validation,P1,61,17.287825345993042,fact_match,1,61
1,P1:validation:151,not_entailed,37,61,validation,P1,61,17.992113828659058,fact_match,1,61
1,P1:validation:537,not_entailed,37,61,validation,P1,61,16.650121688842773,rule_lhs_match,1,61
1,P1:validation:691,not_entailed,37,61,validation,P1,61,14.743527173995972,fact_match,1,61
1,P1:validation:301,not_entailed,37,61,validation,P1,61,19.091598987579346,fact_match,1,61
1,P1:validation:292,entailed,37,60,validation,P1,60,11.811651229858398,consequent_match,1,60
1,P1:validation:41,not_entailed,37,61,validation,P1,61,10.789952278137207,consequent_match,1,61
1,P1:validation:112,entailed,37,60,validation,P1,60,13.648658752441406,consequent_match,1,60
1,P1:validation:397,not_entailed,37,61,validation,P1,61,17.93210005760193,fact_match,1,61
1,P1:validation:375,not_entailed,37,61,validation,P1,61,16.670796394348145,rule_lhs_match,1,61
1,P1:validation:572,entailed,37,60,validation,P1,60,11.480230331420898,rule_lhs_match,1,60
1,P1:validation:215,not_entailed,37,61,validation,P1,61,12.950052738189697,consequent_match,1,61
1,P1:validation:664,entailed,37,60,validation,P1,60,12.759121894836426,consequent_match,1,60
1,P1:validation:117,not_entailed,37,61,validation,P1,61,17.43834090232849,rule_lhs_match,1,61
1,P1:validation:709,not_entailed,37,61,validation,P1,61,18.695976495742798,fact_match,1,61
1,P1:validation:198,entailed,37,60,validation,P1,60,12.674860954284668,fact_match,1,60
1,P1:validation:192,entailed,37,60,validation,P1,60,13.863195419311523,fact_match,1,60
1,P1:validation:13,not_entailed,37,61,validation,P1,61,16.23019313812256,fact_match,1,61
1,P1:validation:716,entailed,37,60,validation,P1,60,13.300434112548828,rule_lhs_match,1,60
1,P1:validation:518,entailed,37,60,validation,P1,60,12.724106788635254,rule_lhs_match,1,60
1,P1:validation:441,not_entailed,37,61,validation,P1,61,18.817792296409607,rule_lhs_match,1,61
1,P1:validation:219,not_entailed,37,61,validation,P1,61,19.177989065647125,rule_lhs_match,1,61
1,P1:validation:40,entailed,37,60,validation,P1,60,12.889543533325195,consequent_match,1,60
1,P1:validation:176,entailed,37,60,validation,P1,60,14.74843692779541,rule_lhs_match,1,60
1,P1:validation:618,entailed,37,60,validation,P1,60,11.580620765686035,fact_match,1,60
1,P1:validation:431,not_entailed,37,61,validation,P1,61,15.039427042007446,consequent_match,1,61
1,P1:validation:185,not_entailed,37,61,validation,P1,61,9.178485870361328,consequent_match,1,61
1,P1:validation:177,not_entailed,37,61,validation,P1,61,18.00598132610321,rule_lhs_match,1,61
1,P1:validation:12,entailed,37,60,validation,P1,60,12.917425155639648,fact_match,1,60
1,P1:validation:16,entailed,37,60,validation,P1,60,14.53200912475586,consequent_match,1,60
1,P1:validation:71,not_entailed,37,61,validation,P1,61,13.754313468933105,consequent_match,1,61
1,P1:validation:93,not_entailed,37,61,validation,P1,61,17.418277502059937,rule_lhs_match,1,61
1,P1:validation:232,entailed,37,60,validation,P1,60,12.092363357543945,consequent_match,1,60
1,P1:validation:240,entailed,37,60,validation,P1,60,12.759121894836426,fact_match,1,60
1,P1:validation:443,not_entailed,37,61,validation,P1,61,14.751869678497314,consequent_match,1,61
1,P1:validation:290,entailed,37,60,validation,P1,60,12.594757080078125,rule_lhs_match,1,60
1,P1:validation:679,not_entailed,37,61,validation,P1,61,18.088180422782898,fact_match,1,61
1,P1:validation:461,not_entailed,37,61,validation,P1,61,16.931373834609985,consequent_match,1,61
1,P1:validation:207,not_entailed,37,61,validation,P1,61,14.822306156158447,rule_lhs_match,1,61
1,P1:validation:360,entailed,37,60,validation,P1,60,11.69839096069336,fact_match,1,60
1,P1:validation:571,not_entailed,37,61,validation,P1,61,11.005062103271484,fact_match,1,61
1,P1:validation:311,not_entailed,37,61,validation,P1,61,15.497060298919678,consequent_match,1,61
1,P1:validation:350,entailed,37,60,validation,P1,60,14.54241943359375,rule_lhs_match,1,60
1,P1:validation:87,not_entailed,37,61,validation,P1,61,19.158575534820557,rule_lhs_match,1,61
1,P1:validation:671,not_entailed,37,61,validation,P1,61,15.45425796508789,consequent_match,1,61
1,P1:validation:422,entailed,37,60,validation,P1,60,13.483625411987305,rule_lhs_match,1,60
1,P1:validation:513,not_entailed,37,61,validation,P1,61,15.239128351211548,rule_lhs_match,1,61
1,P1:validation:681,not_entailed,37,61,validation,P1,61,15.621140003204346,rule_lhs_match,1,61
1,P1:validation:194,entailed,37,60,validation,P1,60,12.680253982543945,rule_lhs_match,1,60
1,P1:validation:379,not_entailed,37,61,validation,P1,61,18.735960125923157,fact_match,1,61
1,P1:validation:367,not_entailed,37,61,validation,P1,61,16.810120105743408,fact_match,1,61
1,P1:validation:310,entailed,37,60,validation,P1,60,10.59522819519043,consequent_match,1,60
1,P1:validation:199,not_entailed,37,61,validation,P1,61,16.35815191268921,fact_match,1,61
1,P1:validation:239,not_entailed,37,61,validation,P1,61,9.51923656463623,consequent_match,1,61
1,P1:validation:363,not_entailed,37,61,validation,P1,61,9.875136375427246,rule_lhs_match,1,61
1,P1:validation:359,not_entailed,37,61,validation,P1,61,12.314781188964844,consequent_match,1,61
1,P1:validation:72,entailed,37,60,validation,P1,60,11.717535018920898,fact_match,1,60
1,P1:validation:65,not_entailed,37,61,validation,P1,61,14.4622220993042,consequent_match,1,61
1,P1:validation:129,not_entailed,37,61,validation,P1,61,16.235737085342407,rule_lhs_match,1,61
1,P1:validation:558,entailed,37,60,validation,P1,60,12.702741622924805,fact_match,1,60
1,P1:validation:184,entailed,37,60,validation,P1,60,14.237346649169922,consequent_match,1,60
1,P1:validation:652,entailed,37,60,validation,P1,60,12.231337547302246,consequent_match,1,60
1,P1:validation:437,not_entailed,37,61,validation,P1,61,14.721350193023682,consequent_match,1,61
1,P1:validation:581,not_entailed,37,61,validation,P1,61,12.950935363769531,consequent_match,1,61
1,P1:validation:338,entailed,37,60,validation,P1,60,12.371907234191895,rule_lhs_match,1,60
1,P1:validation:260,entailed,37,60,validation,P1,60,11.53425407409668,rule_lhs_match,1,60
1,P1:validation:319,not_entailed,37,61,validation,P1,61,15.971370697021484,fact_match,1,61
1,P1:validation:419,not_entailed,37,61,validation,P1,61,14.509879112243652,consequent_match,1,61
1,P1:validation:345,not_entailed,37,61,validation,P1,61,17.400733947753906,rule_lhs_match,1,61
1,P1:validation:389,not_entailed,37,61,validation,P1,61,13.75594425201416,consequent_match,1,61
1,P1:validation:84,entailed,37,60,validation,P1,60,14.772965431213379,fact_match,1,60
1,P1:validation:217,not_entailed,37,61,validation,P1,61,17.525786638259888,fact_match,1,61
1,P1:validation:265,not_entailed,37,61,validation,P1,61,15.494745254516602,fact_match,1,61
1,P1:validation:564,entailed,37,60,validation,P1,60,13.566366195678711,fact_match,1,60
1,P1:validation:227,not_entailed,37,61,validation,P1,61,14.903207778930664,consequent_match,1,61
1,P1:validation:445,not_entailed,37,61,validation,P1,61,16.55391788482666,fact_match,1,61
1,P1:validation:745,not_entailed,37,61,validation,P1,61,17.730783820152283,fact_match,1,61
1,P1:validation:104,entailed,37,60,validation,P1,60,14.53200912475586,rule_lhs_match,1,60
1,P1:validation:191,not_entailed,37,61,validation,P1,61,12.154058456420898,consequent_match,1,61
1,P1:validation:249,not_entailed,37,61,validation,P1,61,16.71485686302185,rule_lhs_match,1,61
1,P1:validation:121,not_entailed,37,61,validation,P1,61,15.85311508178711,fact_match,1,61
1,P1:validation:651,not_entailed,37,61,validation,P1,61,17.70484709739685,rule_lhs_match,1,61
1,P1:validation:387,not_entailed,37,61,validation,P1,61,18.68505758047104,rule_lhs_match,1,61
1,P1:validation:209,not_entailed,37,61,validation,P1,61,15.37932538986206,consequent_match,1,61
1,P1:validation:251,not_entailed,37,61,validation,P1,61,12.91447114944458,consequent_match,1,61
1,P1:validation:625,not_entailed,37,61,validation,P1,61,19.451344549655914,fact_match,1,61
1,P1:validation:669,not_entailed,37,61,validation,P1,61,16.850954294204712,rule_lhs_match,1,61
1,P1:validation:488,entailed,37,60,validation,P1,60,13.730950355529785,rule_lhs_match,1,60
1,P1:validation:721,not_entailed,37,61,validation,P1,61,17.78138518333435,fact_match,1,61
1,P1:validation:560,entailed,37,60,validation,P1,60,12.371907234191895,rule_lhs_match,1,60
1,P1:validation:62,entailed,37,60,validation,P1,60,14.772965431213379,rule_lhs_match,1,60
1,P1:validation:201,not_entailed,37,61,validation,P1,61,17.31240200996399,rule_lhs_match,1,61
1,P1:validation:293,not_entailed,37,61,validation,P1,61,17.626609683036804,consequent_match,1,61
1,P1:validation:123,not_entailed,37,61,validation,P1,61,18.374454259872437,rule_lhs_match,1,61
1,P1:validation:725,not_entailed,37,61,validation,P1,61,14.536173820495605,consequent_match,1,61
1,P1:validation:135,not_entailed,37,61,validation,P1,61,17.961363077163696,rule_lhs_match,1,61
1,P1:validation:425,not_entailed,37,61,validation,P1,61,13.757747173309326,consequent_match,1,61
1,P1:validation:30,entailed,37,60,validation,P1,60,12.10997200012207,fact_match,1,60
1,P1:validation:181,not_entailed,37,61,validation,P1,61,11.487842082977295,fact_match,1,61
1,P1:validation:236,entailed,37,60,validation,P1,60,12.799554824829102,rule_lhs_match,1,60
1,P1:validation:353,not_entailed,37,61,validation,P1,61,14.629746913909912,consequent_match,1,61
1,P1:validation:200,entailed,37,60,validation,P1,60,14.53200912475586,rule_lhs_match,1,60
1,P1:validation:582,entailed,37,60,validation,P1,60,12.10997200012207,fact_match,1,60
1,P1:validation:417,not_entailed,37,61,validation,P1,61,17.91442573070526,rule_lhs_match,1,61
1,P1:validation:43,not_entailed,37,61,validation,P1,61,17.269172191619873,fact_match,1,61
1,P1:validation:501,not_entailed,37,61,validation,P1,61,19.338227689266205,rule_lhs_match,1,61
1,P1:validation:685,not_entailed,37,61,validation,P1,61,18.86088138818741,fact_match,1,61
1,P1:validation:439,not_entailed,37,61,validation,P1,61,17.992113828659058,fact_match,1,61
1,P1:validation:434,entailed,37,60,validation,P1,60,9.948094367980957,rule_lhs_match,1,60
1,P1:validation:38,entailed,37,60,validation,P1,60,13.26363468170166,rule_lhs_match,1,60
1,P1:validation:114,entailed,37,60,validation,P1,60,12.054232597351074,fact_match,1,60
1,P1:validation:407,not_entailed,37,61,validation,P1,61,15.674350261688232,consequent_match,1,61
1,P1:validation:234,entailed,37,60,validation,P1,60,12.10997200012207,fact_match,1,60
1,P1:validation:86,entailed,37,60,validation,P1,60,12.518136978149414,rule_lhs_match,1,60
1,P1:validation:204,entailed,37,60,validation,P1,60,12.137125968933105,fact_match,1,60
1,P1:validation:259,not_entailed,37,61,validation,P1,61,17.532951176166534,fact_match,1,61
1,P1:validation:126,entailed,37,60,validation,P1,60,11.69839096069336,fact_match,1,60
1,P1:validation:727,not_entailed,37,61,validation,P1,61,18.664100766181946,fact_match,1,61
1,P1:validation:532,entailed,37,60,validation,P1,60,13.319862365722656,consequent_match,1,60
1,P1:validation:73,not_entailed,37,61,validation,P1,61,18.209163665771484,fact_match,1,61
1,P1:validation:586,entailed,37,60,validation,P1,60,15.637299060821533,consequent_match,1,60
1,P1:validation:169,not_entailed,37,61,validation,P1,61,17.65854573249817,fact_match,1,61
1,P1:validation:400,entailed,37,60,validation,P1,60,14.237346649169922,consequent_match,1,60
1,P1:validation:482,entailed,37,60,validation,P1,60,10.639751434326172,rule_lhs_match,1,60
1,P1:validation:136,entailed,37,60,validation,P1,60,13.896591186523438,consequent_match,1,60
1,P1:validation:500,entailed,37,60,validation,P1,60,11.994634628295898,rule_lhs_match,1,60
1,P1:validation:541,not_entailed,37,61,validation,P1,61,13.313853740692139,fact_match,1,61
