binary_correct,binary_margin,correct,example_id,label,model_seed,namespace,prediction,split,stage,target,template
1,16.40699514746666,1,P0:validation:423,negative,23,va,61,validation,P0,61,double_negation
1,8.332391738891602,1,P0:validation:506,positive,23,va,60,validation,P0,60,disjunction_introduction
1,6.30509090423584,1,P0:validation:158,positive,23,va,60,validation,P0,60,disjunction_introduction
1,7.472782135009766,1,P0:validation:398,positive,23,va,60,validation,P0,60,disjunction_introduction
1,8.066459655761719,1,P0:validation:146,positive,23,va,60,validation,P0,60,disjunction_introduction
1,17.96053721755743,1,P0:validation:291,negative,23,va,61,validation,P0,61,double_negation
1,31.247169494628906,1,P0:validation:107,negative,23,va,61,validation,P0,61,disjunction_introduction
1,0.8456563949584961,1,P0:validation:455,negative,23,va,61,validation,P0,61,disjunction_introduction
1,23.154343605041504,1,P0:validation:135,negative,23,va,61,validation,P0,61,double_negation
1,23.17691659927368,1,P0:validation:507,negative,23,va,61,validation,P0,61,double_negation
1,29.009392738342285,1,P0:validation:15,negative,23,va,61,validation,P0,61,double_negation
1,12.273346900939941,1,P0:validation:352,positive,23,va,60,validation,P0,60,conjunction_elimination
1,23.32452917098999,1,P0:validation:405,negative,23,va,61,validation,P0,61,double_negation
1,26.422191619873047,1,P0:validation:479,negative,23,va,61,validation,P0,61,disjunction_introduction
1,14.627654552459717,1,P0:validation:11,negative,23,va,61,validation,P0,61,disjunction_introduction
1,27.663538932800293,1,P0:validation:345,negative,23,va,61,validation,P0,61,double_negation
1,25.625149726867676,1,P0:validation:13,negative,23,va,61,validation,P0,61,conjunction_elimination
0,-1.2837343215942383,0,P0:validation:320,positive,23,va,61,validation,P0,60,disjunction_introduction
1,31.467195510864258,1,P0:validation:223,negative,23,va,61,validation,P0,61,conjunction_elimination
1,10.1927170753479,1,P0:validation:175,negative,23,va,61,validation,P0,61,conjunction_elimination
1,12.27334213256836,1,P0:validation:486,positive,23,va,60,validation,P0,60,double_negation
1,7.033534049987793,1,P0:validation:344,positive,23,va,60,validation,P0,60,disjunction_introduction
1,18.72989583015442,1,P0:validation:179,negative,23,va,61,validation,P0,61,disjunction_introduction
1,11.125067710876465,1,P0:validation:114,positive,23,va,60,validation,P0,60,double_negation
1,25.816960334777832,1,P0:validation:197,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.461187362670898,1,P0:validation:284,positive,23,va,60,validation,P0,60,disjunction_introduction
0,-1.2837343215942383,0,P0:validation:296,positive,23,va,61,validation,P0,60,disjunction_introduction
1,28.21114158630371,1,P0:validation:95,negative,23,va,61,validation,P0,61,disjunction_introduction
1,9.405754089355469,1,P0:validation:346,positive,23,va,60,validation,P0,60,conjunction_elimination
1,31.45729351043701,1,P0:validation:231,negative,23,va,61,validation,P0,61,double_negation
1,5.200286865234375,1,P0:validation:326,positive,23,va,60,validation,P0,60,disjunction_introduction
1,28.260181427001953,1,P0:validation:489,negative,23,va,61,validation,P0,61,double_negation
1,11.250359535217285,1,P0:validation:4,positive,23,va,60,validation,P0,60,conjunction_elimination
1,9.405754089355469,1,P0:validation:430,positive,23,va,60,validation,P0,60,conjunction_elimination
1,18.72989583015442,1,P0:validation:335,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.27334213256836,1,P0:validation:366,positive,23,va,60,validation,P0,60,double_negation
1,27.954607009887695,1,P0:validation:505,negative,23,va,61,validation,P0,61,conjunction_elimination
1,8.01192855834961,1,P0:validation:473,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.77673053741455,1,P0:validation:72,positive,23,va,60,validation,P0,60,double_negation
1,12.27334213256836,1,P0:validation:120,positive,23,va,60,validation,P0,60,double_negation
1,23.964745044708252,1,P0:validation:25,negative,23,va,61,validation,P0,61,conjunction_elimination
1,27.805959701538086,1,P0:validation:447,negative,23,va,61,validation,P0,61,double_negation
1,8.224851608276367,1,P0:validation:202,positive,23,va,60,validation,P0,60,conjunction_elimination
1,15.6151123046875,1,P0:validation:208,positive,23,va,60,validation,P0,60,conjunction_elimination
1,26.36301612854004,1,P0:validation:465,negative,23,va,61,validation,P0,61,double_negation
1,10.247069358825684,1,P0:validation:130,positive,23,va,60,validation,P0,60,conjunction_elimination
1,8.607009887695312,1,P0:validation:388,positive,23,va,60,validation,P0,60,conjunction_elimination
1,6.349686622619629,1,P0:validation:182,positive,23,va,60,validation,P0,60,disjunction_introduction
0,-3.232870101928711,0,P0:validation:413,negative,23,va,60,validation,P0,61,disjunction_introduction
1,12.417198181152344,1,P0:validation:454,positive,23,va,60,validation,P0,60,conjunction_elimination
1,23.32452917098999,1,P0:validation:183,negative,23,va,61,validation,P0,61,double_negation
1,20.6844699382782,1,P0:validation:373,negative,23,va,61,validation,P0,61,conjunction_elimination
1,18.398412942886353,1,P0:validation:305,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.77673053741455,1,P0:validation:402,positive,23,va,60,validation,P0,60,double_negation
1,10.461187362670898,1,P0:validation:92,positive,23,va,60,validation,P0,60,disjunction_introduction
1,11.76387882232666,1,P0:validation:20,positive,23,va,60,validation,P0,60,disjunction_introduction
1,13.065677642822266,1,P0:validation:136,positive,23,va,60,validation,P0,60,conjunction_elimination
1,30.697209358215332,1,P0:validation:437,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.551097869873047,1,P0:validation:394,positive,23,va,60,validation,P0,60,conjunction_elimination
1,14.289875984191895,1,P0:validation:409,negative,23,va,61,validation,P0,61,conjunction_elimination
1,5.274003982543945,1,P0:validation:50,positive,23,va,60,validation,P0,60,disjunction_introduction
1,25.725229263305664,1,P0:validation:461,negative,23,va,61,validation,P0,61,disjunction_introduction
1,11.960516452789307,1,P0:validation:205,negative,23,va,61,validation,P0,61,conjunction_elimination
1,13.629321575164795,1,P0:validation:358,positive,23,va,60,validation,P0,60,conjunction_elimination
1,10.211445808410645,1,P0:validation:312,positive,23,va,60,validation,P0,60,double_negation
1,10.248358726501465,1,P0:validation:124,positive,23,va,60,validation,P0,60,conjunction_elimination
1,9.483966827392578,1,P0:validation:288,positive,23,va,60,validation,P0,60,double_negation
1,26.31490135192871,1,P0:validation:89,negative,23,va,61,validation,P0,61,disjunction_introduction
1,14.871999025344849,1,P0:validation:45,negative,23,va,61,validation,P0,61,double_negation
1,9.619366645812988,1,P0:validation:374,positive,23,va,60,validation,P0,60,disjunction_introduction
1,11.767858505249023,1,P0:validation:82,positive,23,va,60,validation,P0,60,conjunction_elimination
1,10.211445808410645,1,P0:validation:66,positive,23,va,60,validation,P0,60,double_negation
1,26.147146224975586,1,P0:validation:169,negative,23,va,61,validation,P0,61,conjunction_elimination
1,20.293550968170166,1,P0:validation:269,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.211445808410645,1,P0:validation:510,positive,23,va,60,validation,P0,60,double_negation
1,12.41841983795166,1,P0:validation:256,positive,23,va,60,validation,P0,60,conjunction_elimination
1,12.943116188049316,1,P0:validation:154,positive,23,va,60,validation,P0,60,conjunction_elimination
1,23.725545406341553,1,P0:validation:103,negative,23,va,61,validation,P0,61,conjunction_elimination
1,12.77673053741455,1,P0:validation:480,positive,23,va,60,validation,P0,60,double_negation
1,11.675931930541992,1,P0:validation:478,positive,23,va,60,validation,P0,60,conjunction_elimination
1,24.89587163925171,1,P0:validation:379,negative,23,va,61,validation,P0,61,conjunction_elimination
1,29.629385948181152,1,P0:validation:325,negative,23,va,61,validation,P0,61,conjunction_elimination
1,9.962174415588379,1,P0:validation:176,positive,23,va,60,validation,P0,60,disjunction_introduction
1,21.41310739517212,1,P0:validation:317,negative,23,va,61,validation,P0,61,disjunction_introduction
1,21.395689964294434,1,P0:validation:239,negative,23,va,61,validation,P0,61,disjunction_introduction
1,29.866735458374023,1,P0:validation:315,negative,23,va,61,validation,P0,61,double_negation
1,23.9951229095459,1,P0:validation:307,negative,23,va,61,validation,P0,61,conjunction_elimination
1,12.27334213256836,1,P0:validation:246,positive,23,va,60,validation,P0,60,double_negation
1,10.211445808410645,1,P0:validation:48,positive,23,va,60,validation,P0,60,double_negation
1,5.097639083862305,1,P0:validation:94,positive,23,va,60,validation,P0,60,conjunction_elimination
1,13.511039733886719,1,P0:validation:444,positive,23,va,60,validation,P0,60,double_negation
1,11.602482795715332,1,P0:validation:475,negative,23,va,61,validation,P0,61,conjunction_elimination
1,10.368341445922852,1,P0:validation:10,positive,23,va,60,validation,P0,60,conjunction_elimination
1,21.620590686798096,1,P0:validation:29,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.211445808410645,1,P0:validation:174,positive,23,va,60,validation,P0,60,double_negation
1,28.260181427001953,1,P0:validation:207,negative,23,va,61,validation,P0,61,double_negation
1,23.07886266708374,1,P0:validation:357,negative,23,va,61,validation,P0,61,double_negation
1,12.308395385742188,1,P0:validation:442,positive,23,va,60,validation,P0,60,conjunction_elimination
1,12.092537879943848,1,P0:validation:184,positive,23,va,60,validation,P0,60,conjunction_elimination
1,20.560114860534668,1,P0:validation:81,negative,23,va,61,validation,P0,61,double_negation
1,9.699252128601074,1,P0:validation:97,negative,23,va,61,validation,P0,61,conjunction_elimination
1,3.8415279388427734,1,P0:validation:488,positive,23,va,60,validation,P0,60,disjunction_introduction
1,9.696027278900146,1,P0:validation:71,negative,23,va,61,validation,P0,61,disjunction_introduction
1,24.135897636413574,1,P0:validation:439,negative,23,va,61,validation,P0,61,conjunction_elimination
1,8.6336088180542,1,P0:validation:2,positive,23,va,60,validation,P0,60,disjunction_introduction
0,-5.5654449462890625,0,P0:validation:389,negative,23,va,60,validation,P0,61,disjunction_introduction
1,27.827603340148926,1,P0:validation:275,negative,23,va,61,validation,P0,61,disjunction_introduction
1,23.968743324279785,1,P0:validation:425,negative,23,va,61,validation,P0,61,disjunction_introduction
1,18.599088609218597,1,P0:validation:225,negative,23,va,61,validation,P0,61,double_negation
1,15.18525505065918,1,P0:validation:438,positive,23,va,60,validation,P0,60,double_negation
1,11.067511558532715,1,P0:validation:76,positive,23,va,60,validation,P0,60,conjunction_elimination
1,11.163250923156738,1,P0:validation:448,positive,23,va,60,validation,P0,60,conjunction_elimination
1,10.094389915466309,1,P0:validation:364,positive,23,va,60,validation,P0,60,conjunction_elimination
1,12.77673053741455,1,P0:validation:54,positive,23,va,60,validation,P0,60,double_negation
1,21.128384828567505,1,P0:validation:497,negative,23,va,61,validation,P0,61,disjunction_introduction
1,27.052200317382812,1,P0:validation:115,negative,23,va,61,validation,P0,61,conjunction_elimination
1,15.89198625087738,1,P0:validation:237,negative,23,va,61,validation,P0,61,double_negation
1,9.44059944152832,1,P0:validation:118,positive,23,va,60,validation,P0,60,conjunction_elimination
1,11.896689414978027,1,P0:validation:386,positive,23,va,60,validation,P0,60,disjunction_introduction
1,9.483966827392578,1,P0:validation:216,positive,23,va,60,validation,P0,60,double_negation
1,25.32256841659546,1,P0:validation:483,negative,23,va,61,validation,P0,61,double_negation
1,27.37208366394043,1,P0:validation:215,negative,23,va,61,validation,P0,61,disjunction_introduction
1,25.495547771453857,1,P0:validation:453,negative,23,va,61,validation,P0,61,double_negation
1,10.211445808410645,1,P0:validation:60,positive,23,va,60,validation,P0,60,double_negation
1,15.286931991577148,1,P0:validation:396,positive,23,va,60,validation,P0,60,double_negation
1,21.430344581604004,1,P0:validation:485,negative,23,va,61,validation,P0,61,disjunction_introduction
1,5.5065813064575195,1,P0:validation:257,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.51370906829834,1,P0:validation:362,positive,23,va,60,validation,P0,60,disjunction_introduction
1,13.511039733886719,1,P0:validation:468,positive,23,va,60,validation,P0,60,double_negation
1,12.27334213256836,1,P0:validation:276,positive,23,va,60,validation,P0,60,double_negation
1,22.560609340667725,1,P0:validation:217,negative,23,va,61,validation,P0,61,conjunction_elimination
1,11.560872077941895,1,P0:validation:328,positive,23,va,60,validation,P0,60,conjunction_elimination
1,22.865243911743164,1,P0:validation:61,negative,23,va,61,validation,P0,61,conjunction_elimination
1,17.20443695783615,1,P0:validation:407,negative,23,va,61,validation,P0,61,disjunction_introduction
1,24.125149726867676,1,P0:validation:141,negative,23,va,61,validation,P0,61,double_negation
1,3.1880035400390625,1,P0:validation:26,positive,23,va,60,validation,P0,60,disjunction_introduction
1,28.140522956848145,1,P0:validation:51,negative,23,va,61,validation,P0,61,double_negation
1,17.55917463451624,1,P0:validation:283,negative,23,va,61,validation,P0,61,conjunction_elimination
1,10.744236946105957,1,P0:validation:214,positive,23,va,60,validation,P0,60,conjunction_elimination
1,11.02747917175293,1,P0:validation:244,positive,23,va,60,validation,P0,60,conjunction_elimination
1,23.807769298553467,1,P0:validation:99,negative,23,va,61,validation,P0,61,double_negation
1,11.125067710876465,1,P0:validation:456,positive,23,va,60,validation,P0,60,double_negation
1,12.235551834106445,1,P0:validation:18,positive,23,va,60,validation,P0,60,double_negation
1,11.125066757202148,1,P0:validation:252,positive,23,va,60,validation,P0,60,double_negation
1,14.055096626281738,1,P0:validation:30,positive,23,va,60,validation,P0,60,double_negation
1,26.086956024169922,1,P0:validation:393,negative,23,va,61,validation,P0,61,double_negation
1,21.68908452987671,1,P0:validation:395,negative,23,va,61,validation,P0,61,disjunction_introduction
1,22.700501918792725,1,P0:validation:303,negative,23,va,61,validation,P0,61,double_negation
1,14.055096626281738,1,P0:validation:348,positive,23,va,60,validation,P0,60,double_negation
1,27.805959701538086,1,P0:validation:165,negative,23,va,61,validation,P0,61,double_negation
1,28.263408660888672,1,P0:validation:151,negative,23,va,61,validation,P0,61,conjunction_elimination
1,6.13062858581543,1,P0:validation:314,positive,23,va,60,validation,P0,60,disjunction_introduction
1,17.96053721755743,1,P0:validation:441,negative,23,va,61,validation,P0,61,double_negation
1,21.65022611618042,1,P0:validation:265,negative,23,va,61,validation,P0,61,conjunction_elimination
1,29.184022903442383,1,P0:validation:343,negative,23,va,61,validation,P0,61,conjunction_elimination
1,19.60709798336029,1,P0:validation:19,negative,23,va,61,validation,P0,61,conjunction_elimination
1,19.722559452056885,1,P0:validation:271,negative,23,va,61,validation,P0,61,conjunction_elimination
1,8.702162742614746,1,P0:validation:304,positive,23,va,60,validation,P0,60,conjunction_elimination
1,25.659244537353516,1,P0:validation:23,negative,23,va,61,validation,P0,61,disjunction_introduction
1,7.130687713623047,1,P0:validation:86,positive,23,va,60,validation,P0,60,disjunction_introduction
1,6.047243118286133,1,P0:validation:458,positive,23,va,60,validation,P0,60,disjunction_introduction
1,13.675680160522461,1,P0:validation:316,positive,23,va,60,validation,P0,60,conjunction_elimination
1,15.18525505065918,1,P0:validation:228,positive,23,va,60,validation,P0,60,double_negation
1,20.032312393188477,1,P0:validation:167,negative,23,va,61,validation,P0,61,disjunction_introduction
1,18.140363454818726,1,P0:validation:37,negative,23,va,61,validation,P0,61,conjunction_elimination
1,32.08971309661865,1,P0:validation:251,negative,23,va,61,validation,P0,61,disjunction_introduction
1,25.03587532043457,1,P0:validation:287,negative,23,va,61,validation,P0,61,disjunction_introduction
1,9.684473037719727,1,P0:validation:385,negative,23,va,61,validation,P0,61,conjunction_elimination
1,18.790501058101654,1,P0:validation:41,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.893975257873535,1,P0:validation:112,positive,23,va,60,validation,P0,60,conjunction_elimination
1,9.077457427978516,1,P0:validation:177,negative,23,va,61,validation,P0,61,double_negation
1,18.85652720928192,1,P0:validation:123,negative,23,va,61,validation,P0,61,double_negation
1,10.160826683044434,1,P0:validation:301,negative,23,va,61,validation,P0,61,conjunction_elimination
1,3.7227401733398438,1,P0:validation:32,positive,23,va,60,validation,P0,60,disjunction_introduction
1,12.246832847595215,1,P0:validation:298,positive,23,va,60,validation,P0,60,conjunction_elimination
1,12.020997047424316,1,P0:validation:34,positive,23,va,60,validation,P0,60,conjunction_elimination
1,22.968904495239258,1,P0:validation:1,negative,23,va,61,validation,P0,61,conjunction_elimination
1,13.563749551773071,1,P0:validation:299,negative,23,va,61,validation,P0,61,disjunction_introduction
1,3.481884002685547,1,P0:validation:416,positive,23,va,60,validation,P0,60,disjunction_introduction
1,27.69209861755371,1,P0:validation:399,negative,23,va,61,validation,P0,61,double_negation
1,15.615167260169983,1,P0:validation:503,negative,23,va,61,validation,P0,61,disjunction_introduction
1,22.983688354492188,1,P0:validation:377,negative,23,va,61,validation,P0,61,disjunction_introduction
1,16.821400314569473,1,P0:validation:235,negative,23,va,61,validation,P0,61,conjunction_elimination
1,13.52669620513916,1,P0:validation:121,negative,23,va,61,validation,P0,61,conjunction_elimination
1,27.146449089050293,1,P0:validation:353,negative,23,va,61,validation,P0,61,disjunction_introduction
1,18.53055727481842,1,P0:validation:337,negative,23,va,61,validation,P0,61,conjunction_elimination
1,13.511039733886719,1,P0:validation:198,positive,23,va,60,validation,P0,60,double_negation
1,11.220102787017822,1,P0:validation:53,negative,23,va,61,validation,P0,61,disjunction_introduction
1,9.268060684204102,1,P0:validation:64,positive,23,va,60,validation,P0,60,conjunction_elimination
1,11.748181343078613,1,P0:validation:28,positive,23,va,60,validation,P0,60,conjunction_elimination
1,7.904445648193359,1,P0:validation:238,positive,23,va,60,validation,P0,60,conjunction_elimination
1,1.8275575637817383,1,P0:validation:329,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.20723819732666,1,P0:validation:90,positive,23,va,60,validation,P0,60,double_negation
1,22.342125415802002,1,P0:validation:171,negative,23,va,61,validation,P0,61,double_negation
1,20.533637523651123,1,P0:validation:219,negative,23,va,61,validation,P0,61,double_negation
1,27.54880428314209,1,P0:validation:411,negative,23,va,61,validation,P0,61,double_negation
1,9.44059944152832,1,P0:validation:250,positive,23,va,60,validation,P0,60,conjunction_elimination
1,9.819826126098633,1,P0:validation:128,positive,23,va,60,validation,P0,60,disjunction_introduction
1,22.295870780944824,1,P0:validation:297,negative,23,va,61,validation,P0,61,double_negation
1,4.300101280212402,1,P0:validation:272,positive,23,va,60,validation,P0,60,disjunction_introduction
1,12.296384811401367,1,P0:validation:508,positive,23,va,60,validation,P0,60,conjunction_elimination
1,20.905864238739014,1,P0:validation:457,negative,23,va,61,validation,P0,61,conjunction_elimination
1,14.055096626281738,1,P0:validation:342,positive,23,va,60,validation,P0,60,double_negation
1,23.58499050140381,1,P0:validation:281,negative,23,va,61,validation,P0,61,disjunction_introduction
1,22.736838817596436,1,P0:validation:361,negative,23,va,61,validation,P0,61,conjunction_elimination
1,28.575244903564453,1,P0:validation:467,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.77673053741455,1,P0:validation:186,positive,23,va,60,validation,P0,60,double_negation
1,12.512981414794922,1,P0:validation:59,negative,23,va,61,validation,P0,61,disjunction_introduction
1,9.393802642822266,1,P0:validation:143,negative,23,va,61,validation,P0,61,disjunction_introduction
1,11.926923751831055,1,P0:validation:422,positive,23,va,60,validation,P0,60,disjunction_introduction
1,11.926923751831055,1,P0:validation:482,positive,23,va,60,validation,P0,60,disjunction_introduction
1,25.474467277526855,1,P0:validation:157,negative,23,va,61,validation,P0,61,conjunction_elimination
1,20.533637523651123,1,P0:validation:381,negative,23,va,61,validation,P0,61,double_negation
1,4.806028366088867,1,P0:validation:104,positive,23,va,60,validation,P0,60,disjunction_introduction
1,25.934511184692383,1,P0:validation:35,negative,23,va,61,validation,P0,61,disjunction_introduction
1,9.175994873046875,1,P0:validation:340,positive,23,va,60,validation,P0,60,conjunction_elimination
1,7.479941368103027,1,P0:validation:501,negative,23,va,61,validation,P0,61,double_negation
1,10.211445808410645,1,P0:validation:180,positive,23,va,60,validation,P0,60,double_negation
1,6.047243118286133,1,P0:validation:380,positive,23,va,60,validation,P0,60,disjunction_introduction
1,27.368900299072266,1,P0:validation:147,negative,23,va,61,validation,P0,61,double_negation
1,25.604407787322998,1,P0:validation:259,negative,23,va,61,validation,P0,61,conjunction_elimination
1,16.32243239879608,1,P0:validation:155,negative,23,va,61,validation,P0,61,disjunction_introduction
1,26.058223724365234,1,P0:validation:229,negative,23,va,61,validation,P0,61,conjunction_elimination
1,7.130687713623047,1,P0:validation:80,positive,23,va,60,validation,P0,60,disjunction_introduction
1,25.495547771453857,1,P0:validation:339,negative,23,va,61,validation,P0,61,double_negation
1,28.08662223815918,1,P0:validation:261,negative,23,va,61,validation,P0,61,double_negation
1,33.00446796417236,1,P0:validation:419,negative,23,va,61,validation,P0,61,disjunction_introduction
1,9.483966827392578,1,P0:validation:192,positive,23,va,60,validation,P0,60,double_negation
1,11.250359535217285,1,P0:validation:232,positive,23,va,60,validation,P0,60,conjunction_elimination
1,8.503521919250488,1,P0:validation:392,positive,23,va,60,validation,P0,60,disjunction_introduction
1,7.767232894897461,1,P0:validation:142,positive,23,va,60,validation,P0,60,conjunction_elimination
1,11.067511558532715,1,P0:validation:382,positive,23,va,60,validation,P0,60,conjunction_elimination
1,28.07246494293213,1,P0:validation:185,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.903534889221191,1,P0:validation:368,positive,23,va,60,validation,P0,60,disjunction_introduction
1,23.155094146728516,1,P0:validation:55,negative,23,va,61,validation,P0,61,conjunction_elimination
1,13.681589603424072,1,P0:validation:16,positive,23,va,60,validation,P0,60,conjunction_elimination
1,24.73416519165039,1,P0:validation:431,negative,23,va,61,validation,P0,61,disjunction_introduction
1,8.213371276855469,1,P0:validation:254,positive,23,va,60,validation,P0,60,disjunction_introduction
1,17.05401360988617,1,P0:validation:67,negative,23,va,61,validation,P0,61,conjunction_elimination
1,12.361411094665527,1,P0:validation:406,positive,23,va,60,validation,P0,60,conjunction_elimination
1,17.600643277168274,1,P0:validation:187,negative,23,va,61,validation,P0,61,conjunction_elimination
1,9.579848289489746,1,P0:validation:356,positive,23,va,60,validation,P0,60,disjunction_introduction
1,13.26161527633667,1,P0:validation:7,negative,23,va,61,validation,P0,61,conjunction_elimination
1,18.599088609218597,1,P0:validation:279,negative,23,va,61,validation,P0,61,double_negation
1,19.063495874404907,1,P0:validation:313,negative,23,va,61,validation,P0,61,conjunction_elimination
1,13.997480154037476,1,P0:validation:213,negative,23,va,61,validation,P0,61,double_negation
1,32.39358425140381,1,P0:validation:5,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.931238174438477,1,P0:validation:460,positive,23,va,60,validation,P0,60,conjunction_elimination
1,23.680686473846436,1,P0:validation:415,negative,23,va,61,validation,P0,61,conjunction_elimination
1,10.211445808410645,1,P0:validation:258,positive,23,va,60,validation,P0,60,double_negation
1,24.274330139160156,1,P0:validation:9,negative,23,va,61,validation,P0,61,double_negation
1,29.462146759033203,1,P0:validation:233,negative,23,va,61,validation,P0,61,disjunction_introduction
1,23.057600021362305,1,P0:validation:397,negative,23,va,61,validation,P0,61,conjunction_elimination
1,11.204434394836426,1,P0:validation:211,negative,23,va,61,validation,P0,61,conjunction_elimination
1,11.192537307739258,1,P0:validation:74,positive,23,va,60,validation,P0,60,disjunction_introduction
1,15.595590829849243,1,P0:validation:277,negative,23,va,61,validation,P0,61,conjunction_elimination
0,-3.448528289794922,0,P0:validation:65,negative,23,va,60,validation,P0,61,disjunction_introduction
1,28.161354064941406,1,P0:validation:101,negative,23,va,61,validation,P0,61,disjunction_introduction
1,10.20723819732666,1,P0:validation:234,positive,23,va,60,validation,P0,60,double_negation
1,12.235551834106445,1,P0:validation:294,positive,23,va,60,validation,P0,60,double_negation
1,3.567143440246582,1,P0:validation:494,positive,23,va,60,validation,P0,60,disjunction_introduction
1,30.338260650634766,1,P0:validation:201,negative,23,va,61,validation,P0,61,double_negation
1,11.125067710876465,1,P0:validation:282,positive,23,va,60,validation,P0,60,double_negation
1,22.989259243011475,1,P0:validation:109,negative,23,va,61,validation,P0,61,conjunction_elimination
1,7.134099960327148,1,P0:validation:83,negative,23,va,61,validation,P0,61,disjunction_introduction
1,6.5873308181762695,1,P0:validation:218,positive,23,va,60,validation,P0,60,disjunction_introduction
1,25.41933536529541,1,P0:validation:375,negative,23,va,61,validation,P0,61,double_negation
1,14.724514961242676,1,P0:validation:418,positive,23,va,60,validation,P0,60,conjunction_elimination
1,28.45779514312744,1,P0:validation:267,negative,23,va,61,validation,P0,61,double_negation
1,27.43582248687744,1,P0:validation:331,negative,23,va,61,validation,P0,61,conjunction_elimination
1,34.35099124908447,1,P0:validation:371,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.397087097167969,1,P0:validation:300,positive,23,va,60,validation,P0,60,double_negation
1,15.536890506744385,1,P0:validation:401,negative,23,va,61,validation,P0,61,disjunction_introduction
1,25.442904472351074,1,P0:validation:43,negative,23,va,61,validation,P0,61,conjunction_elimination
1,23.202749252319336,1,P0:validation:443,negative,23,va,61,validation,P0,61,disjunction_introduction
1,12.27334213256836,1,P0:validation:354,positive,23,va,60,validation,P0,60,double_negation
1,18.25774645805359,1,P0:validation:93,negative,23,va,61,validation,P0,61,double_negation
1,8.182372093200684,1,P0:validation:242,positive,23,va,60,validation,P0,60,disjunction_introduction
1,14.055096626281738,1,P0:validation:450,positive,23,va,60,validation,P0,60,double_negation
1,19.583949327468872,1,P0:validation:163,negative,23,va,61,validation,P0,61,conjunction_elimination
1,7.479941368103027,1,P0:validation:363,negative,23,va,61,validation,P0,61,double_negation
1,10.213366508483887,1,P0:validation:334,positive,23,va,60,validation,P0,60,conjunction_elimination
