accuracy_delta,component,donor,donor_type,js_damage,layer,margin_damage,model_seed,recipient
0,sa,test:l2:t0:paligned:c20:i4,cross_target,6.3652341850684024e-06,3,2.439861297607422,11,test:l3:t0:paligned:c0:i0
0,ff,test:l2:t0:paligned:c20:i4,cross_target,4.593574089994945e-07,3,0.9869918823242188,11,test:l3:t0:paligned:c0:i0
0,sa,test:l2:t0:paligned:c20:i4,cross_target,9.879890967567917e-07,4,1.3715095520019531,11,test:l3:t0:paligned:c0:i0
0,ff,test:l2:t0:paligned:c20:i4,cross_target,3.089780591380986e-07,4,0.8763656616210938,11,test:l3:t0:paligned:c0:i0
-1,sa,test:l2:t0:paligned:c20:i4,cross_target,0.6468415260314941,5,17.216691970825195,11,test:l3:t0:paligned:c0:i0
0,ff,test:l2:t0:paligned:c20:i4,cross_target,7.690280767747026e-08,5,0.4339160919189453,11,test:l3:t0:paligned:c0:i0
-1,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.6907463073730469,0,13.272586822509766,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,0.00016130515723489225,0,-0.7065448760986328,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,4.8183996113948524e-05,1,-0.28418922424316406,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,0.0003039115108549595,1,-1.2060737609863281,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.0010711507638916373,2,-4.558137893676758,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,6.90717133693397e-05,2,0.35111427307128906,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,2.1521933376789093e-05,3,-0.25333213806152344,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,1.474929740652442e-05,3,0.1793365478515625,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,7.347334758378565e-06,4,-0.14303970336914062,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,8.685587090440094e-05,4,0.4240150451660156,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.00010432495037093759,5,-0.6079483032226562,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,4.1037583287106827e-07,5,0.009553909301757812,11,test:l3:t0:prandomized:c20:i4
-1,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.693048357963562,0,20.56486988067627,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.008059496991336346,0,1.7844467163085938,11,test:l3:t0:prandomized:c20:i4
-1,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.6090133786201477,1,9.119964599609375,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.0005297001916915178,1,-1.8722095489501953,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.0010573030449450016,2,-6.607603073120117,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.00018267703126184642,2,-0.8551845550537109,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,2.7667294489219785e-05,3,-0.28966712951660156,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.00020674106781370938,3,-0.9312191009521484,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,2.9039947548881173e-05,4,-0.29784584045410156,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.00013972222222946584,4,-0.7278537750244141,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,5.928901373408735e-05,5,-0.43891143798828125,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,6.280624074861407e-05,5,-0.4559745788574219,11,test:l3:t0:prandomized:c20:i4
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.6927148103713989,0,26.992782592773438,11,test:l3:t0:prandomized:c20:i4
-1,ff,test:l2:t0:paligned:c0:i0,cross_target,0.6827425956726074,0,18.29566192626953,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.005256077274680138,1,1.749237060546875,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c0:i0,cross_target,4.734317190013826e-05,1,-0.3000469207763672,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.025255968794226646,2,2.981954574584961,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c0:i0,cross_target,3.6388039006851614e-05,2,0.2720756530761719,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.1815919280052185,3,5.597377777099609,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c0:i0,cross_target,6.269092409638688e-07,3,-0.023128509521484375,11,test:l3:t0:prandomized:c20:i4
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.00039113196544349194,4,0.8264713287353516,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c0:i0,cross_target,0.00010802733595483005,4,-0.6233081817626953,11,test:l3:t0:prandomized:c20:i4
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.682299017906189,5,15.013677597045898,11,test:l3:t0:prandomized:c20:i4
0,ff,test:l2:t0:paligned:c0:i0,cross_target,4.120176890864968e-05,5,-0.3589210510253906,11,test:l3:t0:prandomized:c20:i4
-1,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.6923948526382446,0,17.616544723510742,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,0.008348348550498486,0,4.523597717285156,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.6500397324562073,1,12.87934684753418,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,3.656673288787715e-05,1,0.000347137451171875,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,5.118534681969322e-05,2,-1.9653949737548828,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,2.196954119426664e-05,2,-0.10044479370117188,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,1.6197845980059355e-06,3,-0.23238754272460938,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,1.996791615965776e-05,3,-0.9419403076171875,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,7.819630809535738e-06,4,-0.6101760864257812,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,7.253098374349065e-06,4,-0.48244667053222656,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,6.487940845545381e-05,5,-3.309497833251953,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,1.0617773114063311e-06,5,-0.00173187255859375,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.6931339502334595,0,28.694660186767578,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.007588704116642475,0,4.519891738891602,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.6924059391021729,1,25.4046688079834,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,4.2687875975389034e-05,1,-0.18607521057128906,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,1.5404199075419456e-05,2,0.07781410217285156,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,3.5332537663634866e-05,2,-0.8262786865234375,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,4.89256126456894e-06,3,-0.5379314422607422,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,4.0016937418840826e-05,3,-1.5459518432617188,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,7.958986316225491e-06,4,-0.4117298126220703,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,2.8241436666576192e-05,4,-1.0601654052734375,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,6.332184420898557e-05,5,-3.1747913360595703,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,4.7000830818433315e-06,5,-0.5588130950927734,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.692752480506897,0,29.10887336730957,11,test:l3:t1:paligned:c40:i8
-1,ff,test:l2:t0:paligned:c0:i0,cross_target,0.2814366817474365,0,8.967409133911133,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.6731621623039246,1,13.852397918701172,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c0:i0,cross_target,0.00011856103810714558,1,1.3468074798583984,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.691752552986145,2,18.093647003173828,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c0:i0,cross_target,0.00013307399058248848,2,1.4306068420410156,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.01502385176718235,3,5.590017318725586,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c0:i0,cross_target,1.9785918993875384e-05,3,0.7061347961425781,11,test:l3:t1:paligned:c40:i8
0,sa,test:l2:t0:paligned:c0:i0,cross_target,4.737402923638001e-05,4,1.1701946258544922,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c0:i0,cross_target,1.307041384279728e-05,4,0.5911846160888672,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.663870096206665,5,13.375648498535156,11,test:l3:t1:paligned:c40:i8
0,ff,test:l2:t0:paligned:c0:i0,cross_target,3.707242285599932e-06,5,-0.39811134338378906,11,test:l3:t1:paligned:c40:i8
-1,sa,test:l2:t0:paligned:c0:i0,matched_order2,0.6928189992904663,0,23.474464416503906,11,test:l3:t1:prandomized:c0:i13
-1,ff,test:l2:t0:paligned:c0:i0,matched_order2,0.6872503757476807,0,20.107393264770508,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c0:i0,matched_order2,0.001611368148587644,1,8.15825080871582,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c0:i0,matched_order2,2.0138090803811792e-06,1,2.2112903594970703,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c0:i0,matched_order2,0.0001899323397083208,2,6.257049560546875,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c0:i0,matched_order2,1.0087844515282995e-07,2,0.6687889099121094,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c0:i0,matched_order2,2.7625753773463657e-07,3,0.35494041442871094,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c0:i0,matched_order2,1.627348922284e-08,3,0.2859783172607422,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c0:i0,matched_order2,8.555591790582184e-10,4,0.04336357116699219,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c0:i0,matched_order2,2.2025548052084787e-09,4,0.11994361877441406,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c0:i0,matched_order2,1.4478939647233346e-07,5,0.7865886688232422,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c0:i0,matched_order2,5.74571501488208e-09,5,0.01564788818359375,11,test:l3:t1:prandomized:c0:i13
-1,sa,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,0.6925826668739319,0,22.863134384155273,11,test:l3:t1:prandomized:c0:i13
-1,ff,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,0.6890836954116821,0,20.588083267211914,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,9.791766615308006e-07,1,1.4717388153076172,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,3.844537332042819e-06,1,2.642486572265625,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,7.907431722742331e-07,2,1.2653636932373047,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,3.0240073556342395e-07,2,1.1228370666503906,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,1.7887730052734696e-07,3,0.30216026306152344,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,2.717738212254517e-08,3,0.39276885986328125,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,7.028340576198389e-08,4,-0.2622547149658203,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,3.243454216317332e-08,4,0.4360771179199219,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,7.679364699697544e-09,5,0.1773242950439453,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t3:prandomized:c15:i29,unrelated_same_semantic_target,2.6917810203030967e-09,5,0.12303733825683594,11,test:l3:t1:prandomized:c0:i13
-1,sa,test:l2:t0:paligned:c20:i4,cross_target,0.693135142326355,0,32.55374717712402,11,test:l3:t1:prandomized:c0:i13
-1,ff,test:l2:t0:paligned:c20:i4,cross_target,0.68198561668396,0,19.451250076293945,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c20:i4,cross_target,4.017080937046558e-05,1,4.737682342529297,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c20:i4,cross_target,1.0247765658277785e-06,1,1.6954097747802734,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c20:i4,cross_target,0.02876899018883705,2,11.312395095825195,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c20:i4,cross_target,7.855222747821244e-07,2,1.6026992797851562,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c20:i4,cross_target,8.124798114295118e-06,3,3.2501354217529297,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c20:i4,cross_target,1.3383902341956855e-07,3,0.7643222808837891,11,test:l3:t1:prandomized:c0:i13
0,sa,test:l2:t0:paligned:c20:i4,cross_target,5.556614723900566e-07,4,1.2861156463623047,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c20:i4,cross_target,9.04789132505357e-08,4,0.684326171875,11,test:l3:t1:prandomized:c0:i13
-1,sa,test:l2:t0:paligned:c20:i4,cross_target,0.658504843711853,5,18.08329963684082,11,test:l3:t1:prandomized:c0:i13
0,ff,test:l2:t0:paligned:c20:i4,cross_target,5.9509069672003534e-08,5,0.39575767517089844,11,test:l3:t1:prandomized:c0:i13
-1,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.6891369819641113,0,12.506538391113281,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,9.508935909252614e-05,0,-0.09498214721679688,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,1.9888830138370395e-05,1,-0.12588882446289062,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,6.192256114445627e-05,1,-0.3694190979003906,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.0012747608125209808,2,-5.33746337890625,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,0.00011287775123491883,2,0.4219970703125,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,1.4247052604332566e-06,3,-0.056446075439453125,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,2.6397450710646808e-05,3,0.22222137451171875,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,3.435125108808279e-06,4,-0.08813095092773438,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,0.00016696430975571275,4,0.527313232421875,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,3.6109937354922295e-05,5,-0.3020744323730469,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,9.589639375917614e-07,5,0.03400611877441406,11,test:l3:t2:paligned:c20:i17
-1,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.693081796169281,0,21.775972366333008,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.0034569473937153816,0,1.6227359771728516,11,test:l3:t2:paligned:c20:i17
-1,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.6603657007217407,1,10.563892364501953,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.00043817938421852887,1,-1.3691959381103516,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.0012649466516450047,2,-7.945270538330078,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.0002255947038065642,2,-0.8736381530761719,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,3.0702867661602795e-06,3,-0.08352851867675781,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.0002671204856596887,3,-0.9789314270019531,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,2.364076499361545e-05,4,-0.242431640625,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,0.00014620271394960582,4,-0.6707305908203125,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,7.599774107802659e-06,5,-0.13147544860839844,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t3:prandomized:c25:i31,unrelated_same_semantic_target,7.076095789670944e-05,5,-0.4407215118408203,11,test:l3:t2:paligned:c20:i17
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.6928040981292725,0,28.108867645263672,11,test:l3:t2:paligned:c20:i17
-1,ff,test:l2:t0:paligned:c0:i0,cross_target,0.6810702085494995,0,20.0441951751709,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.0015099586453288794,1,1.1524162292480469,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c0:i0,cross_target,5.042106204200536e-05,1,0.18337249755859375,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.047461070120334625,2,3.40972900390625,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c0:i0,cross_target,4.2406347347423434e-05,2,0.2725086212158203,11,test:l3:t2:paligned:c20:i17
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.2556253671646118,3,5.961055755615234,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c0:i0,cross_target,1.9097096810583025e-06,3,0.05390167236328125,11,test:l3:t2:paligned:c20:i17
0,sa,test:l2:t0:paligned:c0:i0,cross_target,0.0005647995276376605,4,0.8942337036132812,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c0:i0,cross_target,9.87736857496202e-05,4,-0.5328216552734375,11,test:l3:t2:paligned:c20:i17
-1,sa,test:l2:t0:paligned:c0:i0,cross_target,0.6808630228042603,5,15.676576614379883,11,test:l3:t2:paligned:c20:i17
0,ff,test:l2:t0:paligned:c0:i0,cross_target,4.628904571291059e-05,5,-0.34732818603515625,11,test:l3:t2:paligned:c20:i17
-1,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.6927266120910645,0,20.397768020629883,11,test:l3:t2:prandomized:c45:i22
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,0.00012060847075190395,0,2.989482879638672,11,test:l3:t2:prandomized:c45:i22
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,0.005319109186530113,1,6.683742523193359,11,test:l3:t2:prandomized:c45:i22
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,5.299433269101428e-06,1,0.9594516754150391,11,test:l3:t2:prandomized:c45:i22
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,1.0144711268367246e-05,2,-2.200654983520508,11,test:l3:t2:prandomized:c45:i22
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,6.112643404776463e-06,2,1.0595893859863281,11,test:l3:t2:prandomized:c45:i22
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,1.360835085506551e-06,3,-0.5927753448486328,11,test:l3:t2:prandomized:c45:i22
0,ff,test:l2:t0:paligned:c20:i4,matched_order2,1.298368260904681e-06,3,0.11913490295410156,11,test:l3:t2:prandomized:c45:i22
0,sa,test:l2:t0:paligned:c20:i4,matched_order2,7.626846354469308e-07,4,0.07445907592773438,11,test:l3:t2:prandomized:c45:i22
