binary_correct,binary_margin,correct,example_id,label,model_seed,namespace,prediction,split,stage,target,template
1,10.769436836242676,1,F0:validation:345,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.625406742095947,1,F0:validation:13,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.383122444152832,1,F0:validation:320,positive,11,va,60,validation,F0,60,identity
1,10.866359233856201,1,F0:validation:223,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.46261978149414,1,F0:validation:175,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.635626792907715,1,F0:validation:486,positive,11,va,60,validation,F0,60,identity
1,10.853997230529785,1,F0:validation:344,positive,11,va,60,validation,F0,60,identity
1,8.56577444076538,1,F0:validation:179,negative,11,va,61,validation,F0,61,constant_mismatch
1,8.19964599609375,1,F0:validation:114,positive,11,va,60,validation,F0,60,identity
1,10.482087135314941,1,F0:validation:197,negative,11,va,61,validation,F0,61,predicate_mismatch
1,3.8875112533569336,1,F0:validation:284,positive,11,va,60,validation,F0,60,identity
1,6.595947265625,1,F0:validation:296,positive,11,va,60,validation,F0,60,identity
1,11.997725486755371,1,F0:validation:95,negative,11,va,61,validation,F0,61,constant_mismatch
1,6.315646171569824,1,F0:validation:346,positive,11,va,60,validation,F0,60,identity
1,11.355999946594238,1,F0:validation:231,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.67756462097168,1,F0:validation:326,positive,11,va,60,validation,F0,60,identity
1,12.919633865356445,1,F0:validation:489,negative,11,va,61,validation,F0,61,predicate_mismatch
1,3.186526298522949,1,F0:validation:4,positive,11,va,60,validation,F0,60,identity
1,6.438118934631348,1,F0:validation:430,positive,11,va,60,validation,F0,60,identity
1,11.194170951843262,1,F0:validation:335,negative,11,va,61,validation,F0,61,constant_mismatch
1,9.132137775421143,1,F0:validation:366,positive,11,va,60,validation,F0,60,identity
1,10.091259956359863,1,F0:validation:505,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.897358894348145,1,F0:validation:473,negative,11,va,61,validation,F0,61,predicate_mismatch
1,3.186526298522949,1,F0:validation:72,positive,11,va,60,validation,F0,60,identity
1,9.132137775421143,1,F0:validation:120,positive,11,va,60,validation,F0,60,identity
1,10.743963718414307,1,F0:validation:25,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.823554992675781,1,F0:validation:447,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.156376838684082,1,F0:validation:202,positive,11,va,60,validation,F0,60,identity
1,6.886710166931152,1,F0:validation:208,positive,11,va,60,validation,F0,60,identity
1,13.215956211090088,1,F0:validation:465,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.899548530578613,1,F0:validation:130,positive,11,va,60,validation,F0,60,identity
1,6.424002647399902,1,F0:validation:388,positive,11,va,60,validation,F0,60,identity
1,10.364346981048584,1,F0:validation:182,positive,11,va,60,validation,F0,60,identity
1,8.336858749389648,1,F0:validation:413,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.336423397064209,1,F0:validation:454,positive,11,va,60,validation,F0,60,identity
1,10.568650722503662,1,F0:validation:183,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.161137580871582,1,F0:validation:373,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.807555675506592,1,F0:validation:305,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.910274505615234,1,F0:validation:402,positive,11,va,60,validation,F0,60,identity
1,3.8875112533569336,1,F0:validation:92,positive,11,va,60,validation,F0,60,identity
1,10.027007102966309,1,F0:validation:20,positive,11,va,60,validation,F0,60,identity
1,6.197907447814941,1,F0:validation:136,positive,11,va,60,validation,F0,60,identity
1,12.237476348876953,1,F0:validation:437,negative,11,va,61,validation,F0,61,predicate_mismatch
1,3.1666221618652344,1,F0:validation:394,positive,11,va,60,validation,F0,60,identity
1,11.588040828704834,1,F0:validation:409,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.22552490234375,1,F0:validation:50,positive,11,va,60,validation,F0,60,identity
1,12.51423454284668,1,F0:validation:461,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.914700508117676,1,F0:validation:205,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.42945384979248,1,F0:validation:358,positive,11,va,60,validation,F0,60,identity
1,9.775947570800781,1,F0:validation:312,positive,11,va,60,validation,F0,60,identity
1,6.013528823852539,1,F0:validation:124,positive,11,va,60,validation,F0,60,identity
1,9.295647144317627,1,F0:validation:288,positive,11,va,60,validation,F0,60,identity
1,8.388511657714844,1,F0:validation:89,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.161137580871582,1,F0:validation:45,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.420662879943848,1,F0:validation:374,positive,11,va,60,validation,F0,60,identity
1,7.975516319274902,1,F0:validation:82,positive,11,va,60,validation,F0,60,identity
1,10.383122444152832,1,F0:validation:66,positive,11,va,60,validation,F0,60,identity
1,12.419156551361084,1,F0:validation:169,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.996928215026855,1,F0:validation:269,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.4871244430542,1,F0:validation:510,positive,11,va,60,validation,F0,60,identity
1,4.615026473999023,1,F0:validation:256,positive,11,va,60,validation,F0,60,identity
1,5.245744705200195,1,F0:validation:154,positive,11,va,60,validation,F0,60,identity
1,12.804361343383789,1,F0:validation:103,negative,11,va,61,validation,F0,61,constant_mismatch
1,3.1666221618652344,1,F0:validation:480,positive,11,va,60,validation,F0,60,identity
1,5.893303871154785,1,F0:validation:478,positive,11,va,60,validation,F0,60,identity
1,12.093231678009033,1,F0:validation:379,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.847026824951172,1,F0:validation:325,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.185766220092773,1,F0:validation:176,positive,11,va,60,validation,F0,60,identity
1,9.996190071105957,1,F0:validation:317,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.081088066101074,1,F0:validation:239,negative,11,va,61,validation,F0,61,constant_mismatch
1,14.063319683074951,1,F0:validation:315,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.987885475158691,1,F0:validation:307,negative,11,va,61,validation,F0,61,constant_mismatch
1,8.456883430480957,1,F0:validation:246,positive,11,va,60,validation,F0,60,identity
1,6.254210472106934,1,F0:validation:48,positive,11,va,60,validation,F0,60,identity
1,10.103874206542969,1,F0:validation:94,positive,11,va,60,validation,F0,60,identity
1,5.636943817138672,1,F0:validation:444,positive,11,va,60,validation,F0,60,identity
1,10.782904148101807,1,F0:validation:475,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.00018835067749,1,F0:validation:10,positive,11,va,60,validation,F0,60,identity
1,10.995527267456055,1,F0:validation:29,negative,11,va,61,validation,F0,61,predicate_mismatch
1,6.254210472106934,1,F0:validation:174,positive,11,va,60,validation,F0,60,identity
1,12.62412166595459,1,F0:validation:207,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.317125797271729,1,F0:validation:357,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.39337682723999,1,F0:validation:442,positive,11,va,60,validation,F0,60,identity
1,5.244672775268555,1,F0:validation:184,positive,11,va,60,validation,F0,60,identity
1,11.751893520355225,1,F0:validation:81,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.710413932800293,1,F0:validation:97,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.957701683044434,1,F0:validation:488,positive,11,va,60,validation,F0,60,identity
1,11.166356563568115,1,F0:validation:71,negative,11,va,61,validation,F0,61,constant_mismatch
1,13.198087215423584,1,F0:validation:439,negative,11,va,61,validation,F0,61,constant_mismatch
1,8.925320625305176,1,F0:validation:2,positive,11,va,60,validation,F0,60,identity
1,13.57891845703125,1,F0:validation:389,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.673050880432129,1,F0:validation:275,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.077483654022217,1,F0:validation:425,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.793334484100342,1,F0:validation:225,negative,11,va,61,validation,F0,61,predicate_mismatch
1,4.701963424682617,1,F0:validation:438,positive,11,va,60,validation,F0,60,identity
1,10.103874206542969,1,F0:validation:76,positive,11,va,60,validation,F0,60,identity
1,7.069141387939453,1,F0:validation:448,positive,11,va,60,validation,F0,60,identity
1,7.185766220092773,1,F0:validation:364,positive,11,va,60,validation,F0,60,identity
1,8.893660545349121,1,F0:validation:54,positive,11,va,60,validation,F0,60,identity
0,-8.070462226867676,0,F0:validation:497,negative,11,va,60,validation,F0,61,predicate_mismatch
1,11.89070987701416,1,F0:validation:115,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.956922054290771,1,F0:validation:237,negative,11,va,61,validation,F0,61,predicate_mismatch
1,6.424002647399902,1,F0:validation:118,positive,11,va,60,validation,F0,60,identity
1,11.113845348358154,1,F0:validation:386,positive,11,va,60,validation,F0,60,identity
1,8.333269119262695,1,F0:validation:216,positive,11,va,60,validation,F0,60,identity
1,12.65041208267212,1,F0:validation:483,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.64549732208252,1,F0:validation:215,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.724480152130127,1,F0:validation:453,negative,11,va,61,validation,F0,61,predicate_mismatch
1,9.41892147064209,1,F0:validation:60,positive,11,va,60,validation,F0,60,identity
1,4.536981582641602,1,F0:validation:396,positive,11,va,60,validation,F0,60,identity
1,12.766139507293701,1,F0:validation:485,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.327110290527344,1,F0:validation:257,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.551091194152832,1,F0:validation:362,positive,11,va,60,validation,F0,60,identity
1,7.116070747375488,1,F0:validation:468,positive,11,va,60,validation,F0,60,identity
1,7.635626792907715,1,F0:validation:276,positive,11,va,60,validation,F0,60,identity
1,9.64039659500122,1,F0:validation:217,negative,11,va,61,validation,F0,61,predicate_mismatch
1,9.165445804595947,1,F0:validation:328,positive,11,va,60,validation,F0,60,identity
1,10.199380874633789,1,F0:validation:61,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.345143795013428,1,F0:validation:407,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.319964408874512,1,F0:validation:141,negative,11,va,61,validation,F0,61,predicate_mismatch
1,9.295647144317627,1,F0:validation:26,positive,11,va,60,validation,F0,60,identity
1,13.707034826278687,1,F0:validation:51,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.81727409362793,1,F0:validation:283,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.567612171173096,1,F0:validation:214,positive,11,va,60,validation,F0,60,identity
1,9.271812438964844,1,F0:validation:244,positive,11,va,60,validation,F0,60,identity
1,12.492926120758057,1,F0:validation:99,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.374595642089844,1,F0:validation:456,positive,11,va,60,validation,F0,60,identity
1,7.665388107299805,1,F0:validation:18,positive,11,va,60,validation,F0,60,identity
1,7.357379913330078,1,F0:validation:252,positive,11,va,60,validation,F0,60,identity
1,7.992108345031738,1,F0:validation:30,positive,11,va,60,validation,F0,60,identity
1,12.103819370269775,1,F0:validation:393,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.8233003616333,1,F0:validation:395,negative,11,va,61,validation,F0,61,constant_mismatch
0,-3.8875370025634766,0,F0:validation:303,negative,11,va,60,validation,F0,61,constant_mismatch
1,7.992108345031738,1,F0:validation:348,positive,11,va,60,validation,F0,60,identity
1,4.881960868835449,1,F0:validation:165,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.589199542999268,1,F0:validation:151,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.572963714599609,1,F0:validation:314,positive,11,va,60,validation,F0,60,identity
1,11.6080961227417,1,F0:validation:441,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.579338073730469,1,F0:validation:265,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.382235050201416,1,F0:validation:343,negative,11,va,61,validation,F0,61,constant_mismatch
1,13.00166130065918,1,F0:validation:19,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.05665922164917,1,F0:validation:271,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.1188459396362305,1,F0:validation:304,positive,11,va,60,validation,F0,60,identity
1,12.823146343231201,1,F0:validation:23,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.263180255889893,1,F0:validation:86,positive,11,va,60,validation,F0,60,identity
1,7.665388107299805,1,F0:validation:458,positive,11,va,60,validation,F0,60,identity
1,8.42945384979248,1,F0:validation:316,positive,11,va,60,validation,F0,60,identity
1,6.886710166931152,1,F0:validation:228,positive,11,va,60,validation,F0,60,identity
1,12.0819730758667,1,F0:validation:167,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.259358882904053,1,F0:validation:37,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.496012210845947,1,F0:validation:251,negative,11,va,61,validation,F0,61,constant_mismatch
1,14.08455491065979,1,F0:validation:287,negative,11,va,61,validation,F0,61,constant_mismatch
1,8.827731609344482,1,F0:validation:385,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.531155586242676,1,F0:validation:41,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.19964599609375,1,F0:validation:112,positive,11,va,60,validation,F0,60,identity
1,10.116568088531494,1,F0:validation:177,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.76151704788208,1,F0:validation:123,negative,11,va,61,validation,F0,61,constant_mismatch
1,13.018174648284912,1,F0:validation:301,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.456883430480957,1,F0:validation:32,positive,11,va,60,validation,F0,60,identity
1,11.495173454284668,1,F0:validation:298,positive,11,va,60,validation,F0,60,identity
1,10.853997230529785,1,F0:validation:34,positive,11,va,60,validation,F0,60,identity
1,12.061488628387451,1,F0:validation:1,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.809728145599365,1,F0:validation:299,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.103727340698242,1,F0:validation:416,positive,11,va,60,validation,F0,60,identity
1,12.63318681716919,1,F0:validation:399,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.497004985809326,1,F0:validation:503,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.921659469604492,1,F0:validation:377,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.428698539733887,1,F0:validation:235,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.857436180114746,1,F0:validation:121,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.09453821182251,1,F0:validation:353,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.498785018920898,1,F0:validation:337,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.501317024230957,1,F0:validation:198,positive,11,va,60,validation,F0,60,identity
1,11.074724674224854,1,F0:validation:53,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.196493148803711,1,F0:validation:64,positive,11,va,60,validation,F0,60,identity
1,7.648625373840332,1,F0:validation:28,positive,11,va,60,validation,F0,60,identity
1,10.751812934875488,1,F0:validation:238,positive,11,va,60,validation,F0,60,identity
1,11.272255420684814,1,F0:validation:329,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.899548530578613,1,F0:validation:90,positive,11,va,60,validation,F0,60,identity
1,9.783595085144043,1,F0:validation:171,negative,11,va,61,validation,F0,61,constant_mismatch
1,9.561959266662598,1,F0:validation:219,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.415925025939941,1,F0:validation:411,negative,11,va,61,validation,F0,61,constant_mismatch
1,9.794921875,1,F0:validation:250,positive,11,va,60,validation,F0,60,identity
1,11.113845348358154,1,F0:validation:128,positive,11,va,60,validation,F0,60,identity
1,10.109302520751953,1,F0:validation:297,negative,11,va,61,validation,F0,61,predicate_mismatch
1,4.701651573181152,1,F0:validation:272,positive,11,va,60,validation,F0,60,identity
1,12.4871244430542,1,F0:validation:508,positive,11,va,60,validation,F0,60,identity
1,7.76859188079834,1,F0:validation:457,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.551091194152832,1,F0:validation:342,positive,11,va,60,validation,F0,60,identity
1,12.956074714660645,1,F0:validation:281,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.46837568283081,1,F0:validation:361,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.861260414123535,1,F0:validation:467,negative,11,va,61,validation,F0,61,constant_mismatch
1,8.63668155670166,1,F0:validation:186,positive,11,va,60,validation,F0,60,identity
1,11.014545440673828,1,F0:validation:59,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.136721134185791,1,F0:validation:143,negative,11,va,61,validation,F0,61,constant_mismatch
1,5.244672775268555,1,F0:validation:422,positive,11,va,60,validation,F0,60,identity
1,6.761811256408691,1,F0:validation:482,positive,11,va,60,validation,F0,60,identity
1,13.234658241271973,1,F0:validation:157,negative,11,va,61,validation,F0,61,predicate_mismatch
1,6.594666481018066,1,F0:validation:381,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.957701683044434,1,F0:validation:104,positive,11,va,60,validation,F0,60,identity
1,12.89743185043335,1,F0:validation:35,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.492611885070801,1,F0:validation:340,positive,11,va,60,validation,F0,60,identity
1,12.662115097045898,1,F0:validation:501,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.89290475845337,1,F0:validation:180,positive,11,va,60,validation,F0,60,identity
1,7.943182945251465,1,F0:validation:380,positive,11,va,60,validation,F0,60,identity
1,13.095022678375244,1,F0:validation:147,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.840706825256348,1,F0:validation:259,negative,11,va,61,validation,F0,61,constant_mismatch
1,13.021495342254639,1,F0:validation:155,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.568081855773926,1,F0:validation:229,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.00018835067749,1,F0:validation:80,positive,11,va,60,validation,F0,60,identity
1,13.023131847381592,1,F0:validation:339,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.87744140625,1,F0:validation:261,negative,11,va,61,validation,F0,61,predicate_mismatch
1,9.676984310150146,1,F0:validation:419,negative,11,va,61,validation,F0,61,constant_mismatch
1,6.438118934631348,1,F0:validation:192,positive,11,va,60,validation,F0,60,identity
1,3.186526298522949,1,F0:validation:232,positive,11,va,60,validation,F0,60,identity
1,7.26267147064209,1,F0:validation:392,positive,11,va,60,validation,F0,60,identity
1,9.067625045776367,1,F0:validation:142,positive,11,va,60,validation,F0,60,identity
1,8.925320625305176,1,F0:validation:382,positive,11,va,60,validation,F0,60,identity
1,11.495324611663818,1,F0:validation:185,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.925320625305176,1,F0:validation:368,positive,11,va,60,validation,F0,60,identity
1,14.03906536102295,1,F0:validation:55,negative,11,va,61,validation,F0,61,constant_mismatch
1,6.852081298828125,1,F0:validation:16,positive,11,va,60,validation,F0,60,identity
1,11.517404556274414,1,F0:validation:431,negative,11,va,61,validation,F0,61,constant_mismatch
1,6.929991722106934,1,F0:validation:254,positive,11,va,60,validation,F0,60,identity
1,12.26783561706543,1,F0:validation:67,negative,11,va,61,validation,F0,61,constant_mismatch
1,6.197907447814941,1,F0:validation:406,positive,11,va,60,validation,F0,60,identity
1,11.136593341827393,1,F0:validation:187,negative,11,va,61,validation,F0,61,constant_mismatch
1,4.701963424682617,1,F0:validation:356,positive,11,va,60,validation,F0,60,identity
1,10.613341808319092,1,F0:validation:7,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.522090435028076,1,F0:validation:279,negative,11,va,61,validation,F0,61,constant_mismatch
1,11.587770938873291,1,F0:validation:313,negative,11,va,61,validation,F0,61,predicate_mismatch
1,9.852880954742432,1,F0:validation:213,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.522070407867432,1,F0:validation:5,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.551091194152832,1,F0:validation:460,positive,11,va,60,validation,F0,60,identity
1,12.852963924407959,1,F0:validation:415,negative,11,va,61,validation,F0,61,constant_mismatch
1,6.254210472106934,1,F0:validation:258,positive,11,va,60,validation,F0,60,identity
1,12.579338073730469,1,F0:validation:9,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.46923017501831,1,F0:validation:233,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.149049282073975,1,F0:validation:397,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.768595695495605,1,F0:validation:211,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.501317024230957,1,F0:validation:74,positive,11,va,60,validation,F0,60,identity
1,9.215280055999756,1,F0:validation:277,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.793334484100342,1,F0:validation:65,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.959568500518799,1,F0:validation:101,negative,11,va,61,validation,F0,61,predicate_mismatch
1,7.720245361328125,1,F0:validation:234,positive,11,va,60,validation,F0,60,identity
1,10.103874206542969,1,F0:validation:294,positive,11,va,60,validation,F0,60,identity
1,5.893303871154785,1,F0:validation:494,positive,11,va,60,validation,F0,60,identity
1,11.870615482330322,1,F0:validation:201,negative,11,va,61,validation,F0,61,predicate_mismatch
1,6.013528823852539,1,F0:validation:282,positive,11,va,60,validation,F0,60,identity
1,11.824732303619385,1,F0:validation:109,negative,11,va,61,validation,F0,61,predicate_mismatch
1,13.208946466445923,1,F0:validation:83,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.720245361328125,1,F0:validation:218,positive,11,va,60,validation,F0,60,identity
1,9.739099979400635,1,F0:validation:375,negative,11,va,61,validation,F0,61,constant_mismatch
1,9.01173210144043,1,F0:validation:418,positive,11,va,60,validation,F0,60,identity
1,10.681397438049316,1,F0:validation:267,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.884673118591309,1,F0:validation:331,negative,11,va,61,validation,F0,61,constant_mismatch
1,9.495846271514893,1,F0:validation:371,negative,11,va,61,validation,F0,61,constant_mismatch
1,6.2630109786987305,1,F0:validation:300,positive,11,va,60,validation,F0,60,identity
1,10.575202465057373,1,F0:validation:401,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.49299955368042,1,F0:validation:43,negative,11,va,61,validation,F0,61,constant_mismatch
0,-4.840802192687988,0,F0:validation:443,negative,11,va,60,validation,F0,61,constant_mismatch
1,11.73266077041626,1,F0:validation:354,positive,11,va,60,validation,F0,60,identity
1,3.0943422317504883,1,F0:validation:93,negative,11,va,61,validation,F0,61,predicate_mismatch
1,6.852081298828125,1,F0:validation:242,positive,11,va,60,validation,F0,60,identity
1,7.551091194152832,1,F0:validation:450,positive,11,va,60,validation,F0,60,identity
1,14.06525507569313,1,F0:validation:163,negative,11,va,61,validation,F0,61,constant_mismatch
1,12.220721244812012,1,F0:validation:363,negative,11,va,61,validation,F0,61,constant_mismatch
1,7.67756462097168,1,F0:validation:334,positive,11,va,60,validation,F0,60,identity
1,7.572963714599609,1,F0:validation:38,positive,11,va,60,validation,F0,60,identity
1,9.784417152404785,1,F0:validation:75,negative,11,va,61,validation,F0,61,constant_mismatch
1,10.899548530578613,1,F0:validation:336,positive,11,va,60,validation,F0,60,identity
1,10.567612171173096,1,F0:validation:462,positive,11,va,60,validation,F0,60,identity
1,12.326527118682861,1,F0:validation:481,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.602354526519775,1,F0:validation:445,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.291983604431152,1,F0:validation:149,negative,11,va,61,validation,F0,61,predicate_mismatch
1,11.113845348358154,1,F0:validation:40,positive,11,va,60,validation,F0,60,identity
1,5.620476722717285,1,F0:validation:113,negative,11,va,61,validation,F0,61,predicate_mismatch
1,10.263180255889893,1,F0:validation:98,positive,11,va,60,validation,F0,60,identity
1,10.762102127075195,1,F0:validation:221,negative,11,va,61,validation,F0,61,predicate_mismatch
1,8.19964599609375,1,F0:validation:160,positive,11,va,60,validation,F0,60,identity
1,12.16646957397461,1,F0:validation:161,negative,11,va,61,validation,F0,61,predicate_mismatch
1,12.086768627166748,1,F0:validation:195,negative,11,va,61,validation,F0,61,constant_mismatch
