correct,example_id,label,model_seed,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,F1:validation:631,binding,11,23,validation,F1,23,15.342965602874756,canonical,1,23
1,F1:validation:341,binding,11,21,validation,F1,21,10.956378936767578,canonical,1,21
1,F1:validation:425,binding,11,21,validation,F1,21,11.085542678833008,predicate_distractor,1,21
1,F1:validation:62,binding,11,18,validation,F1,18,10.926234722137451,reversed,1,18
1,F1:validation:595,binding,11,23,validation,F1,23,12.496971130371094,reversed,1,23
1,F1:validation:492,binding,11,16,validation,F1,16,15.031519412994385,reversed,1,16
1,F1:validation:251,binding,11,27,validation,F1,27,13.806482315063477,canonical,1,27
1,F1:validation:231,binding,11,19,validation,F1,19,14.636698722839355,predicate_distractor,1,19
1,F1:validation:47,binding,11,27,validation,F1,27,11.11176872253418,predicate_distractor,1,27
1,F1:validation:517,binding,11,17,validation,F1,17,12.006591796875,predicate_distractor,1,17
1,F1:validation:136,binding,11,20,validation,F1,20,11.802886009216309,predicate_distractor,1,20
1,F1:validation:706,binding,11,26,validation,F1,26,12.816339492797852,constant_distractor,1,26
1,F1:validation:157,binding,11,17,validation,F1,17,13.603551387786865,reversed,1,17
1,F1:validation:215,binding,11,27,validation,F1,27,14.097344875335693,reversed,1,27
1,F1:validation:361,binding,11,17,validation,F1,17,12.85330867767334,constant_distractor,1,17
1,F1:validation:150,binding,11,22,validation,F1,22,11.06141185760498,canonical,1,22
1,F1:validation:281,binding,11,21,validation,F1,21,13.45616340637207,predicate_distractor,1,21
1,F1:validation:349,binding,11,17,validation,F1,17,12.842742919921875,reversed,1,17
1,F1:validation:211,binding,11,23,validation,F1,23,10.372760772705078,reversed,1,23
1,F1:validation:512,binding,11,24,validation,F1,24,12.648842811584473,constant_distractor,1,24
1,F1:validation:578,binding,11,18,validation,F1,18,12.8255033493042,canonical,1,18
1,F1:validation:709,binding,11,17,validation,F1,17,9.82620906829834,predicate_distractor,1,17
1,F1:validation:115,binding,11,23,validation,F1,23,15.909474849700928,reversed,1,23
1,F1:validation:549,binding,11,25,validation,F1,25,10.773639678955078,reversed,1,25
1,F1:validation:53,binding,11,21,validation,F1,21,15.333407878875732,canonical,1,21
1,F1:validation:218,binding,11,18,validation,F1,18,12.299724578857422,constant_distractor,1,18
1,F1:validation:469,binding,11,17,validation,F1,17,11.687192916870117,predicate_distractor,1,17
1,F1:validation:428,binding,11,24,validation,F1,24,11.626422882080078,predicate_distractor,1,24
1,F1:validation:518,binding,11,18,validation,F1,18,12.459145545959473,predicate_distractor,1,18
1,F1:validation:598,binding,11,26,validation,F1,26,15.336409568786621,reversed,1,26
1,F1:validation:634,binding,11,26,validation,F1,26,12.048967361450195,canonical,1,26
1,F1:validation:78,binding,11,22,validation,F1,22,11.750989437103271,constant_distractor,1,22
1,F1:validation:238,binding,11,26,validation,F1,26,16.743584632873535,predicate_distractor,1,26
1,F1:validation:138,binding,11,22,validation,F1,22,15.542102098464966,predicate_distractor,1,22
1,F1:validation:249,binding,11,25,validation,F1,25,11.660996437072754,canonical,1,25
1,F1:validation:210,binding,11,22,validation,F1,22,13.860292434692383,reversed,1,22
1,F1:validation:135,binding,11,19,validation,F1,19,11.469118118286133,predicate_distractor,1,19
1,F1:validation:594,binding,11,22,validation,F1,22,11.81434154510498,reversed,1,22
1,F1:validation:223,binding,11,23,validation,F1,23,15.282118797302246,constant_distractor,1,23
1,F1:validation:430,binding,11,26,validation,F1,26,9.288375854492188,predicate_distractor,1,26
1,F1:validation:260,binding,11,24,validation,F1,24,12.591480255126953,reversed,1,24
1,F1:validation:119,binding,11,27,validation,F1,27,10.608485221862793,reversed,1,27
1,F1:validation:179,binding,11,27,validation,F1,27,11.51048755645752,constant_distractor,1,27
1,F1:validation:693,binding,11,25,validation,F1,25,10.291885375976562,reversed,1,25
1,F1:validation:170,binding,11,18,validation,F1,18,10.769173622131348,constant_distractor,1,18
1,F1:validation:75,binding,11,19,validation,F1,19,12.92015266418457,constant_distractor,1,19
1,F1:validation:294,binding,11,22,validation,F1,22,8.334958553314209,canonical,1,22
1,F1:validation:31,binding,11,23,validation,F1,23,12.079571723937988,constant_distractor,1,23
1,F1:validation:6,binding,11,22,validation,F1,22,8.001981735229492,canonical,1,22
1,F1:validation:213,binding,11,25,validation,F1,25,12.768669128417969,reversed,1,25
1,F1:validation:339,binding,11,19,validation,F1,19,11.519192695617676,canonical,1,19
1,F1:validation:372,binding,11,16,validation,F1,16,12.652948379516602,predicate_distractor,1,16
1,F1:validation:356,binding,11,24,validation,F1,24,13.192787170410156,reversed,1,24
1,F1:validation:437,binding,11,21,validation,F1,21,11.898195266723633,canonical,1,21
1,F1:validation:409,binding,11,17,validation,F1,17,12.313562393188477,constant_distractor,1,17
1,F1:validation:502,binding,11,26,validation,F1,26,10.062169075012207,reversed,1,26
1,F1:validation:198,binding,11,22,validation,F1,22,11.395793914794922,canonical,1,22
1,F1:validation:314,binding,11,18,validation,F1,18,11.517110824584961,constant_distractor,1,18
1,F1:validation:618,binding,11,22,validation,F1,22,13.284555435180664,predicate_distractor,1,22
1,F1:validation:762,binding,11,22,validation,F1,22,11.985411643981934,predicate_distractor,1,22
1,F1:validation:144,binding,11,16,validation,F1,16,12.096580505371094,canonical,1,16
1,F1:validation:385,binding,11,17,validation,F1,17,9.389595031738281,canonical,1,17
1,F1:validation:310,binding,11,26,validation,F1,26,9.526329040527344,reversed,1,26
1,F1:validation:360,binding,11,16,validation,F1,16,8.996650695800781,constant_distractor,1,16
1,F1:validation:290,binding,11,18,validation,F1,18,10.52741813659668,canonical,1,18
1,F1:validation:308,binding,11,24,validation,F1,24,12.629334926605225,reversed,1,24
1,F1:validation:106,binding,11,26,validation,F1,26,12.702713012695312,canonical,1,26
1,F1:validation:723,binding,11,19,validation,F1,19,13.61316204071045,canonical,1,19
1,F1:validation:411,binding,11,19,validation,F1,19,13.402294635772705,constant_distractor,1,19
1,F1:validation:707,binding,11,27,validation,F1,27,11.129510879516602,constant_distractor,1,27
1,F1:validation:402,binding,11,22,validation,F1,22,14.058406829833984,reversed,1,22
1,F1:validation:257,binding,11,21,validation,F1,21,12.26169490814209,reversed,1,21
1,F1:validation:335,binding,11,27,validation,F1,27,9.573905944824219,predicate_distractor,1,27
1,F1:validation:244,binding,11,20,validation,F1,20,10.271255493164062,canonical,1,20
1,F1:validation:269,binding,11,21,validation,F1,21,10.948407173156738,constant_distractor,1,21
1,F1:validation:45,binding,11,25,validation,F1,25,13.243063926696777,predicate_distractor,1,25
1,F1:validation:566,binding,11,18,validation,F1,18,9.871220111846924,predicate_distractor,1,18
1,F1:validation:284,binding,11,24,validation,F1,24,14.35781192779541,predicate_distractor,1,24
1,F1:validation:659,binding,11,27,validation,F1,27,10.839120864868164,constant_distractor,1,27
1,F1:validation:77,binding,11,21,validation,F1,21,10.669031143188477,constant_distractor,1,21
1,F1:validation:708,binding,11,16,validation,F1,16,13.313658714294434,predicate_distractor,1,16
1,F1:validation:258,binding,11,22,validation,F1,22,15.213490962982178,reversed,1,22
1,F1:validation:39,binding,11,19,validation,F1,19,14.312368392944336,predicate_distractor,1,19
1,F1:validation:311,binding,11,27,validation,F1,27,9.130714416503906,reversed,1,27
1,F1:validation:180,binding,11,16,validation,F1,16,13.920733451843262,predicate_distractor,1,16
1,F1:validation:343,binding,11,23,validation,F1,23,15.364726066589355,canonical,1,23
1,F1:validation:21,binding,11,25,validation,F1,25,10.92458724975586,reversed,1,25
1,F1:validation:197,binding,11,21,validation,F1,21,12.616902828216553,canonical,1,21
1,F1:validation:528,binding,11,16,validation,F1,16,12.933988571166992,canonical,1,16
1,F1:validation:55,binding,11,23,validation,F1,23,10.698556900024414,canonical,1,23
1,F1:validation:721,binding,11,17,validation,F1,17,11.79892635345459,canonical,1,17
1,F1:validation:330,binding,11,22,validation,F1,22,14.609862327575684,predicate_distractor,1,22
1,F1:validation:529,binding,11,17,validation,F1,17,13.06136417388916,canonical,1,17
1,F1:validation:250,binding,11,26,validation,F1,26,15.755556583404541,canonical,1,26
1,F1:validation:187,binding,11,23,validation,F1,23,12.959128379821777,predicate_distractor,1,23
1,F1:validation:92,binding,11,24,validation,F1,24,11.724943161010742,predicate_distractor,1,24
1,F1:validation:332,binding,11,24,validation,F1,24,13.40426778793335,predicate_distractor,1,24
1,F1:validation:293,binding,11,21,validation,F1,21,11.151469230651855,canonical,1,21
1,F1:validation:71,binding,11,27,validation,F1,27,13.943527698516846,reversed,1,27
1,F1:validation:556,binding,11,20,validation,F1,20,14.774848937988281,constant_distractor,1,20
1,F1:validation:303,binding,11,19,validation,F1,19,11.36768913269043,reversed,1,19
1,F1:validation:340,binding,11,20,validation,F1,20,12.200828552246094,canonical,1,20
1,F1:validation:287,binding,11,27,validation,F1,27,11.550247192382812,predicate_distractor,1,27
1,F1:validation:656,binding,11,24,validation,F1,24,14.904847621917725,constant_distractor,1,24
1,F1:validation:236,binding,11,24,validation,F1,24,12.527614116668701,predicate_distractor,1,24
1,F1:validation:470,binding,11,18,validation,F1,18,12.391477584838867,predicate_distractor,1,18
1,F1:validation:739,binding,11,23,validation,F1,23,10.372760772705078,reversed,1,23
1,F1:validation:591,binding,11,19,validation,F1,19,13.43421459197998,reversed,1,19
1,F1:validation:689,binding,11,21,validation,F1,21,10.474601745605469,reversed,1,21
1,F1:validation:206,binding,11,18,validation,F1,18,12.673394680023193,reversed,1,18
1,F1:validation:680,binding,11,24,validation,F1,24,7.384539604187012,canonical,1,24
1,F1:validation:607,binding,11,23,validation,F1,23,13.757905960083008,constant_distractor,1,23
1,F1:validation:572,binding,11,24,validation,F1,24,13.091353416442871,predicate_distractor,1,24
1,F1:validation:219,binding,11,19,validation,F1,19,16.507973670959473,constant_distractor,1,19
1,F1:validation:652,binding,11,20,validation,F1,20,8.259864807128906,constant_distractor,1,20
1,F1:validation:94,binding,11,26,validation,F1,26,14.579384803771973,predicate_distractor,1,26
1,F1:validation:3,binding,11,19,validation,F1,19,10.217324256896973,canonical,1,19
1,F1:validation:364,binding,11,20,validation,F1,20,11.994938373565674,constant_distractor,1,20
1,F1:validation:615,binding,11,19,validation,F1,19,15.443618774414062,predicate_distractor,1,19
1,F1:validation:120,binding,11,16,validation,F1,16,9.611194610595703,constant_distractor,1,16
1,F1:validation:755,binding,11,27,validation,F1,27,12.012974262237549,constant_distractor,1,27
1,F1:validation:567,binding,11,19,validation,F1,19,14.35046911239624,predicate_distractor,1,19
1,F1:validation:451,binding,11,23,validation,F1,23,10.169390678405762,reversed,1,23
1,F1:validation:352,binding,11,20,validation,F1,20,10.99329662322998,reversed,1,20
1,F1:validation:690,binding,11,22,validation,F1,22,13.168041229248047,reversed,1,22
1,F1:validation:321,binding,11,25,validation,F1,25,12.760247230529785,constant_distractor,1,25
1,F1:validation:344,binding,11,24,validation,F1,24,9.78186321258545,canonical,1,24
1,F1:validation:30,binding,11,22,validation,F1,22,12.849923610687256,constant_distractor,1,22
1,F1:validation:705,binding,11,25,validation,F1,25,12.434350967407227,constant_distractor,1,25
1,F1:validation:676,binding,11,20,validation,F1,20,12.251298904418945,canonical,1,20
1,F1:validation:619,binding,11,23,validation,F1,23,14.620844841003418,predicate_distractor,1,23
1,F1:validation:242,binding,11,18,validation,F1,18,10.959320068359375,canonical,1,18
1,F1:validation:608,binding,11,24,validation,F1,24,10.776165962219238,constant_distractor,1,24
1,F1:validation:418,binding,11,26,validation,F1,26,12.443083763122559,constant_distractor,1,26
1,F1:validation:487,binding,11,23,validation,F1,23,13.641006469726562,canonical,1,23
1,F1:validation:560,binding,11,24,validation,F1,24,13.460554122924805,constant_distractor,1,24
1,F1:validation:543,binding,11,19,validation,F1,19,12.682592391967773,reversed,1,19
1,F1:validation:91,binding,11,23,validation,F1,23,13.148477554321289,predicate_distractor,1,23
1,F1:validation:715,binding,11,23,validation,F1,23,9.830142974853516,predicate_distractor,1,23
1,F1:validation:635,binding,11,27,validation,F1,27,11.713007926940918,canonical,1,27
1,F1:validation:93,binding,11,25,validation,F1,25,15.000868797302246,predicate_distractor,1,25
1,F1:validation:73,binding,11,17,validation,F1,17,12.009081840515137,constant_distractor,1,17
1,F1:validation:117,binding,11,25,validation,F1,25,11.565258026123047,reversed,1,25
1,F1:validation:553,binding,11,17,validation,F1,17,11.73892068862915,constant_distractor,1,17
1,F1:validation:81,binding,11,25,validation,F1,25,11.175174713134766,constant_distractor,1,25
1,F1:validation:493,binding,11,17,validation,F1,17,10.284103393554688,reversed,1,17
1,F1:validation:620,binding,11,24,validation,F1,24,10.901891231536865,predicate_distractor,1,24
1,F1:validation:666,binding,11,22,validation,F1,22,15.252895832061768,predicate_distractor,1,22
1,F1:validation:412,binding,11,20,validation,F1,20,12.65131425857544,constant_distractor,1,20
1,F1:validation:345,binding,11,25,validation,F1,25,11.931191444396973,canonical,1,25
1,F1:validation:671,binding,11,27,validation,F1,27,10.05612850189209,predicate_distractor,1,27
1,F1:validation:679,binding,11,23,validation,F1,23,16.64216947555542,canonical,1,23
1,F1:validation:70,binding,11,26,validation,F1,26,15.93703556060791,reversed,1,26
1,F1:validation:373,binding,11,17,validation,F1,17,13.914343357086182,predicate_distractor,1,17
1,F1:validation:426,binding,11,22,validation,F1,22,11.525233268737793,predicate_distractor,1,22
1,F1:validation:220,binding,11,20,validation,F1,20,14.711228370666504,constant_distractor,1,20
1,F1:validation:240,binding,11,16,validation,F1,16,11.366782188415527,canonical,1,16
1,F1:validation:214,binding,11,26,validation,F1,26,13.333593368530273,reversed,1,26
1,F1:validation:17,binding,11,21,validation,F1,21,12.649029731750488,reversed,1,21
1,F1:validation:732,binding,11,16,validation,F1,16,13.667174339294434,reversed,1,16
1,F1:validation:262,binding,11,26,validation,F1,26,12.939445495605469,reversed,1,26
1,F1:validation:33,binding,11,25,validation,F1,25,11.63013744354248,constant_distractor,1,25
1,F1:validation:714,binding,11,22,validation,F1,22,13.248264789581299,predicate_distractor,1,22
1,F1:validation:410,binding,11,18,validation,F1,18,13.586127281188965,constant_distractor,1,18
1,F1:validation:554,binding,11,18,validation,F1,18,11.21570348739624,constant_distractor,1,18
1,F1:validation:575,binding,11,27,validation,F1,27,8.952110290527344,predicate_distractor,1,27
1,F1:validation:663,binding,11,19,validation,F1,19,11.49586296081543,predicate_distractor,1,19
1,F1:validation:196,binding,11,20,validation,F1,20,8.394381523132324,canonical,1,20
1,F1:validation:201,binding,11,25,validation,F1,25,15.99601936340332,canonical,1,25
1,F1:validation:382,binding,11,26,validation,F1,26,14.887938499450684,predicate_distractor,1,26
1,F1:validation:720,binding,11,16,validation,F1,16,13.494800567626953,canonical,1,16
1,F1:validation:481,binding,11,17,validation,F1,17,12.203162670135498,canonical,1,17
1,F1:validation:178,binding,11,26,validation,F1,26,13.086590766906738,constant_distractor,1,26
1,F1:validation:417,binding,11,25,validation,F1,25,12.749999523162842,constant_distractor,1,25
1,F1:validation:4,binding,11,20,validation,F1,20,10.615018844604492,canonical,1,20
1,F1:validation:259,binding,11,23,validation,F1,23,10.458162307739258,reversed,1,23
1,F1:validation:672,binding,11,16,validation,F1,16,12.227259635925293,canonical,1,16
1,F1:validation:703,binding,11,23,validation,F1,23,10.70180892944336,constant_distractor,1,23
1,F1:validation:495,binding,11,19,validation,F1,19,14.070216178894043,reversed,1,19
1,F1:validation:74,binding,11,18,validation,F1,18,11.728260040283203,constant_distractor,1,18
1,F1:validation:228,binding,11,16,validation,F1,16,14.775155067443848,predicate_distractor,1,16
1,F1:validation:753,binding,11,25,validation,F1,25,13.750746726989746,constant_distractor,1,25
1,F1:validation:757,binding,11,17,validation,F1,17,11.8319091796875,predicate_distractor,1,17
1,F1:validation:318,binding,11,22,validation,F1,22,13.843900203704834,constant_distractor,1,22
1,F1:validation:651,binding,11,19,validation,F1,19,12.27964973449707,constant_distractor,1,19
1,F1:validation:9,binding,11,25,validation,F1,25,8.692749977111816,canonical,1,25
1,F1:validation:270,binding,11,22,validation,F1,22,11.713480949401855,constant_distractor,1,22
1,F1:validation:255,binding,11,19,validation,F1,19,10.278483390808105,reversed,1,19
1,F1:validation:746,binding,11,18,validation,F1,18,11.684513092041016,constant_distractor,1,18
1,F1:validation:248,binding,11,24,validation,F1,24,11.032927513122559,canonical,1,24
1,F1:validation:333,binding,11,25,validation,F1,25,11.279524803161621,predicate_distractor,1,25
1,F1:validation:69,binding,11,25,validation,F1,25,17.426706314086914,reversed,1,25
1,F1:validation:609,binding,11,25,validation,F1,25,10.153037071228027,constant_distractor,1,25
1,F1:validation:498,binding,11,22,validation,F1,22,12.398474216461182,reversed,1,22
1,F1:validation:168,binding,11,16,validation,F1,16,14.775421619415283,constant_distractor,1,16
1,F1:validation:496,binding,11,20,validation,F1,20,10.546018600463867,reversed,1,20
1,F1:validation:134,binding,11,18,validation,F1,18,11.320893287658691,predicate_distractor,1,18
1,F1:validation:462,binding,11,22,validation,F1,22,12.472262382507324,constant_distractor,1,22
1,F1:validation:0,binding,11,16,validation,F1,16,12.933988571166992,canonical,1,16
1,F1:validation:701,binding,11,21,validation,F1,21,13.583158493041992,constant_distractor,1,21
1,F1:validation:177,binding,11,25,validation,F1,25,12.200130462646484,constant_distractor,1,25
1,F1:validation:397,binding,11,17,validation,F1,17,14.257471561431885,reversed,1,17
1,F1:validation:204,binding,11,16,validation,F1,16,13.86648941040039,reversed,1,16
1,F1:validation:380,binding,11,24,validation,F1,24,12.052926063537598,predicate_distractor,1,24
1,F1:validation:292,binding,11,20,validation,F1,20,11.382140159606934,canonical,1,20
1,F1:validation:285,binding,11,25,validation,F1,25,13.796632289886475,predicate_distractor,1,25
1,F1:validation:58,binding,11,26,validation,F1,26,13.480960845947266,canonical,1,26
1,F1:validation:582,binding,11,22,validation,F1,22,12.005042552947998,canonical,1,22
1,F1:validation:434,binding,11,18,validation,F1,18,10.774191856384277,canonical,1,18
1,F1:validation:716,binding,11,24,validation,F1,24,13.606099605560303,predicate_distractor,1,24
1,F1:validation:665,binding,11,21,validation,F1,21,12.872740268707275,predicate_distractor,1,21
1,F1:validation:286,binding,11,26,validation,F1,26,8.319613456726074,predicate_distractor,1,26
1,F1:validation:404,binding,11,24,validation,F1,24,13.35684585571289,reversed,1,24
1,F1:validation:183,binding,11,19,validation,F1,19,8.705950736999512,predicate_distractor,1,19
1,F1:validation:616,binding,11,20,validation,F1,20,12.37894058227539,predicate_distractor,1,20
1,F1:validation:427,binding,11,23,validation,F1,23,13.34434700012207,predicate_distractor,1,23
1,F1:validation:296,binding,11,24,validation,F1,24,9.903938293457031,canonical,1,24
1,F1:validation:227,binding,11,27,validation,F1,27,11.968291282653809,constant_distractor,1,27
1,F1:validation:644,binding,11,24,validation,F1,24,15.181396484375,reversed,1,24
1,F1:validation:41,binding,11,21,validation,F1,21,9.93574047088623,predicate_distractor,1,21
1,F1:validation:626,binding,11,18,validation,F1,18,12.45418930053711,canonical,1,18
1,F1:validation:568,binding,11,20,validation,F1,20,10.6196870803833,predicate_distractor,1,20
1,F1:validation:673,binding,11,17,validation,F1,17,11.306016445159912,canonical,1,17
1,F1:validation:192,binding,11,16,validation,F1,16,13.928001403808594,canonical,1,16
1,F1:validation:641,binding,11,21,validation,F1,21,11.314179420471191,reversed,1,21
1,F1:validation:515,binding,11,27,validation,F1,27,12.284223556518555,constant_distractor,1,27
1,F1:validation:685,binding,11,17,validation,F1,17,13.766854763031006,reversed,1,17
1,F1:validation:337,binding,11,17,validation,F1,17,10.235936164855957,canonical,1,17
1,F1:validation:256,binding,11,20,validation,F1,20,11.7062668800354,reversed,1,20
1,F1:validation:101,binding,11,21,validation,F1,21,9.317776679992676,canonical,1,21
1,F1:validation:347,binding,11,27,validation,F1,27,11.579365253448486,canonical,1,27
1,F1:validation:80,binding,11,24,validation,F1,24,12.796098232269287,constant_distractor,1,24
1,F1:validation:678,binding,11,22,validation,F1,22,11.533811569213867,canonical,1,22
1,F1:validation:267,binding,11,19,validation,F1,19,16.908366680145264,constant_distractor,1,19
1,F1:validation:174,binding,11,22,validation,F1,22,13.82904863357544,constant_distractor,1,22
1,F1:validation:307,binding,11,23,validation,F1,23,13.428634643554688,reversed,1,23
1,F1:validation:131,binding,11,27,validation,F1,27,11.644902229309082,constant_distractor,1,27
1,F1:validation:442,binding,11,26,validation,F1,26,16.46690845489502,canonical,1,26
1,F1:validation:185,binding,11,21,validation,F1,21,12.403008460998535,predicate_distractor,1,21
1,F1:validation:319,binding,11,23,validation,F1,23,9.401044845581055,constant_distractor,1,23
1,F1:validation:246,binding,11,22,validation,F1,22,11.066868782043457,canonical,1,22
1,F1:validation:98,binding,11,18,validation,F1,18,12.76923942565918,canonical,1,18
1,F1:validation:391,binding,11,23,validation,F1,23,13.755449295043945,canonical,1,23
1,F1:validation:574,binding,11,26,validation,F1,26,12.669623374938965,predicate_distractor,1,26
1,F1:validation:584,binding,11,24,validation,F1,24,10.016714572906494,canonical,1,24
1,F1:validation:622,binding,11,26,validation,F1,26,12.532601356506348,predicate_distractor,1,26
1,F1:validation:195,binding,11,19,validation,F1,19,13.552059650421143,canonical,1,19
1,F1:validation:583,binding,11,23,validation,F1,23,10.242319107055664,canonical,1,23
1,F1:validation:162,binding,11,22,validation,F1,22,13.168041229248047,reversed,1,22
1,F1:validation:389,binding,11,21,validation,F1,21,11.844747543334961,canonical,1,21
1,F1:validation:450,binding,11,22,validation,F1,22,11.992081642150879,reversed,1,22
1,F1:validation:128,binding,11,24,validation,F1,24,14.481669425964355,constant_distractor,1,24
1,F1:validation:463,binding,11,23,validation,F1,23,10.57999038696289,constant_distractor,1,23
1,F1:validation:431,binding,11,27,validation,F1,27,11.889707565307617,predicate_distractor,1,27
1,F1:validation:182,binding,11,18,validation,F1,18,12.067614078521729,predicate_distractor,1,18
1,F1:validation:89,binding,11,21,validation,F1,21,9.567056655883789,predicate_distractor,1,21
1,F1:validation:436,binding,11,20,validation,F1,20,10.442102432250977,canonical,1,20
1,F1:validation:748,binding,11,20,validation,F1,20,9.448363304138184,constant_distractor,1,20
1,F1:validation:478,binding,11,26,validation,F1,26,14.06020212173462,predicate_distractor,1,26
1,F1:validation:415,binding,11,23,validation,F1,23,12.516020774841309,constant_distractor,1,23
1,F1:validation:447,binding,11,19,validation,F1,19,11.90929126739502,reversed,1,19
1,F1:validation:535,binding,11,23,validation,F1,23,7.883913040161133,canonical,1,23
1,F1:validation:653,binding,11,21,validation,F1,21,13.444750308990479,constant_distractor,1,21
1,F1:validation:464,binding,11,24,validation,F1,24,11.601578712463379,constant_distractor,1,24
1,F1:validation:379,binding,11,23,validation,F1,23,13.846062660217285,predicate_distractor,1,23
1,F1:validation:5,binding,11,21,validation,F1,21,13.224382877349854,canonical,1,21
1,F1:validation:265,binding,11,17,validation,F1,17,11.838722229003906,constant_distractor,1,17
1,F1:validation:562,binding,11,26,validation,F1,26,11.183946132659912,constant_distractor,1,26
1,F1:validation:300,binding,11,16,validation,F1,16,10.695328712463379,reversed,1,16
1,F1:validation:422,binding,11,18,validation,F1,18,10.748327255249023,predicate_distractor,1,18
1,F1:validation:500,binding,11,24,validation,F1,24,12.264799118041992,reversed,1,24
1,F1:validation:491,binding,11,27,validation,F1,27,11.399548530578613,canonical,1,27
1,F1:validation:669,binding,11,25,validation,F1,25,10.829102516174316,predicate_distractor,1,25
1,F1:validation:711,binding,11,19,validation,F1,19,12.014819145202637,predicate_distractor,1,19
1,F1:validation:186,binding,11,22,validation,F1,22,13.232877731323242,predicate_distractor,1,22
1,F1:validation:524,binding,11,24,validation,F1,24,10.563777923583984,predicate_distractor,1,24
1,F1:validation:155,binding,11,27,validation,F1,27,11.44880199432373,canonical,1,27
1,F1:validation:764,binding,11,24,validation,F1,24,13.359704494476318,predicate_distractor,1,24
1,F1:validation:468,binding,11,16,validation,F1,16,5.433167457580566,predicate_distractor,1,16
1,F1:validation:370,binding,11,26,validation,F1,26,15.121072769165039,constant_distractor,1,26
1,F1:validation:365,binding,11,21,validation,F1,21,10.706957817077637,constant_distractor,1,21
1,F1:validation:722,binding,11,18,validation,F1,18,10.342524528503418,canonical,1,18
1,F1:validation:229,binding,11,17,validation,F1,17,12.138611793518066,predicate_distractor,1,17
1,F1:validation:194,binding,11,18,validation,F1,18,10.335312366485596,canonical,1,18
1,F1:validation:253,binding,11,17,validation,F1,17,11.75483751296997,reversed,1,17
1,F1:validation:593,binding,11,21,validation,F1,21,13.53230905532837,reversed,1,21
1,F1:validation:667,binding,11,23,validation,F1,23,10.637285232543945,predicate_distractor,1,23
1,F1:validation:108,binding,11,16,validation,F1,16,15.29744577407837,reversed,1,16
1,F1:validation:56,binding,11,24,validation,F1,24,9.97499704360962,canonical,1,24
1,F1:validation:124,binding,11,20,validation,F1,20,11.826240539550781,constant_distractor,1,20
1,F1:validation:687,binding,11,19,validation,F1,19,10.43653678894043,reversed,1,19
