branching,distractors,evaluation_axis,example_id,label_mode,model_depth,model_seed,output_entropy,position_mode,predicate,required_path,sequence_length,target_margin,target_probability,target_rank,template_id,top1_correct,total_depth,tree_seed
2,4,depth_path,test:root:D2:d2:b2:N4:t1:paligned:tree307:i9,arbitrary,6,11,1.7735795974731445,aligned,root,2,15,-0.5214786529541016,0.2959108054637909,2,1,0,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t2:paligned:tree307:i10,arbitrary,6,11,2.2497406005859375,aligned,root,2,15,-4.240495681762695,0.0073458789847791195,18,2,0,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t3:paligned:tree307:i11,arbitrary,6,11,0.8366867303848267,aligned,root,2,15,-1.2757349014282227,0.20888973772525787,2,3,0,2,307
2,4,depth_path,test:parent:D2:d1:b2:N4:t0:prandomized:tree101:i4,arbitrary,6,11,0.9187150001525879,randomized,parent,1,16,-1.5731172561645508,0.15733163058757782,2,0,0,2,101
2,4,depth_path,test:parent:D2:d1:b2:N4:t3:prandomized:tree101:i15,arbitrary,6,11,1.120797038078308,randomized,parent,1,16,2.496771812438965,0.7748976349830627,1,3,1,2,101
2,4,depth_path,test:parent:D2:d1:b2:N4:t2:prandomized:tree211:i6,arbitrary,6,11,0.16701868176460266,randomized,parent,1,16,5.477998733520508,0.9798566699028015,1,2,1,2,211
2,4,depth_path,test:parent:D2:d1:b2:N4:t2:prandomized:tree211:i14,arbitrary,6,11,3.7689924240112305,randomized,parent,1,16,0.26331615447998047,0.12353136390447617,1,2,1,2,211
2,4,depth_path,test:parent:D2:d1:b2:N4:t0:prandomized:tree307:i4,arbitrary,6,11,0.808232307434082,randomized,parent,1,16,2.14666748046875,0.8292345404624939,1,0,1,2,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree101:i0,arbitrary,6,11,1.165181040763855,aligned,parent,1,16,1.6136789321899414,0.7336921095848083,1,0,1,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree101:i1,arbitrary,6,11,3.2495508193969727,aligned,parent,1,16,-0.6881165504455566,0.11835911870002747,2,1,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree101:i2,arbitrary,6,11,2.6417741775512695,aligned,parent,1,16,-2.452219009399414,0.04053173586726189,4,2,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree101:i3,arbitrary,6,11,2.574373245239258,aligned,parent,1,16,-3.9085965156555176,0.005858330987393856,16,3,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:prandomized:tree101:i7,arbitrary,6,11,3.6087608337402344,randomized,parent,1,16,0.6946468353271484,0.17417986690998077,1,3,1,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree101:i8,arbitrary,6,11,1.7363286018371582,aligned,parent,1,16,-1.1187477111816406,0.1337989866733551,3,0,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree101:i9,arbitrary,6,11,0.6658401489257812,aligned,parent,1,16,-4.130684852600098,0.014447353780269623,3,1,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree101:i10,arbitrary,6,11,3.1259875297546387,aligned,parent,1,16,-2.5919008255004883,0.02528192847967148,7,2,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree101:i11,arbitrary,6,11,2.555966377258301,aligned,parent,1,16,0.5996322631835938,0.3636012077331543,1,3,1,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree211:i0,arbitrary,6,11,1.6665706634521484,aligned,parent,1,16,2.507256507873535,0.694509744644165,1,0,1,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree211:i1,arbitrary,6,11,2.818058967590332,aligned,parent,1,16,0.8020858764648438,0.331481009721756,1,1,1,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree211:i2,arbitrary,6,11,0.7351580858230591,aligned,parent,1,16,4.009140968322754,0.8910742998123169,1,2,1,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree211:i3,arbitrary,6,11,2.670928478240967,aligned,parent,1,16,-1.3166580200195312,0.10798784345388412,2,3,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree211:i8,arbitrary,6,11,0.8461313247680664,aligned,parent,1,16,3.01503849029541,0.8621599674224854,1,0,1,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree211:i9,arbitrary,6,11,1.3267254829406738,aligned,parent,1,16,-5.163109302520752,0.003947940189391375,11,1,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree211:i10,arbitrary,6,11,0.10741829872131348,aligned,parent,1,16,5.261963844299316,0.9866799712181091,1,2,1,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree211:i11,arbitrary,6,11,2.0393781661987305,aligned,parent,1,16,-2.368527889251709,0.05553792044520378,2,3,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree307:i0,arbitrary,6,11,3.6353812217712402,aligned,parent,1,16,0.1501598358154297,0.1265915483236313,1,0,1,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree307:i1,arbitrary,6,11,2.374124050140381,aligned,parent,1,16,1.0487966537475586,0.4271627366542816,1,1,1,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree307:i2,arbitrary,6,11,0.5044353604316711,aligned,parent,1,16,4.115880012512207,0.9256972074508667,1,2,1,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree307:i3,arbitrary,6,11,1.3454972505569458,aligned,parent,1,16,-0.956878662109375,0.22508551180362701,2,3,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree307:i8,arbitrary,6,11,1.8983317613601685,aligned,parent,1,16,-1.143930435180664,0.17423184216022491,2,0,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree307:i9,arbitrary,6,11,1.9640238285064697,aligned,parent,1,16,0.3050680160522461,0.42269057035446167,1,1,1,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree307:i10,arbitrary,6,11,1.2150146961212158,aligned,parent,1,16,0.954376220703125,0.6256517767906189,1,2,1,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree307:i11,arbitrary,6,11,1.8662620782852173,aligned,parent,1,16,-3.935378074645996,0.012812469154596329,8,3,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:prandomized:tree307:i15,arbitrary,6,11,2.3515498638153076,randomized,parent,1,16,0.02503490447998047,0.233220174908638,1,3,1,3,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:prandomized:tree101:i4,arbitrary,6,11,0.9161750078201294,randomized,grandparent,2,16,1.5696744918823242,0.7586814761161804,1,0,1,2,101
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t3:prandomized:tree101:i15,arbitrary,6,11,1.176760196685791,randomized,grandparent,2,16,-2.5941038131713867,0.05675465986132622,3,3,0,2,101
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:prandomized:tree211:i6,arbitrary,6,11,0.16843706369400024,randomized,grandparent,2,16,-8.208158493041992,0.0002668852102942765,17,2,0,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:prandomized:tree211:i14,arbitrary,6,11,3.769136667251587,randomized,grandparent,2,16,-0.2639312744140625,0.09477759897708893,2,2,0,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:prandomized:tree307:i4,arbitrary,6,11,0.8479329347610474,randomized,grandparent,2,16,-2.0493545532226562,0.1051752045750618,2,0,0,2,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree101:i0,arbitrary,6,11,1.165497064590454,aligned,grandparent,2,16,-1.6163139343261719,0.14576826989650726,2,0,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree101:i1,arbitrary,6,11,3.2262234687805176,aligned,grandparent,2,16,-1.7088065147399902,0.040837060660123825,5,1,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree101:i2,arbitrary,6,11,2.4222261905670166,aligned,grandparent,2,16,1.921041488647461,0.5341671705245972,1,2,1,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree101:i3,arbitrary,6,11,2.566889762878418,aligned,grandparent,2,16,0.34826087951660156,0.3105774223804474,1,3,1,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:prandomized:tree101:i7,arbitrary,6,11,3.6463561058044434,randomized,grandparent,2,16,-3.4296183586120605,0.005410746205598116,37,3,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree101:i8,arbitrary,6,11,1.7350828647613525,aligned,grandparent,2,16,-0.2189006805419922,0.3293174207210541,2,0,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree101:i9,arbitrary,6,11,0.6662380695343018,aligned,grandparent,2,16,-5.88164758682251,0.0025075417943298817,9,1,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree101:i10,arbitrary,6,11,3.165708065032959,aligned,grandparent,2,16,1.4934873580932617,0.3298017680644989,1,2,1,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree101:i11,arbitrary,6,11,2.568783760070801,aligned,grandparent,2,16,-1.153712272644043,0.11327371746301651,3,3,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree211:i0,arbitrary,6,11,1.6760344505310059,aligned,grandparent,2,16,-4.555323600769043,0.007294206414371729,12,0,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree211:i1,arbitrary,6,11,2.9502925872802734,aligned,grandparent,2,16,-1.085916519165039,0.09333540499210358,4,1,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree211:i2,arbitrary,6,11,0.7260020971298218,aligned,grandparent,2,16,-6.8484649658203125,0.000945958134252578,25,2,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree211:i3,arbitrary,6,11,2.672091484069824,aligned,grandparent,2,16,-1.5914692878723145,0.0814671441912651,3,3,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree211:i8,arbitrary,6,11,0.8478693962097168,aligned,grandparent,2,16,-3.006143569946289,0.04263710975646973,2,0,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree211:i9,arbitrary,6,11,1.015911340713501,aligned,grandparent,2,16,-1.8240137100219727,0.1261734664440155,2,1,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree211:i10,arbitrary,6,11,0.10859671980142593,aligned,grandparent,2,16,-9.689480781555176,6.109711830504239e-05,25,2,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree211:i11,arbitrary,6,11,2.0407018661499023,aligned,grandparent,2,16,2.3657960891723633,0.5928077697753906,1,3,1,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree307:i0,arbitrary,6,11,3.6351895332336426,aligned,grandparent,2,16,-0.3912019729614258,0.0857449546456337,3,0,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree307:i1,arbitrary,6,11,2.406369209289551,aligned,grandparent,2,16,-2.2361602783203125,0.0440981425344944,5,1,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree307:i2,arbitrary,6,11,0.504314661026001,aligned,grandparent,2,16,-7.880015850067139,0.0003501294122543186,32,2,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree307:i3,arbitrary,6,11,1.3388632535934448,aligned,grandparent,2,16,0.9756746292114258,0.5897451639175415,1,3,1,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree307:i8,arbitrary,6,11,1.7204413414001465,aligned,grandparent,2,16,1.670522689819336,0.630236804485321,1,0,1,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree307:i9,arbitrary,6,11,1.907556176185608,aligned,grandparent,2,16,-2.058871269226074,0.05189286917448044,3,1,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree307:i10,arbitrary,6,11,1.2204170227050781,aligned,grandparent,2,16,-0.9218845367431641,0.24662917852401733,2,2,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree307:i11,arbitrary,6,11,1.876070261001587,aligned,grandparent,2,16,2.4785642623901367,0.6521458625793457,1,3,1,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:prandomized:tree307:i15,arbitrary,6,11,2.3433070182800293,randomized,grandparent,2,16,-0.3757486343383789,0.1801748424768448,3,3,0,3,307
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t0:paligned:tree101:i0,arbitrary,6,11,1.074509859085083,aligned,ancestor_k,1,16,2.311488151550293,0.7945482134819031,1,0,1,2,101
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t1:paligned:tree101:i1,arbitrary,6,11,2.5166330337524414,aligned,ancestor_k,1,16,0.16254711151123047,0.3336469233036041,1,1,1,2,101
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t2:paligned:tree101:i2,arbitrary,6,11,1.2644057273864746,aligned,ancestor_k,1,16,-1.5642681121826172,0.14818187057971954,2,2,0,2,101
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t3:paligned:tree101:i3,arbitrary,6,11,0.768962025642395,aligned,ancestor_k,1,16,2.8965110778808594,0.8626925349235535,1,3,1,2,101
