branching,correct,depth,distractors,example_id,failure,generated_action_tokens,machine,model_forwards,oracle_controller,prompt_tokens,result_type,run_id,shuffled,stage,termination_correct,tool_calls,tool_execution_is_model_reasoning,tool_strength,total_context_tokens
1,True,1,0,matched:K1:8,,6,M4,2,True,8,reference_oracle,matched:K1:8:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:9,,6,M4,2,True,8,reference_oracle,matched:K1:9:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:9,,6,M4,2,True,8,reference_oracle,matched:K1:9:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:9,,6,M4,2,True,8,reference_oracle,matched:K1:9:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:10,,6,M4,2,True,8,reference_oracle,matched:K1:10:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:10,,6,M4,2,True,8,reference_oracle,matched:K1:10:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:10,,6,M4,2,True,8,reference_oracle,matched:K1:10:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:11,,6,M4,2,True,8,reference_oracle,matched:K1:11:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:11,,6,M4,2,True,8,reference_oracle,matched:K1:11:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:11,,6,M4,2,True,8,reference_oracle,matched:K1:11:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:12,,6,M4,2,True,8,reference_oracle,matched:K1:12:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:12,,6,M4,2,True,8,reference_oracle,matched:K1:12:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:12,,6,M4,2,True,8,reference_oracle,matched:K1:12:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:13,,6,M4,2,True,8,reference_oracle,matched:K1:13:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:13,,6,M4,2,True,8,reference_oracle,matched:K1:13:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:13,,6,M4,2,True,8,reference_oracle,matched:K1:13:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:14,,6,M4,2,True,8,reference_oracle,matched:K1:14:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:14,,6,M4,2,True,8,reference_oracle,matched:K1:14:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:14,,6,M4,2,True,8,reference_oracle,matched:K1:14:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:15,,6,M4,2,True,8,reference_oracle,matched:K1:15:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:15,,6,M4,2,True,8,reference_oracle,matched:K1:15:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:15,,6,M4,2,True,8,reference_oracle,matched:K1:15:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:16,,6,M4,2,True,8,reference_oracle,matched:K1:16:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:16,,6,M4,2,True,8,reference_oracle,matched:K1:16:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:16,,6,M4,2,True,8,reference_oracle,matched:K1:16:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:17,,6,M4,2,True,8,reference_oracle,matched:K1:17:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:17,,6,M4,2,True,8,reference_oracle,matched:K1:17:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:17,,6,M4,2,True,8,reference_oracle,matched:K1:17:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:18,,6,M4,2,True,8,reference_oracle,matched:K1:18:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:18,,6,M4,2,True,8,reference_oracle,matched:K1:18:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:18,,6,M4,2,True,8,reference_oracle,matched:K1:18:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:19,,6,M4,2,True,8,reference_oracle,matched:K1:19:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:19,,6,M4,2,True,8,reference_oracle,matched:K1:19:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:19,,6,M4,2,True,8,reference_oracle,matched:K1:19:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:20,,6,M4,2,True,8,reference_oracle,matched:K1:20:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:20,,6,M4,2,True,8,reference_oracle,matched:K1:20:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:20,,6,M4,2,True,8,reference_oracle,matched:K1:20:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:21,,6,M4,2,True,8,reference_oracle,matched:K1:21:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:21,,6,M4,2,True,8,reference_oracle,matched:K1:21:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:21,,6,M4,2,True,8,reference_oracle,matched:K1:21:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:22,,6,M4,2,True,8,reference_oracle,matched:K1:22:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:22,,6,M4,2,True,8,reference_oracle,matched:K1:22:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:22,,6,M4,2,True,8,reference_oracle,matched:K1:22:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:23,,6,M4,2,True,8,reference_oracle,matched:K1:23:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:23,,6,M4,2,True,8,reference_oracle,matched:K1:23:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:23,,6,M4,2,True,8,reference_oracle,matched:K1:23:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:24,,6,M4,2,True,8,reference_oracle,matched:K1:24:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:24,,6,M4,2,True,8,reference_oracle,matched:K1:24:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:24,,6,M4,2,True,8,reference_oracle,matched:K1:24:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:25,,6,M4,2,True,8,reference_oracle,matched:K1:25:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:25,,6,M4,2,True,8,reference_oracle,matched:K1:25:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:25,,6,M4,2,True,8,reference_oracle,matched:K1:25:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:26,,6,M4,2,True,8,reference_oracle,matched:K1:26:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:26,,6,M4,2,True,8,reference_oracle,matched:K1:26:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:26,,6,M4,2,True,8,reference_oracle,matched:K1:26:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:27,,6,M4,2,True,8,reference_oracle,matched:K1:27:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:27,,6,M4,2,True,8,reference_oracle,matched:K1:27:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:27,,6,M4,2,True,8,reference_oracle,matched:K1:27:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:28,,6,M4,2,True,8,reference_oracle,matched:K1:28:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:28,,6,M4,2,True,8,reference_oracle,matched:K1:28:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:28,,6,M4,2,True,8,reference_oracle,matched:K1:28:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:29,,6,M4,2,True,8,reference_oracle,matched:K1:29:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:29,,6,M4,2,True,8,reference_oracle,matched:K1:29:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:29,,6,M4,2,True,8,reference_oracle,matched:K1:29:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:30,,6,M4,2,True,8,reference_oracle,matched:K1:30:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:30,,6,M4,2,True,8,reference_oracle,matched:K1:30:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:30,,6,M4,2,True,8,reference_oracle,matched:K1:30:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:31,,6,M4,2,True,8,reference_oracle,matched:K1:31:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:31,,6,M4,2,True,8,reference_oracle,matched:K1:31:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:31,,6,M4,2,True,8,reference_oracle,matched:K1:31:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:32,,6,M4,2,True,8,reference_oracle,matched:K1:32:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:32,,6,M4,2,True,8,reference_oracle,matched:K1:32:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:32,,6,M4,2,True,8,reference_oracle,matched:K1:32:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:33,,6,M4,2,True,8,reference_oracle,matched:K1:33:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:33,,6,M4,2,True,8,reference_oracle,matched:K1:33:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:33,,6,M4,2,True,8,reference_oracle,matched:K1:33:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:34,,6,M4,2,True,8,reference_oracle,matched:K1:34:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:34,,6,M4,2,True,8,reference_oracle,matched:K1:34:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:34,,6,M4,2,True,8,reference_oracle,matched:K1:34:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:35,,6,M4,2,True,8,reference_oracle,matched:K1:35:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:35,,6,M4,2,True,8,reference_oracle,matched:K1:35:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:35,,6,M4,2,True,8,reference_oracle,matched:K1:35:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:36,,6,M4,2,True,8,reference_oracle,matched:K1:36:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:36,,6,M4,2,True,8,reference_oracle,matched:K1:36:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:36,,6,M4,2,True,8,reference_oracle,matched:K1:36:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:37,,6,M4,2,True,8,reference_oracle,matched:K1:37:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:37,,6,M4,2,True,8,reference_oracle,matched:K1:37:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:37,,6,M4,2,True,8,reference_oracle,matched:K1:37:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:38,,6,M4,2,True,8,reference_oracle,matched:K1:38:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:38,,6,M4,2,True,8,reference_oracle,matched:K1:38:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:38,,6,M4,2,True,8,reference_oracle,matched:K1:38:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:39,,6,M4,2,True,8,reference_oracle,matched:K1:39:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:39,,6,M4,2,True,8,reference_oracle,matched:K1:39:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:39,,6,M4,2,True,8,reference_oracle,matched:K1:39:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:40,,6,M4,2,True,8,reference_oracle,matched:K1:40:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:40,,6,M4,2,True,8,reference_oracle,matched:K1:40:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:40,,6,M4,2,True,8,reference_oracle,matched:K1:40:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:41,,6,M4,2,True,8,reference_oracle,matched:K1:41:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:41,,6,M4,2,True,8,reference_oracle,matched:K1:41:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:41,,6,M4,2,True,8,reference_oracle,matched:K1:41:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:42,,6,M4,2,True,8,reference_oracle,matched:K1:42:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:42,,6,M4,2,True,8,reference_oracle,matched:K1:42:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:42,,6,M4,2,True,8,reference_oracle,matched:K1:42:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:43,,6,M4,2,True,8,reference_oracle,matched:K1:43:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:43,,6,M4,2,True,8,reference_oracle,matched:K1:43:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:43,,6,M4,2,True,8,reference_oracle,matched:K1:43:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:44,,6,M4,2,True,8,reference_oracle,matched:K1:44:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:44,,6,M4,2,True,8,reference_oracle,matched:K1:44:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:44,,6,M4,2,True,8,reference_oracle,matched:K1:44:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:45,,6,M4,2,True,8,reference_oracle,matched:K1:45:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:45,,6,M4,2,True,8,reference_oracle,matched:K1:45:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:45,,6,M4,2,True,8,reference_oracle,matched:K1:45:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:46,,6,M4,2,True,8,reference_oracle,matched:K1:46:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:46,,6,M4,2,True,8,reference_oracle,matched:K1:46:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:46,,6,M4,2,True,8,reference_oracle,matched:K1:46:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:47,,6,M4,2,True,8,reference_oracle,matched:K1:47:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:47,,6,M4,2,True,8,reference_oracle,matched:K1:47:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:47,,6,M4,2,True,8,reference_oracle,matched:K1:47:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:48,,6,M4,2,True,8,reference_oracle,matched:K1:48:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:48,,6,M4,2,True,8,reference_oracle,matched:K1:48:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:48,,6,M4,2,True,8,reference_oracle,matched:K1:48:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:49,,6,M4,2,True,8,reference_oracle,matched:K1:49:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:49,,6,M4,2,True,8,reference_oracle,matched:K1:49:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:49,,6,M4,2,True,8,reference_oracle,matched:K1:49:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:50,,6,M4,2,True,8,reference_oracle,matched:K1:50:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:50,,6,M4,2,True,8,reference_oracle,matched:K1:50:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:50,,6,M4,2,True,8,reference_oracle,matched:K1:50:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:51,,6,M4,2,True,8,reference_oracle,matched:K1:51:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:51,,6,M4,2,True,8,reference_oracle,matched:K1:51:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:51,,6,M4,2,True,8,reference_oracle,matched:K1:51:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:52,,6,M4,2,True,8,reference_oracle,matched:K1:52:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:52,,6,M4,2,True,8,reference_oracle,matched:K1:52:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:52,,6,M4,2,True,8,reference_oracle,matched:K1:52:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:53,,6,M4,2,True,8,reference_oracle,matched:K1:53:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:53,,6,M4,2,True,8,reference_oracle,matched:K1:53:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:53,,6,M4,2,True,8,reference_oracle,matched:K1:53:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:54,,6,M4,2,True,8,reference_oracle,matched:K1:54:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:54,,6,M4,2,True,8,reference_oracle,matched:K1:54:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:54,,6,M4,2,True,8,reference_oracle,matched:K1:54:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:55,,6,M4,2,True,8,reference_oracle,matched:K1:55:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:55,,6,M4,2,True,8,reference_oracle,matched:K1:55:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:55,,6,M4,2,True,8,reference_oracle,matched:K1:55:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:56,,6,M4,2,True,8,reference_oracle,matched:K1:56:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:56,,6,M4,2,True,8,reference_oracle,matched:K1:56:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:56,,6,M4,2,True,8,reference_oracle,matched:K1:56:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:57,,6,M4,2,True,8,reference_oracle,matched:K1:57:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:57,,6,M4,2,True,8,reference_oracle,matched:K1:57:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:57,,6,M4,2,True,8,reference_oracle,matched:K1:57:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:58,,6,M4,2,True,8,reference_oracle,matched:K1:58:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:58,,6,M4,2,True,8,reference_oracle,matched:K1:58:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:58,,6,M4,2,True,8,reference_oracle,matched:K1:58:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:59,,6,M4,2,True,8,reference_oracle,matched:K1:59:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:59,,6,M4,2,True,8,reference_oracle,matched:K1:59:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:59,,6,M4,2,True,8,reference_oracle,matched:K1:59:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:60,,6,M4,2,True,8,reference_oracle,matched:K1:60:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:60,,6,M4,2,True,8,reference_oracle,matched:K1:60:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:60,,6,M4,2,True,8,reference_oracle,matched:K1:60:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:61,,6,M4,2,True,8,reference_oracle,matched:K1:61:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:61,,6,M4,2,True,8,reference_oracle,matched:K1:61:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:61,,6,M4,2,True,8,reference_oracle,matched:K1:61:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:62,,6,M4,2,True,8,reference_oracle,matched:K1:62:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:62,,6,M4,2,True,8,reference_oracle,matched:K1:62:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:62,,6,M4,2,True,8,reference_oracle,matched:K1:62:T3,False,R2,True,1,False,T3,14
1,True,1,0,matched:K1:63,,6,M4,2,True,8,reference_oracle,matched:K1:63:T1,False,R2,True,1,False,T1,14
1,True,1,0,matched:K1:63,,6,M4,2,True,8,reference_oracle,matched:K1:63:T2,False,R2,True,1,False,T2,14
1,True,1,0,matched:K1:63,,6,M4,2,True,8,reference_oracle,matched:K1:63:T3,False,R2,True,1,False,T3,14
1,True,2,0,matched:K2:0,,10,M4,3,True,12,reference_oracle,matched:K2:0:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:0,,10,M4,3,True,12,reference_oracle,matched:K2:0:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:0,,10,M4,3,True,12,reference_oracle,matched:K2:0:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:1,,10,M4,3,True,12,reference_oracle,matched:K2:1:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:1,,10,M4,3,True,12,reference_oracle,matched:K2:1:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:1,,10,M4,3,True,12,reference_oracle,matched:K2:1:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:2,,10,M4,3,True,12,reference_oracle,matched:K2:2:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:2,,10,M4,3,True,12,reference_oracle,matched:K2:2:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:2,,10,M4,3,True,12,reference_oracle,matched:K2:2:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:3,,10,M4,3,True,12,reference_oracle,matched:K2:3:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:3,,10,M4,3,True,12,reference_oracle,matched:K2:3:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:3,,10,M4,3,True,12,reference_oracle,matched:K2:3:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:4,,10,M4,3,True,12,reference_oracle,matched:K2:4:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:4,,10,M4,3,True,12,reference_oracle,matched:K2:4:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:4,,10,M4,3,True,12,reference_oracle,matched:K2:4:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:5,,10,M4,3,True,12,reference_oracle,matched:K2:5:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:5,,10,M4,3,True,12,reference_oracle,matched:K2:5:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:5,,10,M4,3,True,12,reference_oracle,matched:K2:5:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:6,,10,M4,3,True,12,reference_oracle,matched:K2:6:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:6,,10,M4,3,True,12,reference_oracle,matched:K2:6:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:6,,10,M4,3,True,12,reference_oracle,matched:K2:6:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:7,,10,M4,3,True,12,reference_oracle,matched:K2:7:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:7,,10,M4,3,True,12,reference_oracle,matched:K2:7:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:7,,10,M4,3,True,12,reference_oracle,matched:K2:7:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:8,,10,M4,3,True,12,reference_oracle,matched:K2:8:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:8,,10,M4,3,True,12,reference_oracle,matched:K2:8:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:8,,10,M4,3,True,12,reference_oracle,matched:K2:8:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:9,,10,M4,3,True,12,reference_oracle,matched:K2:9:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:9,,10,M4,3,True,12,reference_oracle,matched:K2:9:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:9,,10,M4,3,True,12,reference_oracle,matched:K2:9:T3,False,R1,True,2,False,T3,22
