candidate_count,current,expected,failure,result,run_id,step,tool_strength,valid
1,12,10,,10,matched:K1:32:T3,0,T3,True
1,71,54,,54,matched:K1:33:T1,0,T1,True
1,71,54,,54,matched:K1:33:T2,0,T2,True
1,71,54,,54,matched:K1:33:T3,0,T3,True
1,72,40,,40,matched:K1:34:T1,0,T1,True
1,72,40,,40,matched:K1:34:T2,0,T2,True
1,72,40,,40,matched:K1:34:T3,0,T3,True
1,56,51,,51,matched:K1:35:T1,0,T1,True
1,56,51,,51,matched:K1:35:T2,0,T2,True
1,56,51,,51,matched:K1:35:T3,0,T3,True
1,43,72,,72,matched:K1:36:T1,0,T1,True
1,43,72,,72,matched:K1:36:T2,0,T2,True
1,43,72,,72,matched:K1:36:T3,0,T3,True
1,47,12,,12,matched:K1:37:T1,0,T1,True
1,47,12,,12,matched:K1:37:T2,0,T2,True
1,47,12,,12,matched:K1:37:T3,0,T3,True
1,32,66,,66,matched:K1:38:T1,0,T1,True
1,32,66,,66,matched:K1:38:T2,0,T2,True
1,32,66,,66,matched:K1:38:T3,0,T3,True
1,55,29,,29,matched:K1:39:T1,0,T1,True
1,55,29,,29,matched:K1:39:T2,0,T2,True
1,55,29,,29,matched:K1:39:T3,0,T3,True
1,55,58,,58,matched:K1:40:T1,0,T1,True
1,55,58,,58,matched:K1:40:T2,0,T2,True
1,55,58,,58,matched:K1:40:T3,0,T3,True
1,64,36,,36,matched:K1:41:T1,0,T1,True
1,64,36,,36,matched:K1:41:T2,0,T2,True
1,64,36,,36,matched:K1:41:T3,0,T3,True
1,23,16,,16,matched:K1:42:T1,0,T1,True
1,23,16,,16,matched:K1:42:T2,0,T2,True
1,23,16,,16,matched:K1:42:T3,0,T3,True
1,31,59,,59,matched:K1:43:T1,0,T1,True
1,31,59,,59,matched:K1:43:T2,0,T2,True
1,31,59,,59,matched:K1:43:T3,0,T3,True
1,25,55,,55,matched:K1:44:T1,0,T1,True
1,25,55,,55,matched:K1:44:T2,0,T2,True
1,25,55,,55,matched:K1:44:T3,0,T3,True
1,22,33,,33,matched:K1:45:T1,0,T1,True
1,22,33,,33,matched:K1:45:T2,0,T2,True
1,22,33,,33,matched:K1:45:T3,0,T3,True
1,23,61,,61,matched:K1:46:T1,0,T1,True
1,23,61,,61,matched:K1:46:T2,0,T2,True
1,23,61,,61,matched:K1:46:T3,0,T3,True
1,25,48,,48,matched:K1:47:T1,0,T1,True
1,25,48,,48,matched:K1:47:T2,0,T2,True
1,25,48,,48,matched:K1:47:T3,0,T3,True
1,57,72,,72,matched:K1:48:T1,0,T1,True
1,57,72,,72,matched:K1:48:T2,0,T2,True
1,57,72,,72,matched:K1:48:T3,0,T3,True
1,13,27,,27,matched:K1:49:T1,0,T1,True
1,13,27,,27,matched:K1:49:T2,0,T2,True
1,13,27,,27,matched:K1:49:T3,0,T3,True
1,68,42,,42,matched:K1:50:T1,0,T1,True
1,68,42,,42,matched:K1:50:T2,0,T2,True
1,68,42,,42,matched:K1:50:T3,0,T3,True
1,64,53,,53,matched:K1:51:T1,0,T1,True
1,64,53,,53,matched:K1:51:T2,0,T2,True
1,64,53,,53,matched:K1:51:T3,0,T3,True
1,59,26,,26,matched:K1:52:T1,0,T1,True
1,59,26,,26,matched:K1:52:T2,0,T2,True
1,59,26,,26,matched:K1:52:T3,0,T3,True
1,46,36,,36,matched:K1:53:T1,0,T1,True
1,46,36,,36,matched:K1:53:T2,0,T2,True
1,46,36,,36,matched:K1:53:T3,0,T3,True
1,26,39,,39,matched:K1:54:T1,0,T1,True
1,26,39,,39,matched:K1:54:T2,0,T2,True
1,26,39,,39,matched:K1:54:T3,0,T3,True
1,63,58,,58,matched:K1:55:T1,0,T1,True
1,63,58,,58,matched:K1:55:T2,0,T2,True
1,63,58,,58,matched:K1:55:T3,0,T3,True
1,52,31,,31,matched:K1:56:T1,0,T1,True
1,52,31,,31,matched:K1:56:T2,0,T2,True
1,52,31,,31,matched:K1:56:T3,0,T3,True
1,45,42,,42,matched:K1:57:T1,0,T1,True
1,45,42,,42,matched:K1:57:T2,0,T2,True
1,45,42,,42,matched:K1:57:T3,0,T3,True
1,55,31,,31,matched:K1:58:T1,0,T1,True
1,55,31,,31,matched:K1:58:T2,0,T2,True
1,55,31,,31,matched:K1:58:T3,0,T3,True
1,39,15,,15,matched:K1:59:T1,0,T1,True
1,39,15,,15,matched:K1:59:T2,0,T2,True
1,39,15,,15,matched:K1:59:T3,0,T3,True
1,67,20,,20,matched:K1:60:T1,0,T1,True
1,67,20,,20,matched:K1:60:T2,0,T2,True
1,67,20,,20,matched:K1:60:T3,0,T3,True
1,32,20,,20,matched:K1:61:T1,0,T1,True
1,32,20,,20,matched:K1:61:T2,0,T2,True
1,32,20,,20,matched:K1:61:T3,0,T3,True
1,55,12,,12,matched:K1:62:T1,0,T1,True
1,55,12,,12,matched:K1:62:T2,0,T2,True
1,55,12,,12,matched:K1:62:T3,0,T3,True
1,38,21,,21,matched:K1:63:T1,0,T1,True
1,38,21,,21,matched:K1:63:T2,0,T2,True
1,38,21,,21,matched:K1:63:T3,0,T3,True
1,14,61,,61,matched:K2:0:T1,0,T1,True
1,61,39,,39,matched:K2:0:T1,1,T1,True
1,14,61,,61,matched:K2:0:T2,0,T2,True
1,61,39,,39,matched:K2:0:T2,1,T2,True
1,14,61,,61,matched:K2:0:T3,0,T3,True
1,61,39,,39,matched:K2:0:T3,1,T3,True
1,51,60,,60,matched:K2:1:T1,0,T1,True
1,60,25,,25,matched:K2:1:T1,1,T1,True
1,51,60,,60,matched:K2:1:T2,0,T2,True
1,60,25,,25,matched:K2:1:T2,1,T2,True
1,51,60,,60,matched:K2:1:T3,0,T3,True
1,60,25,,25,matched:K2:1:T3,1,T3,True
1,67,26,,26,matched:K2:2:T1,0,T1,True
1,26,31,,31,matched:K2:2:T1,1,T1,True
1,67,26,,26,matched:K2:2:T2,0,T2,True
1,26,31,,31,matched:K2:2:T2,1,T2,True
1,67,26,,26,matched:K2:2:T3,0,T3,True
1,26,31,,31,matched:K2:2:T3,1,T3,True
1,48,16,,16,matched:K2:3:T1,0,T1,True
1,16,17,,17,matched:K2:3:T1,1,T1,True
1,48,16,,16,matched:K2:3:T2,0,T2,True
1,16,17,,17,matched:K2:3:T2,1,T2,True
1,48,16,,16,matched:K2:3:T3,0,T3,True
1,16,17,,17,matched:K2:3:T3,1,T3,True
1,40,39,,39,matched:K2:4:T1,0,T1,True
1,39,73,,73,matched:K2:4:T1,1,T1,True
1,40,39,,39,matched:K2:4:T2,0,T2,True
1,39,73,,73,matched:K2:4:T2,1,T2,True
1,40,39,,39,matched:K2:4:T3,0,T3,True
1,39,73,,73,matched:K2:4:T3,1,T3,True
1,31,19,,19,matched:K2:5:T1,0,T1,True
1,19,42,,42,matched:K2:5:T1,1,T1,True
1,31,19,,19,matched:K2:5:T2,0,T2,True
1,19,42,,42,matched:K2:5:T2,1,T2,True
1,31,19,,19,matched:K2:5:T3,0,T3,True
1,19,42,,42,matched:K2:5:T3,1,T3,True
1,12,16,,16,matched:K2:6:T1,0,T1,True
1,16,17,,17,matched:K2:6:T1,1,T1,True
1,12,16,,16,matched:K2:6:T2,0,T2,True
1,16,17,,17,matched:K2:6:T2,1,T2,True
1,12,16,,16,matched:K2:6:T3,0,T3,True
1,16,17,,17,matched:K2:6:T3,1,T3,True
1,50,73,,73,matched:K2:7:T1,0,T1,True
1,73,28,,28,matched:K2:7:T1,1,T1,True
1,50,73,,73,matched:K2:7:T2,0,T2,True
1,73,28,,28,matched:K2:7:T2,1,T2,True
1,50,73,,73,matched:K2:7:T3,0,T3,True
1,73,28,,28,matched:K2:7:T3,1,T3,True
1,29,55,,55,matched:K2:8:T1,0,T1,True
1,55,53,,53,matched:K2:8:T1,1,T1,True
1,29,55,,55,matched:K2:8:T2,0,T2,True
1,55,53,,53,matched:K2:8:T2,1,T2,True
1,29,55,,55,matched:K2:8:T3,0,T3,True
1,55,53,,53,matched:K2:8:T3,1,T3,True
1,42,43,,43,matched:K2:9:T1,0,T1,True
1,43,34,,34,matched:K2:9:T1,1,T1,True
1,42,43,,43,matched:K2:9:T2,0,T2,True
1,43,34,,34,matched:K2:9:T2,1,T2,True
1,42,43,,43,matched:K2:9:T3,0,T3,True
1,43,34,,34,matched:K2:9:T3,1,T3,True
1,57,59,,59,matched:K2:10:T1,0,T1,True
1,59,42,,42,matched:K2:10:T1,1,T1,True
1,57,59,,59,matched:K2:10:T2,0,T2,True
1,59,42,,42,matched:K2:10:T2,1,T2,True
1,57,59,,59,matched:K2:10:T3,0,T3,True
1,59,42,,42,matched:K2:10:T3,1,T3,True
1,45,73,,73,matched:K2:11:T1,0,T1,True
1,73,48,,48,matched:K2:11:T1,1,T1,True
1,45,73,,73,matched:K2:11:T2,0,T2,True
1,73,48,,48,matched:K2:11:T2,1,T2,True
1,45,73,,73,matched:K2:11:T3,0,T3,True
1,73,48,,48,matched:K2:11:T3,1,T3,True
1,63,37,,37,matched:K2:12:T1,0,T1,True
1,37,23,,23,matched:K2:12:T1,1,T1,True
1,63,37,,37,matched:K2:12:T2,0,T2,True
1,37,23,,23,matched:K2:12:T2,1,T2,True
1,63,37,,37,matched:K2:12:T3,0,T3,True
1,37,23,,23,matched:K2:12:T3,1,T3,True
1,73,71,,71,matched:K2:13:T1,0,T1,True
1,71,33,,33,matched:K2:13:T1,1,T1,True
1,73,71,,71,matched:K2:13:T2,0,T2,True
1,71,33,,33,matched:K2:13:T2,1,T2,True
1,73,71,,71,matched:K2:13:T3,0,T3,True
1,71,33,,33,matched:K2:13:T3,1,T3,True
1,69,61,,61,matched:K2:14:T1,0,T1,True
1,61,64,,64,matched:K2:14:T1,1,T1,True
1,69,61,,61,matched:K2:14:T2,0,T2,True
1,61,64,,64,matched:K2:14:T2,1,T2,True
1,69,61,,61,matched:K2:14:T3,0,T3,True
1,61,64,,64,matched:K2:14:T3,1,T3,True
1,40,14,,14,matched:K2:15:T1,0,T1,True
1,14,51,,51,matched:K2:15:T1,1,T1,True
1,40,14,,14,matched:K2:15:T2,0,T2,True
1,14,51,,51,matched:K2:15:T2,1,T2,True
1,40,14,,14,matched:K2:15:T3,0,T3,True
1,14,51,,51,matched:K2:15:T3,1,T3,True
1,69,68,,68,matched:K2:16:T1,0,T1,True
1,68,43,,43,matched:K2:16:T1,1,T1,True
1,69,68,,68,matched:K2:16:T2,0,T2,True
1,68,43,,43,matched:K2:16:T2,1,T2,True
1,69,68,,68,matched:K2:16:T3,0,T3,True
1,68,43,,43,matched:K2:16:T3,1,T3,True
1,18,10,,10,matched:K2:17:T1,0,T1,True
1,10,66,,66,matched:K2:17:T1,1,T1,True
1,18,10,,10,matched:K2:17:T2,0,T2,True
1,10,66,,66,matched:K2:17:T2,1,T2,True
1,18,10,,10,matched:K2:17:T3,0,T3,True
1,10,66,,66,matched:K2:17:T3,1,T3,True
1,71,13,,13,matched:K2:18:T1,0,T1,True
1,13,44,,44,matched:K2:18:T1,1,T1,True
1,71,13,,13,matched:K2:18:T2,0,T2,True
1,13,44,,44,matched:K2:18:T2,1,T2,True
1,71,13,,13,matched:K2:18:T3,0,T3,True
1,13,44,,44,matched:K2:18:T3,1,T3,True
1,49,68,,68,matched:K2:19:T1,0,T1,True
1,68,21,,21,matched:K2:19:T1,1,T1,True
1,49,68,,68,matched:K2:19:T2,0,T2,True
1,68,21,,21,matched:K2:19:T2,1,T2,True
1,49,68,,68,matched:K2:19:T3,0,T3,True
1,68,21,,21,matched:K2:19:T3,1,T3,True
1,66,73,,73,matched:K2:20:T1,0,T1,True
1,73,40,,40,matched:K2:20:T1,1,T1,True
1,66,73,,73,matched:K2:20:T2,0,T2,True
1,73,40,,40,matched:K2:20:T2,1,T2,True
1,66,73,,73,matched:K2:20:T3,0,T3,True
1,73,40,,40,matched:K2:20:T3,1,T3,True
1,48,20,,20,matched:K2:21:T1,0,T1,True
1,20,10,,10,matched:K2:21:T1,1,T1,True
1,48,20,,20,matched:K2:21:T2,0,T2,True
1,20,10,,10,matched:K2:21:T2,1,T2,True
1,48,20,,20,matched:K2:21:T3,0,T3,True
1,20,10,,10,matched:K2:21:T3,1,T3,True
1,21,67,,67,matched:K2:22:T1,0,T1,True
1,67,45,,45,matched:K2:22:T1,1,T1,True
1,21,67,,67,matched:K2:22:T2,0,T2,True
1,67,45,,45,matched:K2:22:T2,1,T2,True
1,21,67,,67,matched:K2:22:T3,0,T3,True
1,67,45,,45,matched:K2:22:T3,1,T3,True
1,15,65,,65,matched:K2:23:T1,0,T1,True
1,65,55,,55,matched:K2:23:T1,1,T1,True
1,15,65,,65,matched:K2:23:T2,0,T2,True
1,65,55,,55,matched:K2:23:T2,1,T2,True
1,15,65,,65,matched:K2:23:T3,0,T3,True
1,65,55,,55,matched:K2:23:T3,1,T3,True
1,29,73,,73,matched:K2:24:T1,0,T1,True
1,73,34,,34,matched:K2:24:T1,1,T1,True
1,29,73,,73,matched:K2:24:T2,0,T2,True
1,73,34,,34,matched:K2:24:T2,1,T2,True
1,29,73,,73,matched:K2:24:T3,0,T3,True
1,73,34,,34,matched:K2:24:T3,1,T3,True
1,68,56,,56,matched:K2:25:T1,0,T1,True
1,56,41,,41,matched:K2:25:T1,1,T1,True
1,68,56,,56,matched:K2:25:T2,0,T2,True
1,56,41,,41,matched:K2:25:T2,1,T2,True
1,68,56,,56,matched:K2:25:T3,0,T3,True
1,56,41,,41,matched:K2:25:T3,1,T3,True
1,49,57,,57,matched:K2:26:T1,0,T1,True
1,57,43,,43,matched:K2:26:T1,1,T1,True
1,49,57,,57,matched:K2:26:T2,0,T2,True
1,57,43,,43,matched:K2:26:T2,1,T2,True
1,49,57,,57,matched:K2:26:T3,0,T3,True
1,57,43,,43,matched:K2:26:T3,1,T3,True
1,29,25,,25,matched:K2:27:T1,0,T1,True
1,25,18,,18,matched:K2:27:T1,1,T1,True
1,29,25,,25,matched:K2:27:T2,0,T2,True
1,25,18,,18,matched:K2:27:T2,1,T2,True
1,29,25,,25,matched:K2:27:T3,0,T3,True
1,25,18,,18,matched:K2:27:T3,1,T3,True
1,50,56,,56,matched:K2:28:T1,0,T1,True
1,56,23,,23,matched:K2:28:T1,1,T1,True
1,50,56,,56,matched:K2:28:T2,0,T2,True
1,56,23,,23,matched:K2:28:T2,1,T2,True
1,50,56,,56,matched:K2:28:T3,0,T3,True
1,56,23,,23,matched:K2:28:T3,1,T3,True
1,30,31,,31,matched:K2:29:T1,0,T1,True
1,31,59,,59,matched:K2:29:T1,1,T1,True
1,30,31,,31,matched:K2:29:T2,0,T2,True
1,31,59,,59,matched:K2:29:T2,1,T2,True
1,30,31,,31,matched:K2:29:T3,0,T3,True
1,31,59,,59,matched:K2:29:T3,1,T3,True
1,61,64,,64,matched:K2:30:T1,0,T1,True
1,64,20,,20,matched:K2:30:T1,1,T1,True
1,61,64,,64,matched:K2:30:T2,0,T2,True
1,64,20,,20,matched:K2:30:T2,1,T2,True
1,61,64,,64,matched:K2:30:T3,0,T3,True
1,64,20,,20,matched:K2:30:T3,1,T3,True
1,13,59,,59,matched:K2:31:T1,0,T1,True
1,59,26,,26,matched:K2:31:T1,1,T1,True
1,13,59,,59,matched:K2:31:T2,0,T2,True
1,59,26,,26,matched:K2:31:T2,1,T2,True
1,13,59,,59,matched:K2:31:T3,0,T3,True
1,59,26,,26,matched:K2:31:T3,1,T3,True
1,48,50,,50,matched:K2:32:T1,0,T1,True
1,50,66,,66,matched:K2:32:T1,1,T1,True
1,48,50,,50,matched:K2:32:T2,0,T2,True
1,50,66,,66,matched:K2:32:T2,1,T2,True
1,48,50,,50,matched:K2:32:T3,0,T3,True
1,50,66,,66,matched:K2:32:T3,1,T3,True
1,19,31,,31,matched:K2:33:T1,0,T1,True
1,31,59,,59,matched:K2:33:T1,1,T1,True
1,19,31,,31,matched:K2:33:T2,0,T2,True
1,31,59,,59,matched:K2:33:T2,1,T2,True
1,19,31,,31,matched:K2:33:T3,0,T3,True
1,31,59,,59,matched:K2:33:T3,1,T3,True
1,44,32,,32,matched:K2:34:T1,0,T1,True
1,32,16,,16,matched:K2:34:T1,1,T1,True
1,44,32,,32,matched:K2:34:T2,0,T2,True
1,32,16,,16,matched:K2:34:T2,1,T2,True
1,44,32,,32,matched:K2:34:T3,0,T3,True
1,32,16,,16,matched:K2:34:T3,1,T3,True
1,38,12,,12,matched:K2:35:T1,0,T1,True
1,12,43,,43,matched:K2:35:T1,1,T1,True
1,38,12,,12,matched:K2:35:T2,0,T2,True
1,12,43,,43,matched:K2:35:T2,1,T2,True
1,38,12,,12,matched:K2:35:T3,0,T3,True
1,12,43,,43,matched:K2:35:T3,1,T3,True
1,14,19,,19,matched:K2:36:T1,0,T1,True
1,19,48,,48,matched:K2:36:T1,1,T1,True
1,14,19,,19,matched:K2:36:T2,0,T2,True
1,19,48,,48,matched:K2:36:T2,1,T2,True
1,14,19,,19,matched:K2:36:T3,0,T3,True
1,19,48,,48,matched:K2:36:T3,1,T3,True
1,49,17,,17,matched:K2:37:T1,0,T1,True
1,17,21,,21,matched:K2:37:T1,1,T1,True
1,49,17,,17,matched:K2:37:T2,0,T2,True
1,17,21,,21,matched:K2:37:T2,1,T2,True
1,49,17,,17,matched:K2:37:T3,0,T3,True
1,17,21,,21,matched:K2:37:T3,1,T3,True
1,29,72,,72,matched:K2:38:T1,0,T1,True
1,72,13,,13,matched:K2:38:T1,1,T1,True
1,29,72,,72,matched:K2:38:T2,0,T2,True
1,72,13,,13,matched:K2:38:T2,1,T2,True
1,29,72,,72,matched:K2:38:T3,0,T3,True
1,72,13,,13,matched:K2:38:T3,1,T3,True
1,32,38,,38,matched:K2:39:T1,0,T1,True
1,38,28,,28,matched:K2:39:T1,1,T1,True
1,32,38,,38,matched:K2:39:T2,0,T2,True
1,38,28,,28,matched:K2:39:T2,1,T2,True
1,32,38,,38,matched:K2:39:T3,0,T3,True
1,38,28,,28,matched:K2:39:T3,1,T3,True
1,27,61,,61,matched:K2:40:T1,0,T1,True
1,61,22,,22,matched:K2:40:T1,1,T1,True
1,27,61,,61,matched:K2:40:T2,0,T2,True
1,61,22,,22,matched:K2:40:T2,1,T2,True
1,27,61,,61,matched:K2:40:T3,0,T3,True
1,61,22,,22,matched:K2:40:T3,1,T3,True
1,65,19,,19,matched:K2:41:T1,0,T1,True
1,19,14,,14,matched:K2:41:T1,1,T1,True
1,65,19,,19,matched:K2:41:T2,0,T2,True
1,19,14,,14,matched:K2:41:T2,1,T2,True
1,65,19,,19,matched:K2:41:T3,0,T3,True
1,19,14,,14,matched:K2:41:T3,1,T3,True
1,37,24,,24,matched:K2:42:T1,0,T1,True
1,24,66,,66,matched:K2:42:T1,1,T1,True
1,37,24,,24,matched:K2:42:T2,0,T2,True
1,24,66,,66,matched:K2:42:T2,1,T2,True
1,37,24,,24,matched:K2:42:T3,0,T3,True
1,24,66,,66,matched:K2:42:T3,1,T3,True
1,33,43,,43,matched:K2:43:T1,0,T1,True
1,43,16,,16,matched:K2:43:T1,1,T1,True
1,33,43,,43,matched:K2:43:T2,0,T2,True
1,43,16,,16,matched:K2:43:T2,1,T2,True
1,33,43,,43,matched:K2:43:T3,0,T3,True
1,43,16,,16,matched:K2:43:T3,1,T3,True
1,61,33,,33,matched:K2:44:T1,0,T1,True
1,33,73,,73,matched:K2:44:T1,1,T1,True
1,61,33,,33,matched:K2:44:T2,0,T2,True
1,33,73,,73,matched:K2:44:T2,1,T2,True
1,61,33,,33,matched:K2:44:T3,0,T3,True
1,33,73,,73,matched:K2:44:T3,1,T3,True
1,40,43,,43,matched:K2:45:T1,0,T1,True
1,43,60,,60,matched:K2:45:T1,1,T1,True
1,40,43,,43,matched:K2:45:T2,0,T2,True
1,43,60,,60,matched:K2:45:T2,1,T2,True
1,40,43,,43,matched:K2:45:T3,0,T3,True
1,43,60,,60,matched:K2:45:T3,1,T3,True
1,59,33,,33,matched:K2:46:T1,0,T1,True
1,33,23,,23,matched:K2:46:T1,1,T1,True
1,59,33,,33,matched:K2:46:T2,0,T2,True
1,33,23,,23,matched:K2:46:T2,1,T2,True
1,59,33,,33,matched:K2:46:T3,0,T3,True
1,33,23,,23,matched:K2:46:T3,1,T3,True
1,41,66,,66,matched:K2:47:T1,0,T1,True
1,66,61,,61,matched:K2:47:T1,1,T1,True
1,41,66,,66,matched:K2:47:T2,0,T2,True
1,66,61,,61,matched:K2:47:T2,1,T2,True
1,41,66,,66,matched:K2:47:T3,0,T3,True
1,66,61,,61,matched:K2:47:T3,1,T3,True
1,51,45,,45,matched:K2:48:T1,0,T1,True
1,45,66,,66,matched:K2:48:T1,1,T1,True
1,51,45,,45,matched:K2:48:T2,0,T2,True
1,45,66,,66,matched:K2:48:T2,1,T2,True
1,51,45,,45,matched:K2:48:T3,0,T3,True
1,45,66,,66,matched:K2:48:T3,1,T3,True
1,28,56,,56,matched:K2:49:T1,0,T1,True
1,56,14,,14,matched:K2:49:T1,1,T1,True
1,28,56,,56,matched:K2:49:T2,0,T2,True
1,56,14,,14,matched:K2:49:T2,1,T2,True
1,28,56,,56,matched:K2:49:T3,0,T3,True
1,56,14,,14,matched:K2:49:T3,1,T3,True
1,63,37,,37,matched:K2:50:T1,0,T1,True
1,37,48,,48,matched:K2:50:T1,1,T1,True
1,63,37,,37,matched:K2:50:T2,0,T2,True
1,37,48,,48,matched:K2:50:T2,1,T2,True
1,63,37,,37,matched:K2:50:T3,0,T3,True
1,37,48,,48,matched:K2:50:T3,1,T3,True
1,29,72,,72,matched:K2:51:T1,0,T1,True
1,72,68,,68,matched:K2:51:T1,1,T1,True
1,29,72,,72,matched:K2:51:T2,0,T2,True
1,72,68,,68,matched:K2:51:T2,1,T2,True
1,29,72,,72,matched:K2:51:T3,0,T3,True
1,72,68,,68,matched:K2:51:T3,1,T3,True
1,17,70,,70,matched:K2:52:T1,0,T1,True
1,70,52,,52,matched:K2:52:T1,1,T1,True
1,17,70,,70,matched:K2:52:T2,0,T2,True
1,70,52,,52,matched:K2:52:T2,1,T2,True
1,17,70,,70,matched:K2:52:T3,0,T3,True
1,70,52,,52,matched:K2:52:T3,1,T3,True
1,55,12,,12,matched:K2:53:T1,0,T1,True
1,12,14,,14,matched:K2:53:T1,1,T1,True
1,55,12,,12,matched:K2:53:T2,0,T2,True
1,12,14,,14,matched:K2:53:T2,1,T2,True
1,55,12,,12,matched:K2:53:T3,0,T3,True
1,12,14,,14,matched:K2:53:T3,1,T3,True
