depth,generated_action_tokens,machine,model_forwards,prompt_tokens,result_type,run_id,tool_calls,tool_strength,total_context_tokens
2,10,M4,3,12,reference_oracle,matched:K2:0:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:0:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:1:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:1:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:1:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:2:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:2:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:2:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:3:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:3:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:3:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:4:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:4:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:4:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:5:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:5:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:5:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:6:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:6:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:6:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:7:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:7:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:7:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:8:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:8:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:8:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:9:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:9:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:9:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:10:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:10:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:10:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:11:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:11:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:11:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:12:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:12:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:12:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:13:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:13:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:13:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:14:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:14:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:14:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:15:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:15:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:15:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:16:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:16:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:16:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:17:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:17:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:17:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:18:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:18:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:18:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:19:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:19:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:19:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:20:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:20:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:20:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:21:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:21:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:21:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:22:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:22:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:22:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:23:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:23:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:23:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:24:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:24:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:24:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:25:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:25:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:25:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:26:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:26:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:26:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:27:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:27:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:27:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:28:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:28:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:28:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:29:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:29:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:29:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:30:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:30:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:30:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:31:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:31:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:31:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:32:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:32:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:32:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:33:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:33:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:33:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:34:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:34:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:34:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:35:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:35:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:35:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:36:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:36:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:36:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:37:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:37:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:37:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:38:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:38:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:38:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:39:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:39:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:39:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:40:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:40:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:40:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:41:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:41:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:41:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:42:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:42:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:42:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:43:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:43:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:43:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:44:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:44:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:44:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:45:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:45:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:45:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:46:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:46:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:46:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:47:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:47:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:47:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:48:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:48:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:48:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:49:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:49:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:49:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:50:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:50:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:50:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:51:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:51:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:51:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:52:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:52:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:52:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:53:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:53:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:53:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:54:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:54:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:54:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:55:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:55:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:55:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:56:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:56:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:56:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:57:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:57:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:57:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:58:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:58:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:58:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:59:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:59:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:59:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:60:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:60:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:60:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:61:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:61:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:61:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:62:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:62:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:62:T3,2,T3,22
2,10,M4,3,12,reference_oracle,matched:K2:63:T1,2,T1,22
2,10,M4,3,12,reference_oracle,matched:K2:63:T2,2,T2,22
2,10,M4,3,12,reference_oracle,matched:K2:63:T3,2,T3,22
3,14,M4,4,16,reference_oracle,matched:K3:0:T1,3,T1,30
