correct,example_id,failure_reason,label,model_seed,oracle_substitution,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,F2:validation:419,symbol_mismatch,failure,23,,28,validation,F2,28,7.340205192565918,reversed_functor_control,1,28
1,F2:validation:150,,binding,23,21=19,19,validation,F2,19,1.6420574188232422,canonical_predicate_control,1,19
1,F2:validation:249,symbol_mismatch,failure,23,,28,validation,F2,28,9.871488094329834,canonical_predicate_control,1,28
0,F2:validation:755,symbol_mismatch,failure,23,,21,validation,F2,28,-1.3126964569091797,reversed_predicate_control,0,21
0,F2:validation:562,,binding,23,17=21,28,validation,F2,21,-0.1778249740600586,reversed_predicate_control,0,28
1,F2:validation:227,symbol_mismatch,failure,23,,28,validation,F2,28,7.635438919067383,reversed_functor_control,1,28
1,F2:validation:365,symbol_mismatch,failure,23,,28,validation,F2,28,11.589653015136719,reversed_predicate_control,1,28
1,F2:validation:47,symbol_mismatch,failure,23,,28,validation,F2,28,3.0111522674560547,reversed_functor_control,1,28
1,F2:validation:534,,binding,23,27=19,19,validation,F2,19,2.563065528869629,canonical_predicate_control,1,19
1,F2:validation:611,symbol_mismatch,failure,23,,28,validation,F2,28,7.3527984619140625,reversed_functor_control,1,28
1,F2:validation:392,,binding,23,18=20,20,validation,F2,20,5.422138690948486,canonical_functor_control,1,20
1,F2:validation:492,,binding,23,19=22,22,validation,F2,22,0.9633102416992188,canonical_functor_control,1,22
0,F2:validation:647,symbol_mismatch,failure,23,,27,validation,F2,28,-2.5822696685791016,canonical_predicate_control,0,27
1,F2:validation:565,symbol_mismatch,failure,23,,28,validation,F2,28,7.454834938049316,reversed_predicate_control,1,28
1,F2:validation:484,,binding,23,19=18,18,validation,F2,18,2.9516353607177734,canonical_functor_control,1,18
1,F2:validation:442,,binding,23,23=21,21,validation,F2,21,3.504304885864258,canonical_predicate_control,1,21
1,F2:validation:140,,binding,23,18=26,26,validation,F2,26,2.6351547241210938,reversed_functor_control,1,26
1,F2:validation:336,,binding,23,23=16,16,validation,F2,16,2.6550779342651367,canonical_predicate_control,1,16
1,F2:validation:306,,binding,23,22=25,25,validation,F2,25,4.3557891845703125,canonical_functor_control,1,25
1,F2:validation:330,,binding,23,16=25,25,validation,F2,25,4.192403793334961,reversed_functor_control,1,25
1,F2:validation:273,symbol_mismatch,failure,23,,28,validation,F2,28,12.93119740486145,reversed_predicate_control,1,28
1,F2:validation:642,,binding,23,22=25,25,validation,F2,25,4.750715732574463,canonical_predicate_control,1,25
1,F2:validation:762,,binding,23,22=25,25,validation,F2,25,3.902864456176758,reversed_predicate_control,1,25
1,F2:validation:130,,binding,23,26=21,21,validation,F2,21,2.1331911087036133,reversed_functor_control,1,21
1,F2:validation:734,,binding,23,25=23,23,validation,F2,23,3.487079620361328,canonical_predicate_control,1,23
1,F2:validation:694,,binding,23,20=27,27,validation,F2,27,5.177260398864746,canonical_functor_control,1,27
1,F2:validation:151,symbol_mismatch,failure,23,,28,validation,F2,28,7.977806091308594,canonical_predicate_control,1,28
1,F2:validation:687,symbol_mismatch,failure,23,,28,validation,F2,28,9.928192138671875,canonical_functor_control,1,28
1,F2:validation:378,,binding,23,24=25,25,validation,F2,25,4.8813676834106445,reversed_predicate_control,1,25
1,F2:validation:469,symbol_mismatch,failure,23,,28,validation,F2,28,11.040213584899902,reversed_predicate_control,1,28
0,F2:validation:557,symbol_mismatch,failure,23,,18,validation,F2,28,-2.1567392349243164,reversed_predicate_control,0,18
1,F2:validation:180,,binding,23,24=22,22,validation,F2,22,4.360106468200684,reversed_predicate_control,1,22
1,F2:validation:436,,binding,23,24=18,18,validation,F2,18,0.28697872161865234,canonical_predicate_control,1,18
1,F2:validation:292,,binding,23,19=18,18,validation,F2,18,4.252374649047852,canonical_functor_control,1,18
1,F2:validation:166,,binding,23,24=27,27,validation,F2,27,1.3426494598388672,canonical_predicate_control,1,27
1,F2:validation:362,,binding,23,19=17,17,validation,F2,17,2.85189151763916,reversed_predicate_control,1,17
1,F2:validation:521,symbol_mismatch,failure,23,,28,validation,F2,28,8.469107151031494,reversed_functor_control,1,28
1,F2:validation:114,,binding,23,27=25,25,validation,F2,25,4.583888053894043,canonical_functor_control,1,25
1,F2:validation:264,,binding,23,18=16,16,validation,F2,16,4.8334808349609375,reversed_predicate_control,1,16
1,F2:validation:528,,binding,23,19=16,16,validation,F2,16,2.108959197998047,canonical_predicate_control,1,16
1,F2:validation:305,symbol_mismatch,failure,23,,28,validation,F2,28,8.451142311096191,canonical_functor_control,1,28
1,F2:validation:299,symbol_mismatch,failure,23,,28,validation,F2,28,11.370457172393799,canonical_functor_control,1,28
1,F2:validation:50,,binding,23,20=17,17,validation,F2,17,3.519709587097168,canonical_predicate_control,1,17
1,F2:validation:134,,binding,23,25=23,23,validation,F2,23,4.7953948974609375,reversed_functor_control,1,23
1,F2:validation:644,,binding,23,24=26,26,validation,F2,26,1.2459096908569336,canonical_predicate_control,1,26
1,F2:validation:352,,binding,23,16=24,24,validation,F2,24,4.698031425476074,canonical_predicate_control,1,24
1,F2:validation:744,,binding,23,27=16,16,validation,F2,16,1.9020652770996094,reversed_predicate_control,1,16
1,F2:validation:329,symbol_mismatch,failure,23,,28,validation,F2,28,9.904604434967041,reversed_functor_control,1,28
1,F2:validation:684,,binding,23,24=22,22,validation,F2,22,2.4201202392578125,canonical_functor_control,1,22
1,F2:validation:391,symbol_mismatch,failure,23,,28,validation,F2,28,9.658841609954834,canonical_functor_control,1,28
1,F2:validation:447,symbol_mismatch,failure,23,,28,validation,F2,28,9.371206760406494,canonical_predicate_control,1,28
1,F2:validation:173,symbol_mismatch,failure,23,,28,validation,F2,28,10.69519853591919,reversed_predicate_control,1,28
1,F2:validation:137,symbol_mismatch,failure,23,,28,validation,F2,28,9.879175186157227,reversed_functor_control,1,28
0,F2:validation:195,symbol_mismatch,failure,23,,17,validation,F2,28,-2.396718978881836,canonical_functor_control,0,17
1,F2:validation:79,symbol_mismatch,failure,23,,28,validation,F2,28,8.691519260406494,reversed_predicate_control,1,28
1,F2:validation:374,,binding,23,16=23,23,validation,F2,23,0.5761899948120117,reversed_predicate_control,1,23
1,F2:validation:72,,binding,23,25=16,16,validation,F2,16,4.274333953857422,reversed_predicate_control,1,16
1,F2:validation:48,,binding,23,27=16,16,validation,F2,16,2.5425968170166016,canonical_predicate_control,1,16
0,F2:validation:706,,binding,23,27=21,28,validation,F2,21,-0.09519290924072266,reversed_functor_control,0,28
1,F2:validation:63,symbol_mismatch,failure,23,,28,validation,F2,28,10.434782981872559,canonical_predicate_control,1,28
1,F2:validation:23,symbol_mismatch,failure,23,,28,validation,F2,28,2.846363067626953,canonical_functor_control,1,28
0,F2:validation:641,symbol_mismatch,failure,23,,24,validation,F2,28,-3.3422183990478516,canonical_predicate_control,0,24
1,F2:validation:678,,binding,23,25=19,19,validation,F2,19,0.7453594207763672,canonical_functor_control,1,19
1,F2:validation:418,,binding,23,24=21,21,validation,F2,21,1.8098154067993164,reversed_functor_control,1,21
1,F2:validation:483,symbol_mismatch,failure,23,,28,validation,F2,28,5.560407638549805,canonical_functor_control,1,28
1,F2:validation:555,symbol_mismatch,failure,23,,28,validation,F2,28,7.934812545776367,reversed_predicate_control,1,28
1,F2:validation:752,,binding,23,18=20,20,validation,F2,20,3.6218338012695312,reversed_predicate_control,1,20
1,F2:validation:324,,binding,23,23=22,22,validation,F2,22,4.123342514038086,reversed_functor_control,1,22
1,F2:validation:458,,binding,23,26=17,17,validation,F2,17,2.5808868408203125,reversed_predicate_control,1,17
1,F2:validation:619,symbol_mismatch,failure,23,,28,validation,F2,28,9.075968265533447,reversed_functor_control,1,28
1,F2:validation:539,symbol_mismatch,failure,23,,28,validation,F2,28,8.927226543426514,canonical_predicate_control,1,28
1,F2:validation:616,,binding,23,25=24,24,validation,F2,24,4.349765777587891,reversed_functor_control,1,24
1,F2:validation:77,symbol_mismatch,failure,23,,28,validation,F2,28,13.429410934448242,reversed_predicate_control,1,28
1,F2:validation:125,symbol_mismatch,failure,23,,28,validation,F2,28,11.015220165252686,reversed_functor_control,1,28
1,F2:validation:583,symbol_mismatch,failure,23,,28,validation,F2,28,8.10028076171875,canonical_functor_control,1,28
1,F2:validation:231,symbol_mismatch,failure,23,,28,validation,F2,28,7.4529876708984375,reversed_functor_control,1,28
1,F2:validation:182,,binding,23,24=23,23,validation,F2,23,4.544730186462402,reversed_predicate_control,1,23
1,F2:validation:668,,binding,23,21=26,26,validation,F2,26,5.184589385986328,reversed_predicate_control,1,26
1,F2:validation:500,,binding,23,22=26,26,validation,F2,26,4.875424385070801,canonical_functor_control,1,26
1,F2:validation:572,,binding,23,24=26,26,validation,F2,26,2.3010454177856445,reversed_predicate_control,1,26
1,F2:validation:549,symbol_mismatch,failure,23,,28,validation,F2,28,7.99406623840332,canonical_predicate_control,1,28
1,F2:validation:298,,binding,23,20=21,21,validation,F2,21,2.822416305541992,canonical_functor_control,1,21
1,F2:validation:74,,binding,23,24=17,17,validation,F2,17,4.942593574523926,reversed_predicate_control,1,17
1,F2:validation:733,symbol_mismatch,failure,23,,28,validation,F2,28,6.951969623565674,canonical_predicate_control,1,28
1,F2:validation:748,,binding,23,27=18,18,validation,F2,18,3.1869049072265625,reversed_predicate_control,1,18
1,F2:validation:383,symbol_mismatch,failure,23,,28,validation,F2,28,7.720494270324707,reversed_predicate_control,1,28
1,F2:validation:594,,binding,23,24=25,25,validation,F2,25,4.0271806716918945,canonical_functor_control,1,25
0,F2:validation:369,symbol_mismatch,failure,23,,20,validation,F2,28,-3.0023202896118164,reversed_predicate_control,0,20
1,F2:validation:669,symbol_mismatch,failure,23,,28,validation,F2,28,2.5752077102661133,reversed_predicate_control,1,28
1,F2:validation:498,,binding,23,23=25,25,validation,F2,25,6.1387763023376465,canonical_functor_control,1,25
0,F2:validation:204,,binding,23,24=22,28,validation,F2,22,-0.3272819519042969,canonical_functor_control,0,28
1,F2:validation:613,symbol_mismatch,failure,23,,28,validation,F2,28,9.376075744628906,reversed_functor_control,1,28
1,F2:validation:220,,binding,23,20=18,18,validation,F2,18,4.203118324279785,reversed_functor_control,1,18
1,F2:validation:6,,binding,23,22=19,19,validation,F2,19,1.4028940200805664,canonical_functor_control,1,19
1,F2:validation:685,symbol_mismatch,failure,23,,28,validation,F2,28,5.514887809753418,canonical_functor_control,1,28
1,F2:validation:435,symbol_mismatch,failure,23,,28,validation,F2,28,6.1016035079956055,canonical_predicate_control,1,28
1,F2:validation:441,symbol_mismatch,failure,23,,28,validation,F2,28,9.921700954437256,canonical_predicate_control,1,28
1,F2:validation:575,symbol_mismatch,failure,23,,28,validation,F2,28,6.383352756500244,reversed_predicate_control,1,28
1,F2:validation:217,symbol_mismatch,failure,23,,28,validation,F2,28,9.088199615478516,reversed_functor_control,1,28
0,F2:validation:464,,binding,23,25=20,28,validation,F2,20,-0.5410861968994141,reversed_predicate_control,0,28
1,F2:validation:670,,binding,23,23=27,27,validation,F2,27,3.3220224380493164,reversed_predicate_control,1,27
1,F2:validation:345,symbol_mismatch,failure,23,,28,validation,F2,28,9.52991533279419,canonical_predicate_control,1,28
1,F2:validation:628,,binding,23,25=18,18,validation,F2,18,3.770112991333008,canonical_predicate_control,1,18
1,F2:validation:123,symbol_mismatch,failure,23,,28,validation,F2,28,6.743603706359863,reversed_functor_control,1,28
0,F2:validation:54,,binding,23,16=19,28,validation,F2,19,-0.43722057342529297,canonical_predicate_control,0,28
0,F2:validation:652,,binding,23,16=18,28,validation,F2,18,-1.746145248413086,reversed_predicate_control,0,28
1,F2:validation:49,symbol_mismatch,failure,23,,28,validation,F2,28,7.551741123199463,canonical_predicate_control,1,28
1,F2:validation:765,symbol_mismatch,failure,23,,28,validation,F2,28,9.47966194152832,reversed_predicate_control,1,28
1,F2:validation:226,,binding,23,18=21,21,validation,F2,21,1.7976999282836914,reversed_functor_control,1,21
1,F2:validation:624,,binding,23,26=16,16,validation,F2,16,2.6290283203125,canonical_predicate_control,1,16
1,F2:validation:271,symbol_mismatch,failure,23,,28,validation,F2,28,6.639314651489258,reversed_predicate_control,1,28
0,F2:validation:3,symbol_mismatch,failure,23,,17,validation,F2,28,-1.451766014099121,canonical_functor_control,0,17
1,F2:validation:139,symbol_mismatch,failure,23,,28,validation,F2,28,5.152833938598633,reversed_functor_control,1,28
1,F2:validation:540,,binding,23,26=22,22,validation,F2,22,0.1810474395751953,canonical_predicate_control,1,22
1,F2:validation:199,symbol_mismatch,failure,23,,28,validation,F2,28,8.635615825653076,canonical_functor_control,1,28
1,F2:validation:766,,binding,23,16=27,27,validation,F2,27,1.6448259353637695,reversed_predicate_control,1,27
1,F2:validation:517,symbol_mismatch,failure,23,,28,validation,F2,28,5.804518699645996,reversed_functor_control,1,28
1,F2:validation:317,symbol_mismatch,failure,23,,28,validation,F2,28,7.013251781463623,reversed_functor_control,1,28
0,F2:validation:560,,binding,23,16=20,28,validation,F2,20,-2.04183292388916,reversed_predicate_control,0,28
1,F2:validation:321,symbol_mismatch,failure,23,,28,validation,F2,28,1.01922607421875,reversed_functor_control,1,28
1,F2:validation:397,symbol_mismatch,failure,23,,28,validation,F2,28,3.924929618835449,canonical_functor_control,1,28
1,F2:validation:625,symbol_mismatch,failure,23,,28,validation,F2,28,5.4892473220825195,canonical_predicate_control,1,28
1,F2:validation:422,,binding,23,20=23,23,validation,F2,23,4.41397762298584,reversed_functor_control,1,23
1,F2:validation:699,symbol_mismatch,failure,23,,28,validation,F2,28,9.003175735473633,reversed_functor_control,1,28
1,F2:validation:703,symbol_mismatch,failure,23,,28,validation,F2,28,5.991769790649414,reversed_functor_control,1,28
1,F2:validation:547,symbol_mismatch,failure,23,,28,validation,F2,28,8.349006175994873,canonical_predicate_control,1,28
0,F2:validation:561,symbol_mismatch,failure,23,,20,validation,F2,28,-2.8424835205078125,reversed_predicate_control,0,20
1,F2:validation:234,,binding,23,16=25,25,validation,F2,25,3.973443031311035,reversed_functor_control,1,25
1,F2:validation:505,symbol_mismatch,failure,23,,28,validation,F2,28,10.87448501586914,reversed_functor_control,1,28
1,F2:validation:477,symbol_mismatch,failure,23,,28,validation,F2,28,10.1242036819458,reversed_predicate_control,1,28
1,F2:validation:13,symbol_mismatch,failure,23,,28,validation,F2,28,10.885685443878174,canonical_functor_control,1,28
1,F2:validation:439,symbol_mismatch,failure,23,,28,validation,F2,28,9.009117603302002,canonical_predicate_control,1,28
1,F2:validation:323,symbol_mismatch,failure,23,,28,validation,F2,28,7.577212333679199,reversed_functor_control,1,28
1,F2:validation:410,,binding,23,21=17,17,validation,F2,17,3.2650146484375,reversed_functor_control,1,17
1,F2:validation:215,symbol_mismatch,failure,23,,28,validation,F2,28,5.2283430099487305,canonical_functor_control,1,28
1,F2:validation:200,,binding,23,23=20,20,validation,F2,20,2.525899887084961,canonical_functor_control,1,20
1,F2:validation:531,symbol_mismatch,failure,23,,28,validation,F2,28,6.587974548339844,canonical_predicate_control,1,28
1,F2:validation:600,,binding,23,27=16,16,validation,F2,16,1.9975662231445312,reversed_functor_control,1,16
1,F2:validation:293,symbol_mismatch,failure,23,,28,validation,F2,28,5.732975006103516,canonical_functor_control,1,28
1,F2:validation:346,,binding,23,27=21,21,validation,F2,21,0.9869041442871094,canonical_predicate_control,1,21
1,F2:validation:700,,binding,23,17=18,18,validation,F2,18,2.4990768432617188,reversed_functor_control,1,18
1,F2:validation:5,symbol_mismatch,failure,23,,28,validation,F2,28,7.705280303955078,canonical_functor_control,1,28
1,F2:validation:81,symbol_mismatch,failure,23,,28,validation,F2,28,10.979753017425537,reversed_predicate_control,1,28
1,F2:validation:152,,binding,23,18=20,20,validation,F2,20,3.9402732849121094,canonical_predicate_control,1,20
1,F2:validation:727,symbol_mismatch,failure,23,,28,validation,F2,28,5.486771583557129,canonical_predicate_control,1,28
1,F2:validation:705,symbol_mismatch,failure,23,,28,validation,F2,28,4.6953887939453125,reversed_functor_control,1,28
1,F2:validation:738,,binding,23,22=25,25,validation,F2,25,4.71907901763916,canonical_predicate_control,1,25
1,F2:validation:569,symbol_mismatch,failure,23,,28,validation,F2,28,10.911931991577148,reversed_predicate_control,1,28
1,F2:validation:444,,binding,23,17=22,22,validation,F2,22,2.3904037475585938,canonical_predicate_control,1,22
1,F2:validation:629,symbol_mismatch,failure,23,,28,validation,F2,28,11.648181438446045,canonical_predicate_control,1,28
0,F2:validation:171,symbol_mismatch,failure,23,,17,validation,F2,28,-1.9400529861450195,reversed_predicate_control,0,17
1,F2:validation:457,symbol_mismatch,failure,23,,28,validation,F2,28,8.86349630355835,reversed_predicate_control,1,28
1,F2:validation:496,,binding,23,25=24,24,validation,F2,24,2.53045654296875,canonical_functor_control,1,24
1,F2:validation:116,,binding,23,17=26,26,validation,F2,26,3.260313034057617,canonical_functor_control,1,26
1,F2:validation:22,,binding,23,18=27,27,validation,F2,27,5.2256317138671875,canonical_functor_control,1,27
1,F2:validation:433,symbol_mismatch,failure,23,,28,validation,F2,28,12.043001651763916,canonical_predicate_control,1,28
1,F2:validation:481,symbol_mismatch,failure,23,,28,validation,F2,28,7.068781852722168,canonical_functor_control,1,28
1,F2:validation:452,,binding,23,24=26,26,validation,F2,26,5.523695945739746,canonical_predicate_control,1,26
1,F2:validation:657,symbol_mismatch,failure,23,,28,validation,F2,28,11.79324197769165,reversed_predicate_control,1,28
1,F2:validation:488,,binding,23,19=20,20,validation,F2,20,6.578718662261963,canonical_functor_control,1,20
1,F2:validation:222,,binding,23,21=19,19,validation,F2,19,1.6137590408325195,reversed_functor_control,1,19
0,F2:validation:300,,binding,23,25=22,28,validation,F2,22,-0.552241325378418,canonical_functor_control,0,28
1,F2:validation:634,,binding,23,20=21,21,validation,F2,21,3.254317283630371,canonical_predicate_control,1,21
1,F2:validation:24,,binding,23,20=16,16,validation,F2,16,3.4953527450561523,reversed_functor_control,1,16
1,F2:validation:202,,binding,23,24=21,21,validation,F2,21,4.258794784545898,canonical_functor_control,1,21
1,F2:validation:186,,binding,23,17=25,25,validation,F2,25,3.321547508239746,reversed_predicate_control,1,25
1,F2:validation:729,symbol_mismatch,failure,23,,28,validation,F2,28,10.858619213104248,canonical_predicate_control,1,28
1,F2:validation:511,symbol_mismatch,failure,23,,28,validation,F2,28,11.067167282104492,reversed_functor_control,1,28
1,F2:validation:66,,binding,23,18=25,25,validation,F2,25,5.29044771194458,canonical_predicate_control,1,25
1,F2:validation:272,,binding,23,27=20,20,validation,F2,20,3.975414276123047,reversed_predicate_control,1,20
1,F2:validation:618,,binding,23,23=25,25,validation,F2,25,4.836146354675293,reversed_functor_control,1,25
1,F2:validation:282,,binding,23,26=25,25,validation,F2,25,5.6041765213012695,reversed_predicate_control,1,25
1,F2:validation:434,,binding,23,26=17,17,validation,F2,17,3.7261905670166016,canonical_predicate_control,1,17
1,F2:validation:712,,binding,23,16=24,24,validation,F2,24,3.141324996948242,reversed_functor_control,1,24
1,F2:validation:162,,binding,23,20=25,25,validation,F2,25,5.173239707946777,canonical_predicate_control,1,25
1,F2:validation:553,symbol_mismatch,failure,23,,28,validation,F2,28,5.341530799865723,reversed_predicate_control,1,28
1,F2:validation:87,symbol_mismatch,failure,23,,28,validation,F2,28,8.258570671081543,reversed_predicate_control,1,28
1,F2:validation:0,,binding,23,26=16,16,validation,F2,16,2.800762176513672,canonical_functor_control,1,16
1,F2:validation:440,,binding,23,18=20,20,validation,F2,20,6.686638832092285,canonical_predicate_control,1,20
0,F2:validation:255,symbol_mismatch,failure,23,,23,validation,F2,28,-3.228348731994629,canonical_predicate_control,0,23
