correct,example_id,failure_reason,label,model_seed,oracle_substitution,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,P2:validation:152,,contraposition:valid,23,,60,validation,P2,60,17.619807243347168,cp_consequent_polarity,1,60
1,P2:validation:563,,contraposition:invalid,23,,61,validation,P2,61,24.71979570388794,cp_direction,1,61
1,P2:validation:139,,contraposition:invalid,23,,61,validation,P2,61,15.825405836105347,cp_antecedent_polarity,1,61
1,P2:validation:202,,contraposition:valid,23,,60,validation,P2,60,14.925504207611084,cp_direction,1,60
1,P2:validation:431,,contraposition:invalid,23,,61,validation,P2,61,13.312808513641357,cp_direction,1,61
1,P2:validation:453,,contraposition:invalid,23,,61,validation,P2,61,18.971114978194237,cp_consequent_polarity,1,61
1,P2:validation:125,,modus_tollens:invalid,23,,61,validation,P2,61,24.17886734008789,mt_query_polarity,1,61
1,P2:validation:754,,contraposition:valid,23,,60,validation,P2,60,18.651153087615967,cp_direction,1,60
1,P2:validation:183,,modus_tollens:invalid,23,,61,validation,P2,61,15.789835453033447,mt_rule_direction,1,61
1,P2:validation:347,,contraposition:invalid,23,,61,validation,P2,61,27.221875190734863,cp_direction,1,61
1,P2:validation:206,,modus_tollens:valid,23,,60,validation,P2,60,13.45573902130127,mt_rule_direction,1,60
1,P2:validation:321,,contraposition:invalid,23,,61,validation,P2,61,16.09295892715454,cp_consequent_polarity,1,61
1,P2:validation:34,,contraposition:valid,23,,60,validation,P2,60,14.908054828643799,cp_direction,1,60
1,P2:validation:731,,contraposition:invalid,23,,61,validation,P2,61,14.013417959213257,cp_direction,1,61
1,P2:validation:28,,modus_tollens:valid,23,,60,validation,P2,60,14.996967315673828,mt_query_polarity,1,60
1,P2:validation:162,,contraposition:valid,23,,60,validation,P2,60,18.792479991912842,cp_antecedent_polarity,1,60
1,P2:validation:51,,modus_tollens:invalid,23,,61,validation,P2,61,17.631150126457214,mt_rule_direction,1,61
1,P2:validation:695,,contraposition:invalid,23,,61,validation,P2,61,26.574617385864258,cp_direction,1,61
1,P2:validation:527,,contraposition:invalid,23,,61,validation,P2,61,11.27953052520752,cp_direction,1,61
1,P2:validation:23,,contraposition:invalid,23,,61,validation,P2,61,27.45592498779297,cp_direction,1,61
1,P2:validation:577,,modus_tollens:invalid,23,,61,validation,P2,61,24.08551025390625,mt_fact_polarity,1,61
1,P2:validation:560,,contraposition:valid,23,,60,validation,P2,60,16.88096809387207,cp_consequent_polarity,1,60
1,P2:validation:463,,contraposition:invalid,23,,61,validation,P2,61,17.367552161216736,cp_antecedent_polarity,1,61
1,P2:validation:244,,modus_tollens:valid,23,,60,validation,P2,60,15.140914916992188,mt_query_polarity,1,60
1,P2:validation:483,,modus_tollens:invalid,23,,61,validation,P2,61,10.759434223175049,mt_rule_direction,1,61
1,P2:validation:131,,contraposition:invalid,23,,61,validation,P2,61,25.73570156097412,cp_direction,1,61
1,P2:validation:185,,modus_tollens:invalid,23,,61,validation,P2,61,25.158097743988037,mt_query_polarity,1,61
1,P2:validation:713,,modus_tollens:invalid,23,,61,validation,P2,61,28.496376991271973,mt_query_polarity,1,61
1,P2:validation:173,,modus_tollens:invalid,23,,61,validation,P2,61,25.563254356384277,mt_query_polarity,1,61
1,P2:validation:652,,modus_tollens:valid,23,,60,validation,P2,60,13.352540969848633,mt_query_polarity,1,60
1,P2:validation:133,,modus_tollens:invalid,23,,61,validation,P2,61,26.676084518432617,mt_fact_polarity,1,61
1,P2:validation:556,,modus_tollens:valid,23,,60,validation,P2,60,14.99268913269043,mt_query_polarity,1,60
1,P2:validation:404,,contraposition:valid,23,,60,validation,P2,60,12.609136581420898,cp_consequent_polarity,1,60
1,P2:validation:613,,modus_tollens:invalid,23,,61,validation,P2,61,24.287057876586914,mt_fact_polarity,1,61
1,P2:validation:617,,modus_tollens:invalid,23,,61,validation,P2,61,25.68578863143921,mt_query_polarity,1,61
1,P2:validation:419,,contraposition:invalid,23,,61,validation,P2,61,17.47275447845459,cp_direction,1,61
1,P2:validation:312,,modus_tollens:valid,23,,60,validation,P2,60,13.846772193908691,mt_fact_polarity,1,60
1,P2:validation:134,,modus_tollens:valid,23,,60,validation,P2,60,11.733659744262695,mt_rule_direction,1,60
1,P2:validation:507,,modus_tollens:invalid,23,,61,validation,P2,61,11.78432846069336,mt_rule_direction,1,61
1,P2:validation:357,,contraposition:invalid,23,,61,validation,P2,61,19.26632997393608,cp_consequent_polarity,1,61
1,P2:validation:524,,contraposition:valid,23,,60,validation,P2,60,15.146134376525879,cp_consequent_polarity,1,60
1,P2:validation:249,,contraposition:invalid,23,,61,validation,P2,61,19.194384455680847,cp_consequent_polarity,1,61
1,P2:validation:375,,modus_tollens:invalid,23,,61,validation,P2,61,17.992905139923096,mt_rule_direction,1,61
1,P2:validation:516,,modus_tollens:valid,23,,60,validation,P2,60,16.321040153503418,mt_fact_polarity,1,60
1,P2:validation:275,,contraposition:invalid,23,,61,validation,P2,61,21.68747043609619,cp_direction,1,61
1,P2:validation:634,,contraposition:valid,23,,60,validation,P2,60,17.085638999938965,cp_direction,1,60
1,P2:validation:384,,modus_tollens:valid,23,,60,validation,P2,60,14.417795181274414,mt_fact_polarity,1,60
1,P2:validation:698,,modus_tollens:valid,23,,60,validation,P2,60,15.140914916992188,mt_rule_direction,1,60
1,P2:validation:428,,contraposition:valid,23,,60,validation,P2,60,18.563229084014893,cp_consequent_polarity,1,60
1,P2:validation:598,,contraposition:valid,23,,60,validation,P2,60,14.644150733947754,cp_direction,1,60
1,P2:validation:222,,contraposition:valid,23,,60,validation,P2,60,21.78389263153076,cp_antecedent_polarity,1,60
1,P2:validation:250,,contraposition:valid,23,,60,validation,P2,60,15.247357368469238,cp_direction,1,60
1,P2:validation:296,,contraposition:valid,23,,60,validation,P2,60,15.74534797668457,cp_consequent_polarity,1,60
1,P2:validation:432,,modus_tollens:valid,23,,60,validation,P2,60,10.61463737487793,mt_fact_polarity,1,60
1,P2:validation:113,,modus_tollens:invalid,23,,61,validation,P2,61,25.84144878387451,mt_query_polarity,1,61
1,P2:validation:484,,modus_tollens:valid,23,,60,validation,P2,60,14.991398811340332,mt_query_polarity,1,60
1,P2:validation:363,,modus_tollens:invalid,23,,61,validation,P2,61,19.448538661003113,mt_rule_direction,1,61
1,P2:validation:612,,modus_tollens:valid,23,,60,validation,P2,60,11.517643928527832,mt_fact_polarity,1,60
1,P2:validation:505,,modus_tollens:invalid,23,,61,validation,P2,61,24.34959363937378,mt_fact_polarity,1,61
1,P2:validation:226,,contraposition:valid,23,,60,validation,P2,60,17.849145889282227,cp_direction,1,60
1,P2:validation:83,,contraposition:invalid,23,,61,validation,P2,61,25.73570156097412,cp_direction,1,61
1,P2:validation:706,,contraposition:valid,23,,60,validation,P2,60,17.935392379760742,cp_direction,1,60
1,P2:validation:331,,contraposition:invalid,23,,61,validation,P2,61,17.23421573638916,cp_antecedent_polarity,1,61
1,P2:validation:177,,contraposition:invalid,23,,61,validation,P2,61,19.607077836990356,cp_consequent_polarity,1,61
1,P2:validation:101,,modus_tollens:invalid,23,,61,validation,P2,61,27.0994234085083,mt_query_polarity,1,61
1,P2:validation:124,,modus_tollens:valid,23,,60,validation,P2,60,8.645806312561035,mt_query_polarity,1,60
1,P2:validation:0,,modus_tollens:valid,23,,60,validation,P2,60,15.07803726196289,mt_fact_polarity,1,60
1,P2:validation:655,,contraposition:invalid,23,,61,validation,P2,61,14.906129837036133,cp_antecedent_polarity,1,61
1,P2:validation:74,,modus_tollens:valid,23,,60,validation,P2,60,8.645806312561035,mt_rule_direction,1,60
1,P2:validation:27,,modus_tollens:invalid,23,,61,validation,P2,61,10.7564058303833,mt_rule_direction,1,61
1,P2:validation:199,,contraposition:invalid,23,,61,validation,P2,61,12.389471054077148,cp_antecedent_polarity,1,61
1,P2:validation:42,,contraposition:valid,23,,60,validation,P2,60,15.563298225402832,cp_antecedent_polarity,1,60
1,P2:validation:57,,contraposition:invalid,23,,61,validation,P2,61,16.22299814224243,cp_consequent_polarity,1,61
1,P2:validation:726,,contraposition:valid,23,,60,validation,P2,60,22.477558612823486,cp_antecedent_polarity,1,60
1,P2:validation:217,,modus_tollens:invalid,23,,61,validation,P2,61,21.083025336265564,mt_fact_polarity,1,61
1,P2:validation:187,,contraposition:invalid,23,,61,validation,P2,61,14.453899383544922,cp_antecedent_polarity,1,61
1,P2:validation:610,,contraposition:valid,23,,60,validation,P2,60,15.22447681427002,cp_direction,1,60
1,P2:validation:694,,contraposition:valid,23,,60,validation,P2,60,13.218764305114746,cp_direction,1,60
1,P2:validation:58,,contraposition:valid,23,,60,validation,P2,60,12.861106872558594,cp_direction,1,60
1,P2:validation:91,,contraposition:invalid,23,,61,validation,P2,61,16.712759613990784,cp_antecedent_polarity,1,61
1,P2:validation:446,,modus_tollens:valid,23,,60,validation,P2,60,17.217501640319824,mt_rule_direction,1,60
1,P2:validation:360,,modus_tollens:valid,23,,60,validation,P2,60,13.989566802978516,mt_fact_polarity,1,60
1,P2:validation:430,,contraposition:valid,23,,60,validation,P2,60,13.639961242675781,cp_direction,1,60
1,P2:validation:165,,contraposition:invalid,23,,61,validation,P2,61,21.022658109664917,cp_consequent_polarity,1,61
1,P2:validation:56,,contraposition:valid,23,,60,validation,P2,60,18.67719554901123,cp_consequent_polarity,1,60
1,P2:validation:307,,contraposition:invalid,23,,61,validation,P2,61,17.188252478837967,cp_antecedent_polarity,1,61
1,P2:validation:19,,contraposition:invalid,23,,61,validation,P2,61,15.43947148323059,cp_antecedent_polarity,1,61
1,P2:validation:684,,modus_tollens:valid,23,,60,validation,P2,60,11.592769622802734,mt_fact_polarity,1,60
1,P2:validation:179,,contraposition:invalid,23,,61,validation,P2,61,30.638113021850586,cp_direction,1,61
1,P2:validation:552,,modus_tollens:valid,23,,60,validation,P2,60,17.647052764892578,mt_fact_polarity,1,60
1,P2:validation:229,,modus_tollens:invalid,23,,61,validation,P2,61,22.49955916404724,mt_fact_polarity,1,61
1,P2:validation:79,,contraposition:invalid,23,,61,validation,P2,61,17.09989845752716,cp_antecedent_polarity,1,61
1,P2:validation:88,,modus_tollens:valid,23,,60,validation,P2,60,9.42194652557373,mt_query_polarity,1,60
1,P2:validation:159,,modus_tollens:invalid,23,,61,validation,P2,61,15.999339818954468,mt_rule_direction,1,61
1,P2:validation:284,,contraposition:valid,23,,60,validation,P2,60,17.30140209197998,cp_consequent_polarity,1,60
1,P2:validation:554,,modus_tollens:valid,23,,60,validation,P2,60,8.645807266235352,mt_rule_direction,1,60
1,P2:validation:536,,contraposition:valid,23,,60,validation,P2,60,18.105135917663574,cp_consequent_polarity,1,60
1,P2:validation:270,,contraposition:valid,23,,60,validation,P2,60,18.633080005645752,cp_antecedent_polarity,1,60
1,P2:validation:337,,modus_tollens:invalid,23,,61,validation,P2,61,24.01279354095459,mt_fact_polarity,1,61
1,P2:validation:764,,contraposition:valid,23,,60,validation,P2,60,15.196036338806152,cp_consequent_polarity,1,60
1,P2:validation:481,,modus_tollens:invalid,23,,61,validation,P2,61,22.771004676818848,mt_fact_polarity,1,61
1,P2:validation:397,,modus_tollens:invalid,23,,61,validation,P2,61,23.08026123046875,mt_fact_polarity,1,61
1,P2:validation:492,,modus_tollens:valid,23,,60,validation,P2,60,10.306199073791504,mt_fact_polarity,1,60
1,P2:validation:151,,contraposition:invalid,23,,61,validation,P2,61,16.625101566314697,cp_antecedent_polarity,1,61
1,P2:validation:767,,contraposition:invalid,23,,61,validation,P2,61,22.541383266448975,cp_direction,1,61
1,P2:validation:518,,modus_tollens:valid,23,,60,validation,P2,60,11.690852165222168,mt_rule_direction,1,60
1,P2:validation:148,,modus_tollens:valid,23,,60,validation,P2,60,14.01058578491211,mt_query_polarity,1,60
1,P2:validation:385,,modus_tollens:invalid,23,,61,validation,P2,61,23.081440448760986,mt_fact_polarity,1,61
1,P2:validation:640,,modus_tollens:valid,23,,60,validation,P2,60,14.076203346252441,mt_query_polarity,1,60
1,P2:validation:653,,modus_tollens:invalid,23,,61,validation,P2,61,25.729267120361328,mt_query_polarity,1,61
1,P2:validation:49,,modus_tollens:invalid,23,,61,validation,P2,61,22.49955916404724,mt_fact_polarity,1,61
1,P2:validation:544,,modus_tollens:valid,23,,60,validation,P2,60,13.937478065490723,mt_query_polarity,1,60
1,P2:validation:154,,contraposition:valid,23,,60,validation,P2,60,13.816792488098145,cp_direction,1,60
1,P2:validation:702,,contraposition:valid,23,,60,validation,P2,60,13.908990859985352,cp_antecedent_polarity,1,60
1,P2:validation:112,,modus_tollens:valid,23,,60,validation,P2,60,12.834736824035645,mt_query_polarity,1,60
1,P2:validation:135,,modus_tollens:invalid,23,,61,validation,P2,61,9.199143409729004,mt_rule_direction,1,61
1,P2:validation:438,,contraposition:valid,23,,60,validation,P2,60,22.542360305786133,cp_antecedent_polarity,1,60
1,P2:validation:109,,modus_tollens:invalid,23,,61,validation,P2,61,26.68729305267334,mt_fact_polarity,1,61
1,P2:validation:679,,contraposition:invalid,23,,61,validation,P2,61,16.747164607048035,cp_antecedent_polarity,1,61
1,P2:validation:146,,modus_tollens:valid,23,,60,validation,P2,60,14.02832317352295,mt_rule_direction,1,60
1,P2:validation:755,,contraposition:invalid,23,,61,validation,P2,61,27.221875190734863,cp_direction,1,61
1,P2:validation:615,,modus_tollens:invalid,23,,61,validation,P2,61,13.469998359680176,mt_rule_direction,1,61
1,P2:validation:691,,contraposition:invalid,23,,61,validation,P2,61,16.747164607048035,cp_antecedent_polarity,1,61
1,P2:validation:271,,contraposition:invalid,23,,61,validation,P2,61,19.650322437286377,cp_antecedent_polarity,1,61
1,P2:validation:477,,contraposition:invalid,23,,61,validation,P2,61,21.022658109664917,cp_consequent_polarity,1,61
1,P2:validation:671,,contraposition:invalid,23,,61,validation,P2,61,15.880586862564087,cp_direction,1,61
1,P2:validation:2,,modus_tollens:valid,23,,60,validation,P2,60,16.297405242919922,mt_rule_direction,1,60
1,P2:validation:299,,contraposition:invalid,23,,61,validation,P2,61,23.471714973449707,cp_direction,1,61
1,P2:validation:378,,contraposition:valid,23,,60,validation,P2,60,15.03446102142334,cp_antecedent_polarity,1,60
1,P2:validation:627,,modus_tollens:invalid,23,,61,validation,P2,61,18.24186462163925,mt_rule_direction,1,61
1,P2:validation:31,,contraposition:invalid,23,,61,validation,P2,61,15.635036706924438,cp_antecedent_polarity,1,61
1,P2:validation:743,,contraposition:invalid,23,,61,validation,P2,61,25.647212028503418,cp_direction,1,61
1,P2:validation:338,,modus_tollens:valid,23,,60,validation,P2,60,17.71533966064453,mt_rule_direction,1,60
1,P2:validation:724,,modus_tollens:valid,23,,60,validation,P2,60,13.512737274169922,mt_query_polarity,1,60
1,P2:validation:500,,contraposition:valid,23,,60,validation,P2,60,15.970309257507324,cp_consequent_polarity,1,60
1,P2:validation:591,,modus_tollens:invalid,23,,61,validation,P2,61,12.422906875610352,mt_rule_direction,1,61
1,P2:validation:85,,modus_tollens:invalid,23,,61,validation,P2,61,22.563050746917725,mt_fact_polarity,1,61
1,P2:validation:471,,modus_tollens:invalid,23,,61,validation,P2,61,18.423450589179993,mt_rule_direction,1,61
1,P2:validation:469,,modus_tollens:invalid,23,,61,validation,P2,61,23.36390781402588,mt_fact_polarity,1,61
1,P2:validation:354,,contraposition:valid,23,,60,validation,P2,60,22.486196994781494,cp_antecedent_polarity,1,60
1,P2:validation:209,,modus_tollens:invalid,23,,61,validation,P2,61,28.574567794799805,mt_query_polarity,1,61
1,P2:validation:287,,contraposition:invalid,23,,61,validation,P2,61,27.453386783599854,cp_direction,1,61
1,P2:validation:65,,modus_tollens:invalid,23,,61,validation,P2,61,28.646961212158203,mt_query_polarity,1,61
1,P2:validation:48,,modus_tollens:valid,23,,60,validation,P2,60,11.733659744262695,mt_fact_polarity,1,60
1,P2:validation:54,,contraposition:valid,23,,60,validation,P2,60,18.590161323547363,cp_antecedent_polarity,1,60
1,P2:validation:651,,modus_tollens:invalid,23,,61,validation,P2,61,17.463465213775635,mt_rule_direction,1,61
1,P2:validation:100,,modus_tollens:valid,23,,60,validation,P2,60,17.33494472503662,mt_query_polarity,1,60
1,P2:validation:103,,contraposition:invalid,23,,61,validation,P2,61,15.453715085983276,cp_antecedent_polarity,1,61
1,P2:validation:514,,contraposition:valid,23,,60,validation,P2,60,17.17965793609619,cp_direction,1,60
1,P2:validation:490,,contraposition:valid,23,,60,validation,P2,60,15.970309257507324,cp_direction,1,60
1,P2:validation:122,,modus_tollens:valid,23,,60,validation,P2,60,10.43736743927002,mt_rule_direction,1,60
1,P2:validation:550,,contraposition:valid,23,,60,validation,P2,60,13.95803165435791,cp_direction,1,60
1,P2:validation:393,,contraposition:invalid,23,,61,validation,P2,61,19.06688404083252,cp_consequent_polarity,1,61
1,P2:validation:383,,contraposition:invalid,23,,61,validation,P2,61,26.358113765716553,cp_direction,1,61
1,P2:validation:735,,modus_tollens:invalid,23,,61,validation,P2,61,22.360494375228882,mt_rule_direction,1,61
1,P2:validation:732,,modus_tollens:valid,23,,60,validation,P2,60,13.850029945373535,mt_fact_polarity,1,60
1,P2:validation:330,,contraposition:valid,23,,60,validation,P2,60,13.954571723937988,cp_antecedent_polarity,1,60
1,P2:validation:364,,modus_tollens:valid,23,,60,validation,P2,60,16.229371070861816,mt_query_polarity,1,60
1,P2:validation:92,,contraposition:valid,23,,60,validation,P2,60,17.670525550842285,cp_consequent_polarity,1,60
1,P2:validation:609,,contraposition:invalid,23,,61,validation,P2,61,19.245781391859055,cp_consequent_polarity,1,61
1,P2:validation:171,,modus_tollens:invalid,23,,61,validation,P2,61,17.119723320007324,mt_rule_direction,1,61
1,P2:validation:50,,modus_tollens:valid,23,,60,validation,P2,60,10.901395797729492,mt_rule_direction,1,60
1,P2:validation:510,,contraposition:valid,23,,60,validation,P2,60,17.123475074768066,cp_antecedent_polarity,1,60
1,P2:validation:697,,modus_tollens:invalid,23,,61,validation,P2,61,21.937647342681885,mt_fact_polarity,1,61
1,P2:validation:727,,contraposition:invalid,23,,61,validation,P2,61,15.861980676651001,cp_antecedent_polarity,1,61
1,P2:validation:308,,contraposition:valid,23,,60,validation,P2,60,18.67719554901123,cp_consequent_polarity,1,60
1,P2:validation:29,,modus_tollens:invalid,23,,61,validation,P2,61,28.480916023254395,mt_query_polarity,1,61
1,P2:validation:448,,modus_tollens:valid,23,,60,validation,P2,60,15.07803726196289,mt_query_polarity,1,60
1,P2:validation:97,,modus_tollens:invalid,23,,61,validation,P2,61,26.666464805603027,mt_fact_polarity,1,61
1,P2:validation:259,,contraposition:invalid,23,,61,validation,P2,61,15.810364723205566,cp_antecedent_polarity,1,61
1,P2:validation:201,,contraposition:invalid,23,,61,validation,P2,61,19.26632997393608,cp_consequent_polarity,1,61
1,P2:validation:118,,contraposition:valid,23,,60,validation,P2,60,17.951256275177002,cp_direction,1,60
1,P2:validation:240,,modus_tollens:valid,23,,60,validation,P2,60,15.07803726196289,mt_fact_polarity,1,60
1,P2:validation:502,,contraposition:valid,23,,60,validation,P2,60,17.70031452178955,cp_direction,1,60
1,P2:validation:403,,contraposition:invalid,23,,61,validation,P2,61,14.953597068786621,cp_antecedent_polarity,1,61
1,P2:validation:685,,modus_tollens:invalid,23,,61,validation,P2,61,25.132920265197754,mt_fact_polarity,1,61
1,P2:validation:239,,contraposition:invalid,23,,61,validation,P2,61,12.056654930114746,cp_direction,1,61
1,P2:validation:400,,modus_tollens:valid,23,,60,validation,P2,60,9.42194652557373,mt_query_polarity,1,60
1,P2:validation:434,,modus_tollens:valid,23,,60,validation,P2,60,14.077773094177246,mt_rule_direction,1,60
1,P2:validation:382,,contraposition:valid,23,,60,validation,P2,60,12.268598556518555,cp_direction,1,60
1,P2:validation:548,,contraposition:valid,23,,60,validation,P2,60,15.153783798217773,cp_consequent_polarity,1,60
1,P2:validation:638,,modus_tollens:valid,23,,60,validation,P2,60,14.427593231201172,mt_rule_direction,1,60
1,P2:validation:184,,modus_tollens:valid,23,,60,validation,P2,60,10.43736743927002,mt_query_polarity,1,60
1,P2:validation:55,,contraposition:invalid,23,,61,validation,P2,61,15.239969253540039,cp_antecedent_polarity,1,61
1,P2:validation:267,,modus_tollens:invalid,23,,61,validation,P2,61,25.472899436950684,mt_rule_direction,1,61
1,P2:validation:268,,modus_tollens:valid,23,,60,validation,P2,60,10.867851257324219,mt_query_polarity,1,60
1,P2:validation:75,,modus_tollens:invalid,23,,61,validation,P2,61,10.436532020568848,mt_rule_direction,1,61
1,P2:validation:473,,modus_tollens:invalid,23,,61,validation,P2,61,25.051290035247803,mt_query_polarity,1,61
1,P2:validation:241,,modus_tollens:invalid,23,,61,validation,P2,61,26.666464805603027,mt_fact_polarity,1,61
1,P2:validation:564,,modus_tollens:valid,23,,60,validation,P2,60,14.079414367675781,mt_fact_polarity,1,60
1,P2:validation:370,,contraposition:valid,23,,60,validation,P2,60,17.302560806274414,cp_direction,1,60
1,P2:validation:235,,contraposition:invalid,23,,61,validation,P2,61,12.212176322937012,cp_antecedent_polarity,1,61
1,P2:validation:260,,contraposition:valid,23,,60,validation,P2,60,15.22447681427002,cp_consequent_polarity,1,60
1,P2:validation:247,,contraposition:invalid,23,,61,validation,P2,61,16.668737292289734,cp_antecedent_polarity,1,61
1,P2:validation:269,,modus_tollens:invalid,23,,61,validation,P2,61,25.563254356384277,mt_query_polarity,1,61
1,P2:validation:728,,contraposition:valid,23,,60,validation,P2,60,18.33293628692627,cp_consequent_polarity,1,60
1,P2:validation:582,,contraposition:valid,23,,60,validation,P2,60,17.085638999938965,cp_antecedent_polarity,1,60
1,P2:validation:447,,modus_tollens:invalid,23,,61,validation,P2,61,17.422155499458313,mt_rule_direction,1,61
1,P2:validation:127,,contraposition:invalid,23,,61,validation,P2,61,19.60655450820923,cp_antecedent_polarity,1,61
1,P2:validation:144,,modus_tollens:valid,23,,60,validation,P2,60,13.443269729614258,mt_fact_polarity,1,60
1,P2:validation:529,,modus_tollens:invalid,23,,61,validation,P2,61,24.01279354095459,mt_fact_polarity,1,61
1,P2:validation:366,,contraposition:valid,23,,60,validation,P2,60,12.268598556518555,cp_antecedent_polarity,1,60
1,P2:validation:292,,modus_tollens:valid,23,,60,validation,P2,60,16.431734085083008,mt_query_polarity,1,60
1,P2:validation:459,,modus_tollens:invalid,23,,61,validation,P2,61,14.722627639770508,mt_rule_direction,1,61
1,P2:validation:493,,modus_tollens:invalid,23,,61,validation,P2,61,22.54184889793396,mt_fact_polarity,1,61
1,P2:validation:169,,modus_tollens:invalid,23,,61,validation,P2,61,26.647299766540527,mt_fact_polarity,1,61
1,P2:validation:734,,modus_tollens:valid,23,,60,validation,P2,60,17.647052764892578,mt_rule_direction,1,60
1,P2:validation:468,,modus_tollens:valid,23,,60,validation,P2,60,10.954327583312988,mt_fact_polarity,1,60
1,P2:validation:558,,contraposition:valid,23,,60,validation,P2,60,22.477558612823486,cp_antecedent_polarity,1,60
1,P2:validation:654,,contraposition:valid,23,,60,validation,P2,60,18.792479991912842,cp_antecedent_polarity,1,60
1,P2:validation:707,,contraposition:invalid,23,,61,validation,P2,61,27.221875190734863,cp_direction,1,61
1,P2:validation:670,,contraposition:valid,23,,60,validation,P2,60,13.954571723937988,cp_direction,1,60
1,P2:validation:545,,modus_tollens:invalid,23,,61,validation,P2,61,29.507205963134766,mt_query_polarity,1,61
1,P2:validation:189,,contraposition:invalid,23,,61,validation,P2,61,19.117439284920692,cp_consequent_polarity,1,61
1,P2:validation:38,,modus_tollens:valid,23,,60,validation,P2,60,14.427593231201172,mt_rule_direction,1,60
1,P2:validation:622,,contraposition:valid,23,,60,validation,P2,60,13.176061630249023,cp_direction,1,60
1,P2:validation:675,,modus_tollens:invalid,23,,61,validation,P2,61,10.490386962890625,mt_rule_direction,1,61
1,P2:validation:286,,contraposition:valid,23,,60,validation,P2,60,15.8310546875,cp_direction,1,60
1,P2:validation:442,,contraposition:valid,23,,60,validation,P2,60,17.188539505004883,cp_direction,1,60
1,P2:validation:106,,contraposition:valid,23,,60,validation,P2,60,18.067444324493408,cp_direction,1,60
1,P2:validation:167,,contraposition:invalid,23,,61,validation,P2,61,31.786638259887695,cp_direction,1,61
