branching,distractors,evaluation_axis,example_id,label_mode,model_depth,model_seed,output_entropy,position_mode,predicate,required_path,sequence_length,target_margin,target_probability,target_rank,template_id,top1_correct,total_depth,tree_seed
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:paligned:tree211:i0,arbitrary,6,11,0.8778979778289795,aligned,grandparent,2,15,-6.943000316619873,0.0008199207950383425,30,0,0,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t1:paligned:tree211:i1,arbitrary,6,11,2.738712787628174,aligned,grandparent,2,15,-6.678707599639893,0.00048654520651325583,79,1,0,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:paligned:tree211:i2,arbitrary,6,11,0.3539965748786926,aligned,grandparent,2,15,4.578935623168945,0.9520912766456604,1,2,1,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t3:paligned:tree211:i3,arbitrary,6,11,2.2650017738342285,aligned,grandparent,2,15,-0.4096717834472656,0.27953121066093445,2,3,0,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:paligned:tree211:i8,arbitrary,6,11,1.2349815368652344,aligned,grandparent,2,15,2.7916107177734375,0.7891610860824585,1,0,1,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t1:paligned:tree211:i9,arbitrary,6,11,3.5904524326324463,aligned,grandparent,2,15,-5.602256774902344,0.0006769789615646005,104,1,0,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:paligned:tree211:i10,arbitrary,6,11,0.10222669690847397,aligned,grandparent,2,15,6.137421607971191,0.9885039925575256,1,2,1,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t3:paligned:tree211:i11,arbitrary,6,11,1.0031406879425049,aligned,grandparent,2,15,3.3254661560058594,0.8352876901626587,1,3,1,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:paligned:tree307:i0,arbitrary,6,11,2.203139066696167,aligned,grandparent,2,15,-1.4769611358642578,0.1038489118218422,3,0,0,2,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t1:paligned:tree307:i1,arbitrary,6,11,2.971013069152832,aligned,grandparent,2,15,-1.424147129058838,0.0842222198843956,2,1,0,2,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:paligned:tree307:i2,arbitrary,6,11,1.0551764965057373,aligned,grandparent,2,15,3.644296169281006,0.8345568776130676,1,2,1,2,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t3:paligned:tree307:i3,arbitrary,6,11,2.482787609100342,aligned,grandparent,2,15,0.14907264709472656,0.3150883615016937,1,3,1,2,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:paligned:tree307:i8,arbitrary,6,11,0.26920804381370544,aligned,grandparent,2,15,4.545933723449707,0.9637047052383423,1,0,1,2,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t1:paligned:tree307:i9,arbitrary,6,11,2.5899956226348877,aligned,grandparent,2,15,-5.2907280921936035,0.002321474952623248,41,1,0,2,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:paligned:tree307:i10,arbitrary,6,11,3.311251640319824,aligned,grandparent,2,15,1.15081787109375,0.2694060206413269,1,2,1,2,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t3:paligned:tree307:i11,arbitrary,6,11,1.1497540473937988,aligned,grandparent,2,15,1.957754135131836,0.765196681022644,1,3,1,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t0:paligned:tree101:i0,arbitrary,6,11,0.5011202692985535,aligned,root,2,15,-3.199904441833496,0.03700704500079155,2,0,0,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t1:paligned:tree101:i1,arbitrary,6,11,2.6066155433654785,aligned,root,2,15,-1.782485008239746,0.07438451051712036,3,1,0,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t2:paligned:tree101:i2,arbitrary,6,11,1.3246113061904907,aligned,root,2,15,0.19698333740234375,0.4862161874771118,1,2,1,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t3:paligned:tree101:i3,arbitrary,6,11,2.584552764892578,aligned,root,2,15,-3.216982364654541,0.020615248009562492,6,3,0,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t0:paligned:tree101:i8,arbitrary,6,11,1.4260575771331787,aligned,root,2,15,2.862804412841797,0.7471495270729065,1,0,1,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t1:paligned:tree101:i9,arbitrary,6,11,3.886827230453491,aligned,root,2,15,-4.38411808013916,0.0015268886927515268,80,1,0,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t2:paligned:tree101:i10,arbitrary,6,11,0.32998743653297424,aligned,root,2,15,-4.259200096130371,0.01343794260174036,2,2,0,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t3:paligned:tree101:i11,arbitrary,6,11,0.5621441602706909,aligned,root,2,15,-5.607894420623779,0.003382469294592738,6,3,0,2,101
2,4,depth_path,test:root:D2:d2:b2:N4:t0:paligned:tree211:i0,arbitrary,6,11,0.9355493187904358,aligned,root,2,15,-6.741312026977539,0.000990886241197586,29,0,0,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t1:paligned:tree211:i1,arbitrary,6,11,2.75380277633667,aligned,root,2,15,-6.717292785644531,0.0004585221176967025,80,1,0,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t2:paligned:tree211:i2,arbitrary,6,11,0.35380253195762634,aligned,root,2,15,4.668924331665039,0.9524746537208557,1,2,1,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t3:paligned:tree211:i3,arbitrary,6,11,2.266818046569824,aligned,root,2,15,-0.34403133392333984,0.29100990295410156,2,3,0,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t0:paligned:tree211:i8,arbitrary,6,11,1.2832127809524536,aligned,root,2,15,2.859673500061035,0.7814247608184814,1,0,1,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t1:paligned:tree211:i9,arbitrary,6,11,3.625873327255249,aligned,root,2,15,-5.544577598571777,0.0006884658941999078,104,1,0,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t2:paligned:tree211:i10,arbitrary,6,11,0.10075554251670837,aligned,root,2,15,6.265668869018555,0.9887673258781433,1,2,1,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t3:paligned:tree211:i11,arbitrary,6,11,0.9997128248214722,aligned,root,2,15,3.338348388671875,0.8359447717666626,1,3,1,2,211
2,4,depth_path,test:root:D2:d2:b2:N4:t0:paligned:tree307:i0,arbitrary,6,11,2.2138586044311523,aligned,root,2,15,-1.4526987075805664,0.10542183369398117,3,0,0,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t1:paligned:tree307:i1,arbitrary,6,11,3.0081725120544434,aligned,root,2,15,-1.3602313995361328,0.08662176877260208,2,1,0,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t2:paligned:tree307:i2,arbitrary,6,11,1.0413243770599365,aligned,root,2,15,3.659008026123047,0.8370406627655029,1,2,1,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t3:paligned:tree307:i3,arbitrary,6,11,2.4587795734405518,aligned,root,2,15,0.23832035064697266,0.3308887481689453,1,3,1,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t0:paligned:tree307:i8,arbitrary,6,11,0.2949109971523285,aligned,root,2,15,4.354809761047363,0.9594555497169495,1,0,1,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t1:paligned:tree307:i9,arbitrary,6,11,2.5947442054748535,aligned,root,2,15,-5.448123931884766,0.002076580887660384,44,1,0,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t2:paligned:tree307:i10,arbitrary,6,11,3.5668630599975586,aligned,root,2,15,0.3931741714477539,0.16244804859161377,1,2,1,2,307
2,4,depth_path,test:root:D2:d2:b2:N4:t3:paligned:tree307:i11,arbitrary,6,11,1.2148051261901855,aligned,root,2,15,1.7923526763916016,0.7433603405952454,1,3,1,2,307
2,4,depth_path,test:parent:D2:d1:b2:N4:t0:prandomized:tree101:i4,arbitrary,6,11,1.2428510189056396,randomized,parent,1,16,-1.9988651275634766,0.10151632875204086,2,0,0,2,101
2,4,depth_path,test:parent:D2:d1:b2:N4:t3:prandomized:tree101:i15,arbitrary,6,11,1.7599271535873413,randomized,parent,1,16,-4.616186618804932,0.006543455645442009,12,3,0,2,101
2,4,depth_path,test:parent:D2:d1:b2:N4:t2:prandomized:tree211:i6,arbitrary,6,11,1.6220238208770752,randomized,parent,1,16,2.97318172454834,0.7139125466346741,1,2,1,2,211
2,4,depth_path,test:parent:D2:d1:b2:N4:t2:prandomized:tree211:i14,arbitrary,6,11,1.3195537328720093,randomized,parent,1,16,-2.2651729583740234,0.07570304721593857,2,2,0,2,211
2,4,depth_path,test:parent:D2:d1:b2:N4:t0:prandomized:tree307:i4,arbitrary,6,11,0.660663366317749,randomized,parent,1,16,2.764484405517578,0.8796220421791077,1,0,1,2,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree101:i0,arbitrary,6,11,1.1823325157165527,aligned,parent,1,16,-5.270260810852051,0.0041137877851724625,9,0,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree101:i1,arbitrary,6,11,3.604724407196045,aligned,parent,1,16,0.3986797332763672,0.1372244507074356,1,1,1,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree101:i2,arbitrary,6,11,3.0836610794067383,aligned,parent,1,16,-5.582368850708008,0.0013624201528728008,72,2,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree101:i3,arbitrary,6,11,1.6205475330352783,aligned,parent,1,16,-5.663632392883301,0.001552269677631557,31,3,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:prandomized:tree101:i7,arbitrary,6,11,3.7139623165130615,randomized,parent,1,16,-0.824862003326416,0.06657837331295013,3,3,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree101:i8,arbitrary,6,11,1.0372202396392822,aligned,parent,1,16,-4.0829572677612305,0.012864314951002598,5,0,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree101:i9,arbitrary,6,11,1.8793461322784424,aligned,parent,1,16,-4.6872076988220215,0.005702866241335869,15,1,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree101:i10,arbitrary,6,11,3.4375505447387695,aligned,parent,1,16,-2.9979753494262695,0.011351175606250763,21,2,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree101:i11,arbitrary,6,11,1.9396178722381592,aligned,parent,1,16,-4.774794578552246,0.004270727280527353,15,3,0,3,101
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree211:i0,arbitrary,6,11,3.0096583366394043,aligned,parent,1,16,-0.6931657791137695,0.15616239607334137,2,0,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree211:i1,arbitrary,6,11,2.7894346714019775,aligned,parent,1,16,1.393228530883789,0.37198948860168457,1,1,1,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree211:i2,arbitrary,6,11,2.9034273624420166,aligned,parent,1,16,-1.0623769760131836,0.13092678785324097,2,2,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree211:i3,arbitrary,6,11,2.840332269668579,aligned,parent,1,16,-2.924100399017334,0.01908508688211441,12,3,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree211:i8,arbitrary,6,11,2.6417016983032227,aligned,parent,1,16,-0.5905914306640625,0.17435456812381744,2,0,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree211:i9,arbitrary,6,11,3.06465220451355,aligned,parent,1,16,-2.1650867462158203,0.043514758348464966,3,1,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree211:i10,arbitrary,6,11,0.5620079636573792,aligned,parent,1,16,3.0752201080322266,0.9083145260810852,1,2,1,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree211:i11,arbitrary,6,11,0.9777843356132507,aligned,parent,1,16,-6.858548164367676,0.0004869698022957891,12,3,0,3,211
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree307:i0,arbitrary,6,11,3.7665224075317383,aligned,parent,1,16,-1.0595669746398926,0.03467888385057449,6,0,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree307:i1,arbitrary,6,11,2.5787580013275146,aligned,parent,1,16,1.270380973815918,0.3862698972225189,1,1,1,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree307:i2,arbitrary,6,11,3.7250359058380127,aligned,parent,1,16,-1.8970351219177246,0.024426138028502464,8,2,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree307:i3,arbitrary,6,11,0.5715835094451904,aligned,parent,1,16,-3.314676284790039,0.03275584056973457,2,3,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t0:paligned:tree307:i8,arbitrary,6,11,0.031429581344127655,aligned,parent,1,16,-11.174163818359375,1.3983481949253473e-05,27,0,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t1:paligned:tree307:i9,arbitrary,6,11,1.7145717144012451,aligned,parent,1,16,1.7186775207519531,0.6100437641143799,1,1,1,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t2:paligned:tree307:i10,arbitrary,6,11,2.828601360321045,aligned,parent,1,16,-2.316281318664551,0.03377999737858772,6,2,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:paligned:tree307:i11,arbitrary,6,11,2.292179584503174,aligned,parent,1,16,-5.286916732788086,0.0023418860509991646,32,3,0,3,307
2,4,depth_path,test:parent:D3:d1:b2:N4:t3:prandomized:tree307:i15,arbitrary,6,11,3.238250732421875,randomized,parent,1,16,-1.1864128112792969,0.06306815147399902,4,3,0,3,307
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:prandomized:tree101:i4,arbitrary,6,11,1.2327117919921875,randomized,grandparent,2,16,2.0053062438964844,0.7512679696083069,1,0,1,2,101
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t3:prandomized:tree101:i15,arbitrary,6,11,1.7071373462677002,randomized,grandparent,2,16,2.475346565246582,0.6756654381752014,1,3,1,2,101
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:prandomized:tree211:i6,arbitrary,6,11,1.637803554534912,randomized,grandparent,2,16,-4.0553059577941895,0.012319495901465416,7,2,0,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t2:prandomized:tree211:i14,arbitrary,6,11,1.3235723972320557,randomized,grandparent,2,16,2.260136604309082,0.7279911041259766,1,2,1,2,211
2,4,depth_path,test:grandparent:D2:d2:b2:N4:t0:prandomized:tree307:i4,arbitrary,6,11,0.6706360578536987,randomized,grandparent,2,16,-2.743144989013672,0.05646878853440285,2,0,0,2,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree101:i0,arbitrary,6,11,1.2261688709259033,aligned,grandparent,2,16,-3.2050275802612305,0.03211255744099617,3,0,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree101:i1,arbitrary,6,11,3.6682093143463135,aligned,grandparent,2,16,-1.1039433479309082,0.03838519752025604,8,1,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree101:i2,arbitrary,6,11,3.0811526775360107,aligned,grandparent,2,16,1.4113812446594238,0.3627024292945862,1,2,1,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree101:i3,arbitrary,6,11,1.6170015335083008,aligned,grandparent,2,16,0.14471721649169922,0.4523865878582001,1,3,1,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:prandomized:tree101:i7,arbitrary,6,11,3.7163350582122803,randomized,grandparent,2,16,0.5736942291259766,0.15134748816490173,1,3,1,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree101:i8,arbitrary,6,11,1.0455260276794434,aligned,grandparent,2,16,1.9874963760375977,0.7612177729606628,1,0,1,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree101:i9,arbitrary,6,11,1.8351197242736816,aligned,grandparent,2,16,-3.579561233520508,0.017761122435331345,5,1,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree101:i10,arbitrary,6,11,3.44744873046875,aligned,grandparent,2,16,-3.703028678894043,0.005617591552436352,33,2,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree101:i11,arbitrary,6,11,1.8892607688903809,aligned,grandparent,2,16,-1.144577980041504,0.17082972824573517,2,3,0,3,101
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree211:i0,arbitrary,6,11,3.0284886360168457,aligned,grandparent,2,16,-3.172335147857666,0.013590455055236816,11,0,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree211:i1,arbitrary,6,11,2.8030972480773926,aligned,grandparent,2,16,-3.4496755599975586,0.011637302115559578,14,1,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree211:i2,arbitrary,6,11,2.8843846321105957,aligned,grandparent,2,16,-5.110857009887695,0.0023477019276469946,45,2,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree211:i3,arbitrary,6,11,2.8444571495056152,aligned,grandparent,2,16,-2.9309558868408203,0.019269995391368866,11,3,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree211:i8,arbitrary,6,11,2.6510729789733887,aligned,grandparent,2,16,0.6002187728881836,0.3141310214996338,1,0,1,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree211:i9,arbitrary,6,11,3.055363655090332,aligned,grandparent,2,16,-2.248805046081543,0.04048537835478783,4,1,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree211:i10,arbitrary,6,11,0.576608419418335,aligned,grandparent,2,16,-7.176148414611816,0.0006921884487383068,24,2,0,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree211:i11,arbitrary,6,11,0.9998296499252319,aligned,grandparent,2,16,0.0907745361328125,0.4811207056045532,1,3,1,3,211
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree307:i0,arbitrary,6,11,3.7672910690307617,aligned,grandparent,2,16,0.10796499252319336,0.09958355873823166,1,0,1,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree307:i1,arbitrary,6,11,2.6151750087738037,aligned,grandparent,2,16,-1.278956413269043,0.1041141003370285,2,1,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree307:i2,arbitrary,6,11,3.7252116203308105,aligned,grandparent,2,16,-1.5830750465393066,0.03337053954601288,7,2,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree307:i3,arbitrary,6,11,0.572151243686676,aligned,grandparent,2,16,3.308441162109375,0.9010711312294006,1,3,1,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t0:paligned:tree307:i8,arbitrary,6,11,0.0311112180352211,aligned,grandparent,2,16,6.5693817138671875,0.9965735673904419,1,0,1,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t1:paligned:tree307:i9,arbitrary,6,11,1.7166415452957153,aligned,grandparent,2,16,-6.9912943840026855,0.0005595292313955724,51,1,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t2:paligned:tree307:i10,arbitrary,6,11,2.824768543243408,aligned,grandparent,2,16,0.8532514572143555,0.3456340730190277,1,2,1,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:paligned:tree307:i11,arbitrary,6,11,2.289475679397583,aligned,grandparent,2,16,-0.9730091094970703,0.17518232762813568,2,3,0,3,307
2,4,depth_path,test:grandparent:D3:d2:b2:N4:t3:prandomized:tree307:i15,arbitrary,6,11,3.245161294937134,randomized,grandparent,2,16,-1.606677532196045,0.042268767952919006,6,3,0,3,307
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t0:paligned:tree101:i0,arbitrary,6,11,0.43698301911354065,aligned,ancestor_k,1,16,3.4594345092773438,0.9231616854667664,1,0,1,2,101
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t1:paligned:tree101:i1,arbitrary,6,11,2.5145974159240723,aligned,ancestor_k,1,16,1.7315492630004883,0.4714154005050659,1,1,1,2,101
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t2:paligned:tree101:i2,arbitrary,6,11,1.3585753440856934,aligned,ancestor_k,1,16,-0.33948802947998047,0.365022748708725,2,2,0,2,101
2,4,depth_path,test:ancestor_k:D2:d1:b2:N4:t3:paligned:tree101:i3,arbitrary,6,11,2.8357577323913574,aligned,ancestor_k,1,16,2.6563148498535156,0.45211583375930786,1,3,1,2,101
